Rank,Team,Games,W-L,Assists,Per Game,Date,Academic Year
65,St. Bonaventure (Atlantic 10),12,1-11,57,4.75,05/02/2024,2024.0
66,St. John's (NY) (Big East),15,4-11,69,4.60,05/02/2024,2024.0
67,Holy Cross (Patriot),13,2-11,55,4.23,05/02/2024,2024.0
68,Detroit Mercy (ASUN),13,3-10,53,4.08,05/02/2024,2024.0
69,Brown (Ivy League),14,3-11,56,4.00,05/02/2024,2024.0
70,Lehigh (Patriot),14,8-6,55,3.93,05/02/2024,2024.0
71,Wagner (MAAC),15,1-14,57,3.80,05/02/2024,2024.0
72,UMass Lowell (America East),12,0-12,36,3.00,05/02/2024,2024.0
73,Hampton (CAA),13,0-13,29,2.23,05/02/2024,2024.0
-,Le Moyne (NEC),11,3-8,55,5.00,05/02/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,60,4.62,05/02/2024,2024.0
-,Lindenwood (ASUN),12,0-12,41,3.42,05/02/2024,2024.0
1,Jacksonville (ASUN),16,12-4,160,10.00,04/30/2024,2024.0
2,Cornell (Ivy League),13,9-4,128,9.85,04/30/2024,2024.0
3,Syracuse (ACC),15,11-4,146,9.73,04/30/2024,2024.0
4,Virginia (ACC),14,10-4,132,9.43,04/30/2024,2024.0
5,Notre Dame (ACC),11,10-1,103,9.36,04/30/2024,2024.0
6,Towson (CAA),14,11-3,128,9.14,04/30/2024,2024.0
7,Boston U. (Patriot),15,9-6,134,8.93,04/30/2024,2024.0
8,Utah (ASUN),14,10-4,122,8.71,04/30/2024,2024.0
9,High Point (Atlantic 10),15,9-6,126,8.40,04/30/2024,2024.0
10,Georgetown (Big East),13,10-3,109,8.38,04/30/2024,2024.0
11,Army West Point (Patriot),13,11-2,106,8.15,04/30/2024,2024.0
12,Yale (Ivy League),14,11-3,114,8.14,04/30/2024,2024.0
13,UMBC (America East),11,5-6,89,8.09,04/30/2024,2024.0
14,Penn St. (Big Ten),13,10-3,103,7.92,04/30/2024,2024.0
15,Richmond (Atlantic 10),14,9-5,109,7.79,04/30/2024,2024.0
16,Delaware (CAA),12,8-4,93,7.75,04/30/2024,2024.0
17,Duke (ACC),15,11-4,116,7.73,04/30/2024,2024.0
18,Harvard (Ivy League),13,8-5,100,7.69,04/30/2024,2024.0
19,Colgate (Patriot),15,8-7,115,7.67,04/30/2024,2024.0
20,Michigan (Big Ten),14,8-6,107,7.64,04/30/2024,2024.0
21,LIU (MAAC),13,10-3,99,7.62,04/30/2024,2024.0
22,NJIT (America East),14,8-6,106,7.57,04/30/2024,2024.0
22,North Carolina (ACC),14,7-7,106,7.57,04/30/2024,2024.0
24,Hofstra (CAA),15,6-9,113,7.53,04/30/2024,2024.0
25,Stony Brook (CAA),14,4-10,105,7.50,04/30/2024,2024.0
26,Sacred Heart (MAAC),15,11-4,112,7.47,04/30/2024,2024.0
27,Siena (MAAC),15,8-7,110,7.33,04/30/2024,2024.0
28,Bellarmine (ASUN),17,9-8,124,7.29,04/30/2024,2024.0
29,Air Force (ASUN),14,9-5,102,7.29,04/30/2024,2024.0
29,UAlbany (America East),14,7-7,102,7.29,04/30/2024,2024.0
31,Denver (Big East),13,11-2,94,7.23,04/30/2024,2024.0
32,Quinnipiac (MAAC),14,9-5,101,7.21,04/30/2024,2024.0
33,Penn (Ivy League),13,8-5,91,7.00,04/30/2024,2024.0
33,Vermont (America East),14,7-7,98,7.00,04/30/2024,2024.0
35,Bryant (America East),14,9-5,97,6.93,04/30/2024,2024.0
36,Maryland (Big Ten),12,8-4,83,6.92,04/30/2024,2024.0
37,Johns Hopkins (Big Ten),13,10-3,89,6.85,04/30/2024,2024.0
38,Providence (Big East),14,7-7,95,6.79,04/30/2024,2024.0
39,Princeton (Ivy League),13,9-4,88,6.77,04/30/2024,2024.0
40,Fairfield (CAA),14,8-6,94,6.71,04/30/2024,2024.0
41,Loyola Maryland (Patriot),15,7-8,98,6.53,04/30/2024,2024.0
42,VMI (MAAC),15,7-8,96,6.40,04/30/2024,2024.0
43,Villanova (Big East),14,8-6,89,6.36,04/30/2024,2024.0
44,Navy (Patriot),15,9-6,95,6.33,04/30/2024,2024.0
45,Dartmouth (Ivy League),13,3-10,81,6.23,04/30/2024,2024.0
45,Lafayette (Patriot),13,6-7,81,6.23,04/30/2024,2024.0
47,Hobart (Atlantic 10),13,4-9,80,6.15,04/30/2024,2024.0
48,Saint Joseph's (Atlantic 10),13,10-3,79,6.08,04/30/2024,2024.0
49,Marist (MAAC),15,8-7,90,6.00,04/30/2024,2024.0
49,Massachusetts (Atlantic 10),13,6-7,78,6.00,04/30/2024,2024.0
49,Merrimack (America East),14,6-8,84,6.00,04/30/2024,2024.0
52,Drexel (CAA),14,6-8,80,5.71,04/30/2024,2024.0
53,Marquette (Big East),14,4-10,78,5.57,04/30/2024,2024.0
54,Binghamton (America East),13,6-7,72,5.54,04/30/2024,2024.0
55,Robert Morris (ASUN),15,5-10,83,5.53,04/30/2024,2024.0
56,Bucknell (Patriot),14,4-10,77,5.50,04/30/2024,2024.0
57,Manhattan (MAAC),15,7-8,80,5.33,04/30/2024,2024.0
58,Cleveland St. (ASUN),16,9-7,84,5.25,04/30/2024,2024.0
59,Mercer (ASUN),14,4-10,73,5.21,04/30/2024,2024.0
59,Rutgers (Big Ten),14,7-7,73,5.21,04/30/2024,2024.0
61,Canisius (MAAC),15,5-10,75,5.00,04/30/2024,2024.0
61,Monmouth (CAA),13,5-8,65,5.00,04/30/2024,2024.0
61,Ohio St. (Big Ten),15,6-9,75,5.00,04/30/2024,2024.0
64,Mount St. Mary's (MAAC),15,1-14,73,4.87,04/30/2024,2024.0
65,St. Bonaventure (Atlantic 10),12,1-11,57,4.75,04/30/2024,2024.0
66,St. John's (NY) (Big East),15,4-11,69,4.60,04/30/2024,2024.0
67,Holy Cross (Patriot),13,2-11,55,4.23,04/30/2024,2024.0
68,Detroit Mercy (ASUN),13,3-10,53,4.08,04/30/2024,2024.0
69,Brown (Ivy League),14,3-11,56,4.00,04/30/2024,2024.0
70,Lehigh (Patriot),14,8-6,55,3.93,04/30/2024,2024.0
71,Wagner (MAAC),15,1-14,57,3.80,04/30/2024,2024.0
72,UMass Lowell (America East),12,0-12,36,3.00,04/30/2024,2024.0
73,Hampton (CAA),13,0-13,29,2.23,04/30/2024,2024.0
-,Le Moyne (NEC),11,3-8,55,5.00,04/30/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,60,4.62,04/30/2024,2024.0
-,Lindenwood (ASUN),12,0-12,41,3.42,04/30/2024,2024.0
1,Jacksonville (ASUN),15,11-4,148,9.87,04/27/2024,2024.0
2,Cornell (Ivy League),13,9-4,128,9.85,04/27/2024,2024.0
3,Syracuse (ACC),15,11-4,146,9.73,04/27/2024,2024.0
4,Virginia (ACC),14,10-4,132,9.43,04/27/2024,2024.0
5,Notre Dame (ACC),11,10-1,103,9.36,04/27/2024,2024.0
6,Towson (CAA),14,11-3,128,9.14,04/27/2024,2024.0
7,Boston U. (Patriot),14,8-6,123,8.79,04/27/2024,2024.0
8,Utah (ASUN),14,10-4,122,8.71,04/27/2024,2024.0
9,High Point (Atlantic 10),15,9-6,126,8.40,04/27/2024,2024.0
10,Georgetown (Big East),13,10-3,109,8.38,04/27/2024,2024.0
11,Army West Point (Patriot),13,11-2,106,8.15,04/27/2024,2024.0
12,Yale (Ivy League),14,11-3,114,8.14,04/27/2024,2024.0
13,UMBC (America East),11,5-6,89,8.09,04/27/2024,2024.0
14,Penn St. (Big Ten),13,10-3,103,7.92,04/27/2024,2024.0
15,Richmond (Atlantic 10),14,9-5,109,7.79,04/27/2024,2024.0
16,Delaware (CAA),12,8-4,93,7.75,04/27/2024,2024.0
17,Duke (ACC),15,11-4,116,7.73,04/27/2024,2024.0
18,Harvard (Ivy League),13,8-5,100,7.69,04/27/2024,2024.0
19,Michigan (Big Ten),14,8-6,107,7.64,04/27/2024,2024.0
20,LIU (MAAC),13,10-3,99,7.62,04/27/2024,2024.0
21,NJIT (America East),14,8-6,106,7.57,04/27/2024,2024.0
21,North Carolina (ACC),14,7-7,106,7.57,04/27/2024,2024.0
23,Hofstra (CAA),15,6-9,113,7.53,04/27/2024,2024.0
24,Stony Brook (CAA),14,4-10,105,7.50,04/27/2024,2024.0
25,Sacred Heart (MAAC),15,11-4,112,7.47,04/27/2024,2024.0
26,Siena (MAAC),15,8-7,110,7.33,04/27/2024,2024.0
27,Air Force (ASUN),14,9-5,102,7.29,04/27/2024,2024.0
27,UAlbany (America East),14,7-7,102,7.29,04/27/2024,2024.0
29,Denver (Big East),13,11-2,94,7.23,04/27/2024,2024.0
30,Colgate (Patriot),14,8-6,101,7.21,04/27/2024,2024.0
30,Quinnipiac (MAAC),14,9-5,101,7.21,04/27/2024,2024.0
32,Bellarmine (ASUN),16,9-7,112,7.00,04/27/2024,2024.0
32,Penn (Ivy League),13,8-5,91,7.00,04/27/2024,2024.0
32,Vermont (America East),14,7-7,98,7.00,04/27/2024,2024.0
35,Bryant (America East),14,9-5,97,6.93,04/27/2024,2024.0
36,Maryland (Big Ten),12,8-4,83,6.92,04/27/2024,2024.0
37,Johns Hopkins (Big Ten),13,10-3,89,6.85,04/27/2024,2024.0
38,Providence (Big East),14,7-7,95,6.79,04/27/2024,2024.0
39,Princeton (Ivy League),13,9-4,88,6.77,04/27/2024,2024.0
40,Fairfield (CAA),14,8-6,94,6.71,04/27/2024,2024.0
41,Loyola Maryland (Patriot),14,7-7,93,6.64,04/27/2024,2024.0
42,VMI (MAAC),15,7-8,96,6.40,04/27/2024,2024.0
43,Villanova (Big East),14,8-6,89,6.36,04/27/2024,2024.0
44,Dartmouth (Ivy League),13,3-10,81,6.23,04/27/2024,2024.0
44,Lafayette (Patriot),13,6-7,81,6.23,04/27/2024,2024.0
46,Navy (Patriot),14,8-6,87,6.21,04/27/2024,2024.0
47,Hobart (Atlantic 10),13,4-9,80,6.15,04/27/2024,2024.0
48,Saint Joseph's (Atlantic 10),13,10-3,79,6.08,04/27/2024,2024.0
49,Marist (MAAC),15,8-7,90,6.00,04/27/2024,2024.0
49,Massachusetts (Atlantic 10),13,6-7,78,6.00,04/27/2024,2024.0
49,Merrimack (America East),14,6-8,84,6.00,04/27/2024,2024.0
52,Drexel (CAA),14,6-8,80,5.71,04/27/2024,2024.0
53,Robert Morris (ASUN),14,5-9,79,5.64,04/27/2024,2024.0
54,Marquette (Big East),14,4-10,78,5.57,04/27/2024,2024.0
55,Binghamton (America East),13,6-7,72,5.54,04/27/2024,2024.0
56,Bucknell (Patriot),14,4-10,77,5.50,04/27/2024,2024.0
57,Manhattan (MAAC),15,7-8,80,5.33,04/27/2024,2024.0
58,Mercer (ASUN),14,4-10,73,5.21,04/27/2024,2024.0
58,Rutgers (Big Ten),14,7-7,73,5.21,04/27/2024,2024.0
60,Cleveland St. (ASUN),15,8-7,76,5.07,04/27/2024,2024.0
61,Canisius (MAAC),15,5-10,75,5.00,04/27/2024,2024.0
61,Monmouth (CAA),13,5-8,65,5.00,04/27/2024,2024.0
61,Ohio St. (Big Ten),15,6-9,75,5.00,04/27/2024,2024.0
64,Mount St. Mary's (MAAC),15,1-14,73,4.87,04/27/2024,2024.0
65,St. Bonaventure (Atlantic 10),12,1-11,57,4.75,04/27/2024,2024.0
66,St. John's (NY) (Big East),15,4-11,69,4.60,04/27/2024,2024.0
67,Holy Cross (Patriot),13,2-11,55,4.23,04/27/2024,2024.0
68,Detroit Mercy (ASUN),13,3-10,53,4.08,04/27/2024,2024.0
69,Brown (Ivy League),14,3-11,56,4.00,04/27/2024,2024.0
70,Lehigh (Patriot),14,8-6,55,3.93,04/27/2024,2024.0
71,Wagner (MAAC),15,1-14,57,3.80,04/27/2024,2024.0
72,UMass Lowell (America East),12,0-12,36,3.00,04/27/2024,2024.0
73,Hampton (CAA),13,0-13,29,2.23,04/27/2024,2024.0
-,Le Moyne (NEC),11,3-8,55,5.00,04/27/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,60,4.62,04/27/2024,2024.0
-,Lindenwood (ASUN),12,0-12,41,3.42,04/27/2024,2024.0
1,Virginia (ACC),13,10-3,128,9.85,04/26/2024,2024.0
2,Cornell (Ivy League),12,8-4,117,9.75,04/26/2024,2024.0
3,Syracuse (ACC),15,11-4,146,9.73,04/26/2024,2024.0
4,Jacksonville (ASUN),14,10-4,132,9.43,04/26/2024,2024.0
5,Notre Dame (ACC),10,9-1,94,9.40,04/26/2024,2024.0
6,Towson (CAA),14,11-3,122,8.71,04/26/2024,2024.0
7,Yale (Ivy League),13,11-2,113,8.69,04/26/2024,2024.0
8,High Point (Atlantic 10),15,9-6,126,8.40,04/26/2024,2024.0
9,Utah (ASUN),13,9-4,108,8.31,04/26/2024,2024.0
10,UMBC (America East),10,5-5,82,8.20,04/26/2024,2024.0
11,Army West Point (Patriot),13,11-2,106,8.15,04/26/2024,2024.0
12,Richmond (Atlantic 10),13,9-4,105,8.08,04/26/2024,2024.0
13,Boston U. (Patriot),14,8-6,112,8.00,04/26/2024,2024.0
14,Penn St. (Big Ten),12,9-3,95,7.92,04/26/2024,2024.0
15,Duke (ACC),14,11-3,110,7.86,04/26/2024,2024.0
16,Michigan (Big Ten),13,7-6,102,7.85,04/26/2024,2024.0
17,Harvard (Ivy League),12,7-5,92,7.67,04/26/2024,2024.0
18,Georgetown (Big East),13,10-3,99,7.62,04/26/2024,2024.0
18,LIU (MAAC),13,10-3,99,7.62,04/26/2024,2024.0
20,NJIT (America East),13,7-6,98,7.54,04/26/2024,2024.0
21,Hofstra (CAA),14,5-9,105,7.50,04/26/2024,2024.0
21,Siena (MAAC),14,7-7,105,7.50,04/26/2024,2024.0
23,Sacred Heart (MAAC),15,11-4,112,7.47,04/26/2024,2024.0
24,North Carolina (ACC),13,6-7,97,7.46,04/26/2024,2024.0
24,Stony Brook (CAA),13,4-9,97,7.46,04/26/2024,2024.0
26,Bellarmine (ASUN),15,9-6,111,7.40,04/26/2024,2024.0
27,Delaware (CAA),12,8-4,87,7.25,04/26/2024,2024.0
28,Air Force (ASUN),13,8-5,94,7.23,04/26/2024,2024.0
28,Denver (Big East),13,11-2,94,7.23,04/26/2024,2024.0
28,UAlbany (America East),13,6-7,94,7.23,04/26/2024,2024.0
31,Princeton (Ivy League),12,8-4,85,7.08,04/26/2024,2024.0
32,Quinnipiac (MAAC),13,9-4,92,7.08,04/26/2024,2024.0
33,Bryant (America East),13,9-4,91,7.00,04/26/2024,2024.0
33,Penn (Ivy League),13,8-5,91,7.00,04/26/2024,2024.0
35,Vermont (America East),13,6-7,90,6.92,04/26/2024,2024.0
36,Maryland (Big Ten),12,8-4,83,6.92,04/26/2024,2024.0
37,Johns Hopkins (Big Ten),13,10-3,89,6.85,04/26/2024,2024.0
38,Providence (Big East),14,7-7,95,6.79,04/26/2024,2024.0
39,Colgate (Patriot),14,8-6,93,6.64,04/26/2024,2024.0
39,Loyola Maryland (Patriot),14,7-7,93,6.64,04/26/2024,2024.0
41,Hobart (Atlantic 10),12,3-9,78,6.50,04/26/2024,2024.0
42,VMI (MAAC),15,7-8,96,6.40,04/26/2024,2024.0
43,Fairfield (CAA),13,7-6,81,6.23,04/26/2024,2024.0
43,Lafayette (Patriot),13,6-7,81,6.23,04/26/2024,2024.0
45,Navy (Patriot),14,8-6,87,6.21,04/26/2024,2024.0
45,Villanova (Big East),14,8-6,87,6.21,04/26/2024,2024.0
47,Dartmouth (Ivy League),12,3-9,74,6.17,04/26/2024,2024.0
48,Marist (MAAC),14,8-6,85,6.07,04/26/2024,2024.0
49,Massachusetts (Atlantic 10),13,6-7,78,6.00,04/26/2024,2024.0
50,Saint Joseph's (Atlantic 10),12,9-3,71,5.92,04/26/2024,2024.0
51,Binghamton (America East),12,6-6,69,5.75,04/26/2024,2024.0
52,Drexel (CAA),14,6-8,80,5.71,04/26/2024,2024.0
53,Merrimack (America East),13,5-8,74,5.69,04/26/2024,2024.0
54,Robert Morris (ASUN),13,5-8,73,5.62,04/26/2024,2024.0
55,Marquette (Big East),14,4-10,78,5.57,04/26/2024,2024.0
56,Bucknell (Patriot),14,4-10,77,5.50,04/26/2024,2024.0
57,Rutgers (Big Ten),13,7-6,70,5.38,04/26/2024,2024.0
58,Mercer (ASUN),13,3-10,67,5.15,04/26/2024,2024.0
59,Manhattan (MAAC),14,6-8,71,5.07,04/26/2024,2024.0
60,Canisius (MAAC),15,5-10,75,5.00,04/26/2024,2024.0
60,Monmouth (CAA),13,5-8,65,5.00,04/26/2024,2024.0
60,Ohio St. (Big Ten),14,6-8,70,5.00,04/26/2024,2024.0
63,Mount St. Mary's (MAAC),15,1-14,73,4.87,04/26/2024,2024.0
64,Cleveland St. (ASUN),14,7-7,67,4.79,04/26/2024,2024.0
65,St. John's (NY) (Big East),15,4-11,69,4.60,04/26/2024,2024.0
66,St. Bonaventure (Atlantic 10),11,1-10,50,4.55,04/26/2024,2024.0
67,Detroit Mercy (ASUN),12,3-9,51,4.25,04/26/2024,2024.0
68,Holy Cross (Patriot),13,2-11,55,4.23,04/26/2024,2024.0
69,Brown (Ivy League),13,3-10,52,4.00,04/26/2024,2024.0
70,Lehigh (Patriot),14,8-6,55,3.93,04/26/2024,2024.0
71,Wagner (MAAC),15,1-14,57,3.80,04/26/2024,2024.0
72,UMass Lowell (America East),11,0-11,33,3.00,04/26/2024,2024.0
73,Hampton (CAA),12,0-12,23,1.92,04/26/2024,2024.0
-,Le Moyne (NEC),11,3-8,55,5.00,04/26/2024,2024.0
-,Queens (NC) (ASUN),12,2-10,56,4.67,04/26/2024,2024.0
-,Lindenwood (ASUN),11,0-11,35,3.18,04/26/2024,2024.0
1,Virginia (ACC),13,10-3,128,9.85,04/25/2024,2024.0
2,Cornell (Ivy League),12,8-4,117,9.75,04/25/2024,2024.0
3,Syracuse (ACC),15,11-4,146,9.73,04/25/2024,2024.0
4,Jacksonville (ASUN),14,10-4,132,9.43,04/25/2024,2024.0
5,Notre Dame (ACC),10,9-1,94,9.40,04/25/2024,2024.0
6,Towson (CAA),13,10-3,122,9.38,04/25/2024,2024.0
7,Yale (Ivy League),13,11-2,113,8.69,04/25/2024,2024.0
8,Boston U. (Patriot),13,7-6,112,8.62,04/25/2024,2024.0
9,Army West Point (Patriot),12,10-2,102,8.50,04/25/2024,2024.0
10,Utah (ASUN),13,9-4,108,8.31,04/25/2024,2024.0
11,Georgetown (Big East),12,9-3,99,8.25,04/25/2024,2024.0
12,UMBC (America East),10,5-5,82,8.20,04/25/2024,2024.0
13,Richmond (Atlantic 10),13,9-4,105,8.08,04/25/2024,2024.0
14,High Point (Atlantic 10),14,8-6,113,8.07,04/25/2024,2024.0
15,Penn St. (Big Ten),12,9-3,95,7.92,04/25/2024,2024.0
16,Delaware (CAA),11,8-3,87,7.91,04/25/2024,2024.0
17,Duke (ACC),14,11-3,110,7.86,04/25/2024,2024.0
18,Michigan (Big Ten),13,7-6,102,7.85,04/25/2024,2024.0
19,Harvard (Ivy League),12,7-5,92,7.67,04/25/2024,2024.0
20,LIU (MAAC),13,10-3,99,7.62,04/25/2024,2024.0
21,NJIT (America East),13,7-6,98,7.54,04/25/2024,2024.0
22,Hofstra (CAA),14,5-9,105,7.50,04/25/2024,2024.0
22,Siena (MAAC),14,7-7,105,7.50,04/25/2024,2024.0
24,Sacred Heart (MAAC),15,11-4,112,7.47,04/25/2024,2024.0
25,North Carolina (ACC),13,6-7,97,7.46,04/25/2024,2024.0
25,Stony Brook (CAA),13,4-9,97,7.46,04/25/2024,2024.0
27,Bellarmine (ASUN),15,9-6,111,7.40,04/25/2024,2024.0
28,Air Force (ASUN),13,8-5,94,7.23,04/25/2024,2024.0
28,UAlbany (America East),13,6-7,94,7.23,04/25/2024,2024.0
30,Colgate (Patriot),13,8-5,93,7.15,04/25/2024,2024.0
31,Denver (Big East),12,10-2,85,7.08,04/25/2024,2024.0
31,Princeton (Ivy League),12,8-4,85,7.08,04/25/2024,2024.0
33,Quinnipiac (MAAC),13,9-4,92,7.08,04/25/2024,2024.0
34,Bryant (America East),13,9-4,91,7.00,04/25/2024,2024.0
34,Penn (Ivy League),13,8-5,91,7.00,04/25/2024,2024.0
36,Vermont (America East),13,6-7,90,6.92,04/25/2024,2024.0
37,Maryland (Big Ten),12,8-4,83,6.92,04/25/2024,2024.0
38,Johns Hopkins (Big Ten),13,10-3,89,6.85,04/25/2024,2024.0
39,Loyola Maryland (Patriot),13,7-6,87,6.69,04/25/2024,2024.0
39,Villanova (Big East),13,8-5,87,6.69,04/25/2024,2024.0
41,Hobart (Atlantic 10),12,3-9,78,6.50,04/25/2024,2024.0
42,Lafayette (Patriot),12,6-6,77,6.42,04/25/2024,2024.0
43,VMI (MAAC),15,7-8,96,6.40,04/25/2024,2024.0
44,Providence (Big East),13,6-7,83,6.38,04/25/2024,2024.0
45,Fairfield (CAA),13,7-6,81,6.23,04/25/2024,2024.0
46,Dartmouth (Ivy League),12,3-9,74,6.17,04/25/2024,2024.0
46,Massachusetts (Atlantic 10),12,6-6,74,6.17,04/25/2024,2024.0
48,Marist (MAAC),14,8-6,85,6.07,04/25/2024,2024.0
49,Navy (Patriot),13,7-6,77,5.92,04/25/2024,2024.0
50,Saint Joseph's (Atlantic 10),12,9-3,71,5.92,04/25/2024,2024.0
51,Drexel (CAA),13,5-8,75,5.77,04/25/2024,2024.0
51,Marquette (Big East),13,4-9,75,5.77,04/25/2024,2024.0
53,Binghamton (America East),12,6-6,69,5.75,04/25/2024,2024.0
54,Merrimack (America East),13,5-8,74,5.69,04/25/2024,2024.0
55,Bucknell (Patriot),13,4-9,73,5.62,04/25/2024,2024.0
55,Robert Morris (ASUN),13,5-8,73,5.62,04/25/2024,2024.0
57,Rutgers (Big Ten),13,7-6,70,5.38,04/25/2024,2024.0
58,Monmouth (CAA),12,5-7,63,5.25,04/25/2024,2024.0
59,Mercer (ASUN),13,3-10,67,5.15,04/25/2024,2024.0
60,Manhattan (MAAC),14,6-8,71,5.07,04/25/2024,2024.0
61,Canisius (MAAC),15,5-10,75,5.00,04/25/2024,2024.0
61,Ohio St. (Big Ten),14,6-8,70,5.00,04/25/2024,2024.0
63,Mount St. Mary's (MAAC),15,1-14,73,4.87,04/25/2024,2024.0
64,Cleveland St. (ASUN),14,7-7,67,4.79,04/25/2024,2024.0
65,St. Bonaventure (Atlantic 10),11,1-10,50,4.55,04/25/2024,2024.0
66,St. John's (NY) (Big East),14,4-10,63,4.50,04/25/2024,2024.0
67,Detroit Mercy (ASUN),12,3-9,51,4.25,04/25/2024,2024.0
68,Holy Cross (Patriot),13,2-11,55,4.23,04/25/2024,2024.0
69,Brown (Ivy League),13,3-10,52,4.00,04/25/2024,2024.0
70,Wagner (MAAC),15,1-14,57,3.80,04/25/2024,2024.0
71,Lehigh (Patriot),13,7-6,49,3.77,04/25/2024,2024.0
72,UMass Lowell (America East),11,0-11,33,3.00,04/25/2024,2024.0
73,Hampton (CAA),12,0-12,23,1.92,04/25/2024,2024.0
-,Le Moyne (NEC),11,3-8,55,5.00,04/25/2024,2024.0
-,Queens (NC) (ASUN),12,2-10,56,4.67,04/25/2024,2024.0
-,Lindenwood (ASUN),11,0-11,35,3.18,04/25/2024,2024.0
1,Virginia (ACC),13,10-3,128,9.85,04/23/2024,2024.0
2,Cornell (Ivy League),12,8-4,117,9.75,04/23/2024,2024.0
3,Syracuse (ACC),15,11-4,146,9.73,04/23/2024,2024.0
4,Notre Dame (ACC),10,9-1,94,9.40,04/23/2024,2024.0
5,Towson (CAA),13,10-3,122,9.38,04/23/2024,2024.0
6,Yale (Ivy League),13,11-2,113,8.69,04/23/2024,2024.0
7,Boston U. (Patriot),13,7-6,112,8.62,04/23/2024,2024.0
8,Army West Point (Patriot),12,10-2,102,8.50,04/23/2024,2024.0
9,Georgetown (Big East),12,9-3,99,8.25,04/23/2024,2024.0
10,UMBC (America East),10,5-5,82,8.20,04/23/2024,2024.0
11,Richmond (Atlantic 10),13,9-4,105,8.08,04/23/2024,2024.0
12,High Point (Atlantic 10),14,8-6,113,8.07,04/23/2024,2024.0
13,Penn St. (Big Ten),12,9-3,95,7.92,04/23/2024,2024.0
14,Delaware (CAA),11,8-3,87,7.91,04/23/2024,2024.0
15,Duke (ACC),14,11-3,110,7.86,04/23/2024,2024.0
16,Michigan (Big Ten),13,7-6,102,7.85,04/23/2024,2024.0
17,Utah (ASUN),13,9-4,100,7.69,04/23/2024,2024.0
18,Harvard (Ivy League),12,7-5,92,7.67,04/23/2024,2024.0
19,LIU (MAAC),13,10-3,99,7.62,04/23/2024,2024.0
20,NJIT (America East),13,7-6,98,7.54,04/23/2024,2024.0
21,Hofstra (CAA),14,5-9,105,7.50,04/23/2024,2024.0
21,Siena (MAAC),14,7-7,105,7.50,04/23/2024,2024.0
23,Sacred Heart (MAAC),15,11-4,112,7.47,04/23/2024,2024.0
24,North Carolina (ACC),13,6-7,97,7.46,04/23/2024,2024.0
24,Stony Brook (CAA),13,4-9,97,7.46,04/23/2024,2024.0
26,Bellarmine (ASUN),15,9-6,111,7.40,04/23/2024,2024.0
27,Air Force (ASUN),13,8-5,94,7.23,04/23/2024,2024.0
27,UAlbany (America East),13,6-7,94,7.23,04/23/2024,2024.0
29,Colgate (Patriot),13,8-5,93,7.15,04/23/2024,2024.0
30,Jacksonville (ASUN),14,10-4,100,7.14,04/23/2024,2024.0
31,Denver (Big East),12,10-2,85,7.08,04/23/2024,2024.0
31,Princeton (Ivy League),12,8-4,85,7.08,04/23/2024,2024.0
33,Quinnipiac (MAAC),13,9-4,92,7.08,04/23/2024,2024.0
34,Bryant (America East),13,9-4,91,7.00,04/23/2024,2024.0
34,Penn (Ivy League),13,8-5,91,7.00,04/23/2024,2024.0
36,Vermont (America East),13,6-7,90,6.92,04/23/2024,2024.0
37,Maryland (Big Ten),12,8-4,83,6.92,04/23/2024,2024.0
38,Johns Hopkins (Big Ten),13,10-3,89,6.85,04/23/2024,2024.0
39,Loyola Maryland (Patriot),13,7-6,87,6.69,04/23/2024,2024.0
39,Villanova (Big East),13,8-5,87,6.69,04/23/2024,2024.0
41,Hobart (Atlantic 10),12,3-9,78,6.50,04/23/2024,2024.0
42,Lafayette (Patriot),12,6-6,77,6.42,04/23/2024,2024.0
43,VMI (MAAC),15,7-8,96,6.40,04/23/2024,2024.0
44,Providence (Big East),13,6-7,83,6.38,04/23/2024,2024.0
45,Fairfield (CAA),13,7-6,81,6.23,04/23/2024,2024.0
46,Dartmouth (Ivy League),12,3-9,74,6.17,04/23/2024,2024.0
46,Massachusetts (Atlantic 10),12,6-6,74,6.17,04/23/2024,2024.0
48,Marist (MAAC),14,8-6,85,6.07,04/23/2024,2024.0
49,Navy (Patriot),13,7-6,77,5.92,04/23/2024,2024.0
50,Saint Joseph's (Atlantic 10),12,9-3,71,5.92,04/23/2024,2024.0
51,Drexel (CAA),13,5-8,75,5.77,04/23/2024,2024.0
51,Marquette (Big East),13,4-9,75,5.77,04/23/2024,2024.0
53,Binghamton (America East),12,6-6,69,5.75,04/23/2024,2024.0
54,Merrimack (America East),13,5-8,74,5.69,04/23/2024,2024.0
55,Bucknell (Patriot),13,4-9,73,5.62,04/23/2024,2024.0
56,Robert Morris (ASUN),13,5-8,72,5.54,04/23/2024,2024.0
57,Rutgers (Big Ten),13,7-6,70,5.38,04/23/2024,2024.0
58,Monmouth (CAA),12,5-7,63,5.25,04/23/2024,2024.0
59,Mercer (ASUN),13,3-10,67,5.15,04/23/2024,2024.0
60,Manhattan (MAAC),14,6-8,71,5.07,04/23/2024,2024.0
61,Canisius (MAAC),15,5-10,75,5.00,04/23/2024,2024.0
61,Ohio St. (Big Ten),14,6-8,70,5.00,04/23/2024,2024.0
63,Mount St. Mary's (MAAC),15,1-14,73,4.87,04/23/2024,2024.0
