Rank,Team,Games,W-L,Saves,Per Game,Date,Academic Year
26,UMBC (America East),13,5-8,147,11.31,05/09/2015,2015.0
27,Bryant (NEC),18,8-10,202,11.22,05/09/2015,2015.0
28,Sacred Heart (NEC),13,6-7,145,11.15,05/09/2015,2015.0
29,Marist (MAAC),17,14-3,189,11.12,05/09/2015,2015.0
30,Lafayette (Patriot),14,4-10,155,11.07,05/09/2015,2015.0
31,Mount St. Mary's (NEC),15,5-10,166,11.07,05/09/2015,2015.0
32,Duke (ACC),18,12-6,198,11.00,05/09/2015,2015.0
32,Princeton (Ivy League),15,9-6,165,11.00,05/09/2015,2015.0
34,Villanova (Big East),14,6-8,153,10.93,05/09/2015,2015.0
35,Notre Dame (ACC),13,11-2,142,10.92,05/09/2015,2015.0
36,Penn (Ivy League),13,6-7,141,10.85,05/09/2015,2015.0
37,Bellarmine (SoCon),12,4-8,130,10.83,05/09/2015,2015.0
38,Robert Morris (NEC),14,3-11,151,10.79,05/09/2015,2015.0
39,Richmond (SoCon),16,11-5,172,10.75,05/09/2015,2015.0
40,Massachusetts (CAA),15,5-10,161,10.73,05/09/2015,2015.0
41,Marquette (Big East),16,10-6,170,10.63,05/09/2015,2015.0
42,Fairfield (CAA),15,9-6,157,10.47,05/09/2015,2015.0
42,Loyola Maryland (Patriot),15,7-8,157,10.47,05/09/2015,2015.0
44,St. John's (NY) (Big East),14,3-11,146,10.43,05/09/2015,2015.0
45,Syracuse (ACC),14,12-2,145,10.36,05/09/2015,2015.0
46,Dartmouth (Ivy League),13,5-8,132,10.15,05/09/2015,2015.0
47,Canisius (MAAC),15,3-12,152,10.13,05/09/2015,2015.0
48,Lehigh (Patriot),16,7-9,160,10.00,05/09/2015,2015.0
49,Towson (CAA),18,12-6,179,9.94,05/09/2015,2015.0
50,Binghamton (America East),13,4-9,129,9.92,05/09/2015,2015.0
51,Bucknell (Patriot),15,9-6,147,9.80,05/09/2015,2015.0
52,Ohio St. (Big Ten),18,12-6,176,9.78,05/09/2015,2015.0
53,Maryland (Big Ten),16,13-3,153,9.56,05/09/2015,2015.0
54,Saint Joseph's (NEC),17,11-6,162,9.53,05/09/2015,2015.0
55,Air Force (ECAC),15,8-7,142,9.47,05/09/2015,2015.0
55,Colgate (Patriot),15,10-5,142,9.47,05/09/2015,2015.0
55,Drexel (CAA),15,7-8,142,9.47,05/09/2015,2015.0
58,Holy Cross (Patriot),13,6-7,123,9.46,05/09/2015,2015.0
59,Wagner (NEC),13,4-9,121,9.31,05/09/2015,2015.0
60,Navy (Patriot),14,9-5,128,9.14,05/09/2015,2015.0
61,Cornell (Ivy League),16,10-6,146,9.13,05/09/2015,2015.0
62,Denver (Big East),15,13-2,135,9.00,05/09/2015,2015.0
62,Rutgers (Big Ten),15,5-10,135,9.00,05/09/2015,2015.0
62,Johns Hopkins (Big Ten),15,9-6,135,9.00,05/09/2015,2015.0
65,Army West Point (Patriot),17,10-7,150,8.82,05/09/2015,2015.0
66,Yale (Ivy League),16,11-5,135,8.44,05/09/2015,2015.0
67,Stony Brook (America East),18,13-5,150,8.33,05/09/2015,2015.0
68,Hofstra (CAA),14,5-9,114,8.14,05/09/2015,2015.0
-,UMass Lowell (America East),14,1-13,182,13.00,05/09/2015,2015.0
1,Detroit Mercy (MAAC),14,8-6,212,15.14,05/06/2015,2015.0
2,Providence (Big East),14,5-9,195,13.93,05/06/2015,2015.0
3,Michigan (Big Ten),13,5-8,177,13.62,05/06/2015,2015.0
4,Virginia (ACC),14,10-4,189,13.50,05/06/2015,2015.0
5,Vermont (America East),16,6-10,215,13.44,05/06/2015,2015.0
6,Jacksonville (SoCon),12,4-8,159,13.25,05/06/2015,2015.0
7,Harvard (Ivy League),14,7-7,185,13.21,05/06/2015,2015.0
8,Georgetown (Big East),16,10-6,211,13.19,05/06/2015,2015.0
9,High Point (SoCon),17,10-7,220,12.94,05/06/2015,2015.0
10,Mercer (SoCon),13,5-8,166,12.77,05/06/2015,2015.0
11,Penn St. (Big Ten),14,5-9,176,12.57,05/06/2015,2015.0
12,Furman (SoCon),13,4-9,159,12.23,05/06/2015,2015.0
13,Quinnipiac (MAAC),15,7-8,183,12.20,05/06/2015,2015.0
14,Brown (Ivy League),16,12-4,194,12.13,05/06/2015,2015.0
15,Hobart (NEC),14,7-7,169,12.07,05/06/2015,2015.0
16,Hartford (America East),15,7-8,179,11.93,05/06/2015,2015.0
17,Monmouth (MAAC),14,6-8,166,11.86,05/06/2015,2015.0
18,Manhattan (MAAC),15,1-14,175,11.67,05/06/2015,2015.0
19,UAlbany (America East),17,15-2,198,11.65,05/06/2015,2015.0
20,Boston U. (Patriot),14,6-8,163,11.64,05/06/2015,2015.0
21,Siena (MAAC),14,5-9,162,11.57,05/06/2015,2015.0
22,Delaware (CAA),15,5-10,173,11.53,05/06/2015,2015.0
23,VMI (SoCon),15,1-14,171,11.40,05/06/2015,2015.0
24,NJIT (Independent),12,0-12,136,11.33,05/06/2015,2015.0
24,North Carolina (ACC),15,12-3,170,11.33,05/06/2015,2015.0
26,UMBC (America East),13,5-8,147,11.31,05/06/2015,2015.0
27,Bryant (NEC),18,8-10,202,11.22,05/06/2015,2015.0
28,Notre Dame (ACC),12,10-2,134,11.17,05/06/2015,2015.0
29,Sacred Heart (NEC),13,6-7,145,11.15,05/06/2015,2015.0
30,Marist (MAAC),17,14-3,189,11.12,05/06/2015,2015.0
31,Lafayette (Patriot),14,4-10,155,11.07,05/06/2015,2015.0
32,Mount St. Mary's (NEC),15,5-10,166,11.07,05/06/2015,2015.0
33,Princeton (Ivy League),15,9-6,165,11.00,05/06/2015,2015.0
33,Duke (ACC),17,12-5,187,11.00,05/06/2015,2015.0
35,Villanova (Big East),14,6-8,153,10.93,05/06/2015,2015.0
36,Penn (Ivy League),13,6-7,141,10.85,05/06/2015,2015.0
37,Bellarmine (SoCon),12,4-8,130,10.83,05/06/2015,2015.0
38,Robert Morris (NEC),14,3-11,151,10.79,05/06/2015,2015.0
39,Richmond (SoCon),16,11-5,172,10.75,05/06/2015,2015.0
40,Massachusetts (CAA),15,5-10,161,10.73,05/06/2015,2015.0
41,Marquette (Big East),16,10-6,170,10.63,05/06/2015,2015.0
42,Loyola Maryland (Patriot),15,7-8,157,10.47,05/06/2015,2015.0
42,Fairfield (CAA),15,9-6,157,10.47,05/06/2015,2015.0
44,St. John's (NY) (Big East),14,3-11,146,10.43,05/06/2015,2015.0
45,Syracuse (ACC),14,12-2,145,10.36,05/06/2015,2015.0
46,Dartmouth (Ivy League),13,5-8,132,10.15,05/06/2015,2015.0
47,Canisius (MAAC),15,3-12,152,10.13,05/06/2015,2015.0
48,Lehigh (Patriot),16,7-9,160,10.00,05/06/2015,2015.0
49,Binghamton (America East),13,4-9,129,9.92,05/06/2015,2015.0
50,Towson (CAA),17,12-5,167,9.82,05/06/2015,2015.0
51,Bucknell (Patriot),15,9-6,147,9.80,05/06/2015,2015.0
52,Maryland (Big Ten),15,12-3,145,9.67,05/06/2015,2015.0
53,Saint Joseph's (NEC),17,11-6,162,9.53,05/06/2015,2015.0
54,Ohio St. (Big Ten),17,11-6,161,9.47,05/06/2015,2015.0
55,Colgate (Patriot),15,10-5,142,9.47,05/06/2015,2015.0
55,Air Force (ECAC),15,8-7,142,9.47,05/06/2015,2015.0
55,Drexel (CAA),15,7-8,142,9.47,05/06/2015,2015.0
58,Holy Cross (Patriot),13,6-7,123,9.46,05/06/2015,2015.0
59,Wagner (NEC),13,4-9,121,9.31,05/06/2015,2015.0
60,Navy (Patriot),14,9-5,128,9.14,05/06/2015,2015.0
61,Denver (Big East),15,13-2,135,9.00,05/06/2015,2015.0
61,Rutgers (Big Ten),15,5-10,135,9.00,05/06/2015,2015.0
61,Johns Hopkins (Big Ten),15,9-6,135,9.00,05/06/2015,2015.0
64,Army West Point (Patriot),17,10-7,150,8.82,05/06/2015,2015.0
65,Cornell (Ivy League),15,10-5,127,8.47,05/06/2015,2015.0
66,Yale (Ivy League),15,11-4,126,8.40,05/06/2015,2015.0
67,Stony Brook (America East),18,13-5,150,8.33,05/06/2015,2015.0
68,Hofstra (CAA),14,5-9,114,8.14,05/06/2015,2015.0
-,UMass Lowell (America East),14,1-13,182,13.00,05/06/2015,2015.0
1,Detroit Mercy (MAAC),14,8-6,212,15.14,05/03/2015,2015.0
2,Providence (Big East),14,5-9,195,13.93,05/03/2015,2015.0
3,Michigan (Big Ten),13,5-8,177,13.62,05/03/2015,2015.0
4,Virginia (ACC),14,10-4,189,13.50,05/03/2015,2015.0
5,Vermont (America East),16,6-10,215,13.44,05/03/2015,2015.0
6,Jacksonville (SoCon),12,4-8,159,13.25,05/03/2015,2015.0
7,Harvard (Ivy League),14,7-7,185,13.21,05/03/2015,2015.0
8,Georgetown (Big East),16,10-6,211,13.19,05/03/2015,2015.0
9,High Point (SoCon),16,10-6,207,12.94,05/03/2015,2015.0
10,Mercer (SoCon),13,5-8,166,12.77,05/03/2015,2015.0
11,Penn St. (Big Ten),14,5-9,176,12.57,05/03/2015,2015.0
12,Furman (SoCon),13,4-9,159,12.23,05/03/2015,2015.0
13,Quinnipiac (MAAC),15,7-8,183,12.20,05/03/2015,2015.0
14,Brown (Ivy League),16,12-4,194,12.13,05/03/2015,2015.0
15,Hobart (NEC),14,7-7,169,12.07,05/03/2015,2015.0
16,Hartford (America East),15,7-8,179,11.93,05/03/2015,2015.0
17,Monmouth (MAAC),14,6-8,166,11.86,05/03/2015,2015.0
18,Manhattan (MAAC),15,1-14,175,11.67,05/03/2015,2015.0
19,UAlbany (America East),17,15-2,198,11.65,05/03/2015,2015.0
20,Boston U. (Patriot),14,6-8,163,11.64,05/03/2015,2015.0
21,Siena (MAAC),14,5-9,162,11.57,05/03/2015,2015.0
22,Delaware (CAA),15,5-10,173,11.53,05/03/2015,2015.0
23,VMI (SoCon),15,1-14,171,11.40,05/03/2015,2015.0
24,NJIT (Independent),12,0-12,136,11.33,05/03/2015,2015.0
24,North Carolina (ACC),15,12-3,170,11.33,05/03/2015,2015.0
26,UMBC (America East),13,5-8,147,11.31,05/03/2015,2015.0
27,Notre Dame (ACC),12,10-2,134,11.17,05/03/2015,2015.0
28,Sacred Heart (NEC),13,6-7,145,11.15,05/03/2015,2015.0
29,Lafayette (Patriot),14,4-10,155,11.07,05/03/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,166,11.07,05/03/2015,2015.0
31,Princeton (Ivy League),15,9-6,165,11.00,05/03/2015,2015.0
31,Duke (ACC),17,12-5,187,11.00,05/03/2015,2015.0
33,Bryant (NEC),17,8-9,186,10.94,05/03/2015,2015.0
34,Marist (MAAC),16,13-3,175,10.94,05/03/2015,2015.0
35,Villanova (Big East),14,6-8,153,10.93,05/03/2015,2015.0
36,Penn (Ivy League),13,6-7,141,10.85,05/03/2015,2015.0
37,Bellarmine (SoCon),12,4-8,130,10.83,05/03/2015,2015.0
38,Robert Morris (NEC),14,3-11,151,10.79,05/03/2015,2015.0
39,Richmond (SoCon),16,11-5,172,10.75,05/03/2015,2015.0
40,Massachusetts (CAA),15,5-10,161,10.73,05/03/2015,2015.0
41,Marquette (Big East),16,10-6,170,10.63,05/03/2015,2015.0
42,Loyola Maryland (Patriot),15,7-8,157,10.47,05/03/2015,2015.0
42,Fairfield (CAA),15,9-6,157,10.47,05/03/2015,2015.0
44,St. John's (NY) (Big East),14,3-11,146,10.43,05/03/2015,2015.0
45,Syracuse (ACC),14,12-2,145,10.36,05/03/2015,2015.0
46,Dartmouth (Ivy League),13,5-8,132,10.15,05/03/2015,2015.0
47,Canisius (MAAC),15,3-12,152,10.13,05/03/2015,2015.0
48,Lehigh (Patriot),16,7-9,160,10.00,05/03/2015,2015.0
49,Binghamton (America East),13,4-9,129,9.92,05/03/2015,2015.0
50,Towson (CAA),16,11-5,158,9.88,05/03/2015,2015.0
51,Bucknell (Patriot),15,9-6,147,9.80,05/03/2015,2015.0
52,Maryland (Big Ten),15,12-3,145,9.67,05/03/2015,2015.0
53,Saint Joseph's (NEC),17,11-6,162,9.53,05/03/2015,2015.0
54,Ohio St. (Big Ten),17,11-6,161,9.47,05/03/2015,2015.0
55,Colgate (Patriot),15,10-5,142,9.47,05/03/2015,2015.0
55,Air Force (ECAC),15,8-7,142,9.47,05/03/2015,2015.0
55,Drexel (CAA),15,7-8,142,9.47,05/03/2015,2015.0
58,Holy Cross (Patriot),13,6-7,123,9.46,05/03/2015,2015.0
59,Wagner (NEC),13,4-9,121,9.31,05/03/2015,2015.0
60,Navy (Patriot),14,9-5,128,9.14,05/03/2015,2015.0
61,Denver (Big East),15,13-2,135,9.00,05/03/2015,2015.0
61,Rutgers (Big Ten),15,5-10,135,9.00,05/03/2015,2015.0
61,Johns Hopkins (Big Ten),15,9-6,135,9.00,05/03/2015,2015.0
64,Army West Point (Patriot),17,10-7,150,8.82,05/03/2015,2015.0
65,Cornell (Ivy League),15,10-5,127,8.47,05/03/2015,2015.0
66,Yale (Ivy League),15,11-4,126,8.40,05/03/2015,2015.0
67,Stony Brook (America East),18,13-5,150,8.33,05/03/2015,2015.0
68,Hofstra (CAA),14,5-9,114,8.14,05/03/2015,2015.0
-,UMass Lowell (America East),14,1-13,182,13.00,05/03/2015,2015.0
1,Detroit Mercy (MAAC),14,8-6,212,15.14,05/02/2015,2015.0
2,Providence (Big East),14,5-9,195,13.93,05/02/2015,2015.0
3,Michigan (Big Ten),13,5-8,177,13.62,05/02/2015,2015.0
4,Virginia (ACC),14,10-4,189,13.50,05/02/2015,2015.0
5,Vermont (America East),16,6-10,215,13.44,05/02/2015,2015.0
6,Jacksonville (SoCon),12,4-8,159,13.25,05/02/2015,2015.0
7,Harvard (Ivy League),14,7-7,185,13.21,05/02/2015,2015.0
8,Georgetown (Big East),16,10-6,211,13.19,05/02/2015,2015.0
9,High Point (SoCon),16,10-6,207,12.94,05/02/2015,2015.0
10,Mercer (SoCon),13,5-8,166,12.77,05/02/2015,2015.0
11,Penn St. (Big Ten),14,5-9,176,12.57,05/02/2015,2015.0
12,Furman (SoCon),13,4-9,159,12.23,05/02/2015,2015.0
13,Quinnipiac (MAAC),15,7-8,183,12.20,05/02/2015,2015.0
14,Brown (Ivy League),16,12-4,194,12.13,05/02/2015,2015.0
15,Hobart (NEC),14,7-7,169,12.07,05/02/2015,2015.0
16,Hartford (America East),15,7-8,179,11.93,05/02/2015,2015.0
17,Monmouth (MAAC),14,6-8,166,11.86,05/02/2015,2015.0
18,Manhattan (MAAC),15,1-14,175,11.67,05/02/2015,2015.0
19,UAlbany (America East),17,15-2,198,11.65,05/02/2015,2015.0
20,Siena (MAAC),14,5-9,162,11.57,05/02/2015,2015.0
21,Delaware (CAA),15,5-10,173,11.53,05/02/2015,2015.0
22,Boston U. (Patriot),13,6-7,149,11.46,05/02/2015,2015.0
23,VMI (SoCon),15,1-14,171,11.40,05/02/2015,2015.0
24,Princeton (Ivy League),14,9-5,159,11.36,05/02/2015,2015.0
25,NJIT (Independent),12,0-12,136,11.33,05/02/2015,2015.0
25,North Carolina (ACC),15,12-3,170,11.33,05/02/2015,2015.0
27,UMBC (America East),13,5-8,147,11.31,05/02/2015,2015.0
28,Notre Dame (ACC),12,10-2,134,11.17,05/02/2015,2015.0
29,Sacred Heart (NEC),13,6-7,145,11.15,05/02/2015,2015.0
30,Lafayette (Patriot),14,4-10,155,11.07,05/02/2015,2015.0
31,Mount St. Mary's (NEC),15,5-10,166,11.07,05/02/2015,2015.0
32,Bryant (NEC),17,8-9,186,10.94,05/02/2015,2015.0
33,Marist (MAAC),16,13-3,175,10.94,05/02/2015,2015.0
34,Villanova (Big East),14,6-8,153,10.93,05/02/2015,2015.0
35,Duke (ACC),16,11-5,174,10.88,05/02/2015,2015.0
36,Penn (Ivy League),13,6-7,141,10.85,05/02/2015,2015.0
37,Bellarmine (SoCon),12,4-8,130,10.83,05/02/2015,2015.0
38,Robert Morris (NEC),14,3-11,151,10.79,05/02/2015,2015.0
39,Richmond (SoCon),16,11-5,172,10.75,05/02/2015,2015.0
40,Massachusetts (CAA),15,5-10,161,10.73,05/02/2015,2015.0
41,Marquette (Big East),16,10-6,170,10.63,05/02/2015,2015.0
42,Loyola Maryland (Patriot),15,7-8,157,10.47,05/02/2015,2015.0
42,Fairfield (CAA),15,9-6,157,10.47,05/02/2015,2015.0
44,St. John's (NY) (Big East),14,3-11,146,10.43,05/02/2015,2015.0
45,Syracuse (ACC),14,12-2,145,10.36,05/02/2015,2015.0
46,Dartmouth (Ivy League),13,5-8,132,10.15,05/02/2015,2015.0
47,Canisius (MAAC),15,3-12,152,10.13,05/02/2015,2015.0
48,Lehigh (Patriot),16,7-9,160,10.00,05/02/2015,2015.0
49,Binghamton (America East),13,4-9,129,9.92,05/02/2015,2015.0
50,Towson (CAA),16,11-5,158,9.88,05/02/2015,2015.0
51,Bucknell (Patriot),15,9-6,147,9.80,05/02/2015,2015.0
52,Maryland (Big Ten),15,12-3,145,9.67,05/02/2015,2015.0
53,Saint Joseph's (NEC),17,11-6,162,9.53,05/02/2015,2015.0
54,Ohio St. (Big Ten),17,11-6,161,9.47,05/02/2015,2015.0
55,Colgate (Patriot),15,10-5,142,9.47,05/02/2015,2015.0
55,Air Force (ECAC),15,8-7,142,9.47,05/02/2015,2015.0
55,Drexel (CAA),15,7-8,142,9.47,05/02/2015,2015.0
58,Holy Cross (Patriot),13,6-7,123,9.46,05/02/2015,2015.0
59,Wagner (NEC),13,4-9,121,9.31,05/02/2015,2015.0
60,Navy (Patriot),14,9-5,128,9.14,05/02/2015,2015.0
61,Denver (Big East),15,13-2,135,9.00,05/02/2015,2015.0
61,Rutgers (Big Ten),15,5-10,135,9.00,05/02/2015,2015.0
61,Johns Hopkins (Big Ten),15,9-6,135,9.00,05/02/2015,2015.0
64,Army West Point (Patriot),17,10-7,150,8.82,05/02/2015,2015.0
65,Cornell (Ivy League),15,10-5,127,8.47,05/02/2015,2015.0
66,Stony Brook (America East),18,13-5,150,8.33,05/02/2015,2015.0
67,Yale (Ivy League),14,10-4,116,8.29,05/02/2015,2015.0
68,Hofstra (CAA),14,5-9,114,8.14,05/02/2015,2015.0
-,UMass Lowell (America East),14,1-13,182,13.00,05/02/2015,2015.0
1,Detroit Mercy (MAAC),14,8-6,212,15.14,05/01/2015,2015.0
2,Providence (Big East),14,5-9,195,13.93,05/01/2015,2015.0
3,Michigan (Big Ten),13,5-8,177,13.62,05/01/2015,2015.0
4,Georgetown (Big East),15,10-5,203,13.53,05/01/2015,2015.0
5,Virginia (ACC),14,10-4,189,13.50,05/01/2015,2015.0
6,Vermont (America East),16,6-10,215,13.44,05/01/2015,2015.0
7,Jacksonville (SoCon),12,4-8,159,13.25,05/01/2015,2015.0
8,Harvard (Ivy League),14,7-7,185,13.21,05/01/2015,2015.0
9,High Point (SoCon),15,9-6,192,12.80,05/01/2015,2015.0
10,Mercer (SoCon),13,5-8,166,12.77,05/01/2015,2015.0
11,Penn St. (Big Ten),14,5-9,176,12.57,05/01/2015,2015.0
12,Furman (SoCon),13,4-9,159,12.23,05/01/2015,2015.0
13,Brown (Ivy League),16,12-4,194,12.13,05/01/2015,2015.0
14,Hobart (NEC),14,7-7,169,12.07,05/01/2015,2015.0
15,Hartford (America East),15,7-8,179,11.93,05/01/2015,2015.0
16,Monmouth (MAAC),14,6-8,166,11.86,05/01/2015,2015.0
17,UAlbany (America East),16,14-2,188,11.75,05/01/2015,2015.0
18,Quinnipiac (MAAC),14,7-7,164,11.71,05/01/2015,2015.0
19,Manhattan (MAAC),15,1-14,175,11.67,05/01/2015,2015.0
20,Siena (MAAC),14,5-9,162,11.57,05/01/2015,2015.0
21,Delaware (CAA),15,5-10,173,11.53,05/01/2015,2015.0
22,Boston U. (Patriot),13,6-7,149,11.46,05/01/2015,2015.0
23,VMI (SoCon),15,1-14,171,11.40,05/01/2015,2015.0
24,Princeton (Ivy League),14,9-5,159,11.36,05/01/2015,2015.0
25,NJIT (Independent),12,0-12,136,11.33,05/01/2015,2015.0
25,North Carolina (ACC),15,12-3,170,11.33,05/01/2015,2015.0
27,UMBC (America East),13,5-8,147,11.31,05/01/2015,2015.0
28,Sacred Heart (NEC),13,6-7,145,11.15,05/01/2015,2015.0
29,Lafayette (Patriot),14,4-10,155,11.07,05/01/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,166,11.07,05/01/2015,2015.0
30,Marist (MAAC),15,12-3,166,11.07,05/01/2015,2015.0
32,Bryant (NEC),16,7-9,175,10.94,05/01/2015,2015.0
33,Villanova (Big East),14,6-8,153,10.93,05/01/2015,2015.0
34,Duke (ACC),16,11-5,174,10.88,05/01/2015,2015.0
35,Richmond (SoCon),15,11-4,163,10.87,05/01/2015,2015.0
36,Penn (Ivy League),13,6-7,141,10.85,05/01/2015,2015.0
37,Bellarmine (SoCon),12,4-8,130,10.83,05/01/2015,2015.0
38,Robert Morris (NEC),14,3-11,151,10.79,05/01/2015,2015.0
39,Notre Dame (ACC),11,9-2,117,10.64,05/01/2015,2015.0
40,Marquette (Big East),16,10-6,170,10.63,05/01/2015,2015.0
41,Syracuse (ACC),13,11-2,137,10.54,05/01/2015,2015.0
42,Massachusetts (CAA),14,5-9,147,10.50,05/01/2015,2015.0
43,Fairfield (CAA),15,9-6,157,10.47,05/01/2015,2015.0
43,Loyola Maryland (Patriot),15,7-8,157,10.47,05/01/2015,2015.0
45,St. John's (NY) (Big East),14,3-11,146,10.43,05/01/2015,2015.0
46,Dartmouth (Ivy League),13,5-8,132,10.15,05/01/2015,2015.0
47,Canisius (MAAC),15,3-12,152,10.13,05/01/2015,2015.0
48,Towson (CAA),15,10-5,151,10.07,05/01/2015,2015.0
49,Lehigh (Patriot),16,7-9,160,10.00,05/01/2015,2015.0
50,Binghamton (America East),13,4-9,129,9.92,05/01/2015,2015.0
51,Bucknell (Patriot),15,9-6,147,9.80,05/01/2015,2015.0
52,Maryland (Big Ten),15,12-3,145,9.67,05/01/2015,2015.0
53,Air Force (ECAC),14,8-6,135,9.64,05/01/2015,2015.0
54,Ohio St. (Big Ten),16,11-5,154,9.63,05/01/2015,2015.0
54,Saint Joseph's (NEC),16,11-5,154,9.63,05/01/2015,2015.0
56,Drexel (CAA),15,7-8,142,9.47,05/01/2015,2015.0
57,Holy Cross (Patriot),13,6-7,123,9.46,05/01/2015,2015.0
58,Wagner (NEC),13,4-9,121,9.31,05/01/2015,2015.0
59,Navy (Patriot),13,8-5,120,9.23,05/01/2015,2015.0
60,Denver (Big East),14,12-2,128,9.14,05/01/2015,2015.0
60,Colgate (Patriot),14,10-4,128,9.14,05/01/2015,2015.0
62,Rutgers (Big Ten),15,5-10,135,9.00,05/01/2015,2015.0
63,Johns Hopkins (Big Ten),14,8-6,123,8.79,05/01/2015,2015.0
64,Army West Point (Patriot),16,10-6,139,8.69,05/01/2015,2015.0
65,Cornell (Ivy League),15,10-5,127,8.47,05/01/2015,2015.0
66,Yale (Ivy League),14,10-4,116,8.29,05/01/2015,2015.0
67,Stony Brook (America East),17,13-4,139,8.18,05/01/2015,2015.0
68,Hofstra (CAA),14,5-9,114,8.14,05/01/2015,2015.0
-,UMass Lowell (America East),14,1-13,182,13.00,05/01/2015,2015.0
1,Detroit Mercy (MAAC),14,8-6,212,15.14,04/30/2015,2015.0
2,Providence (Big East),14,5-9,195,13.93,04/30/2015,2015.0
3,Michigan (Big Ten),13,5-8,177,13.62,04/30/2015,2015.0
4,Georgetown (Big East),15,10-5,203,13.53,04/30/2015,2015.0
5,Virginia (ACC),14,10-4,189,13.50,04/30/2015,2015.0
6,Vermont (America East),16,6-10,215,13.44,04/30/2015,2015.0
7,Jacksonville (SoCon),12,4-8,159,13.25,04/30/2015,2015.0
8,Harvard (Ivy League),14,7-7,185,13.21,04/30/2015,2015.0
9,High Point (SoCon),15,9-6,192,12.80,04/30/2015,2015.0
10,Mercer (SoCon),13,5-8,166,12.77,04/30/2015,2015.0
11,Penn St. (Big Ten),14,5-9,176,12.57,04/30/2015,2015.0
12,Brown (Ivy League),15,12-3,186,12.40,04/30/2015,2015.0
13,Furman (SoCon),13,4-9,159,12.23,04/30/2015,2015.0
14,Hobart (NEC),14,7-7,169,12.07,04/30/2015,2015.0
15,Hartford (America East),15,7-8,179,11.93,04/30/2015,2015.0
16,Monmouth (MAAC),14,6-8,166,11.86,04/30/2015,2015.0
17,UAlbany (America East),16,14-2,188,11.75,04/30/2015,2015.0
18,Quinnipiac (MAAC),14,7-7,164,11.71,04/30/2015,2015.0
19,Manhattan (MAAC),15,1-14,175,11.67,04/30/2015,2015.0
20,Siena (MAAC),14,5-9,162,11.57,04/30/2015,2015.0
21,Delaware (CAA),15,5-10,173,11.53,04/30/2015,2015.0
22,Boston U. (Patriot),13,6-7,149,11.46,04/30/2015,2015.0
23,VMI (SoCon),15,1-14,171,11.40,04/30/2015,2015.0
24,North Carolina (ACC),15,12-3,170,11.33,04/30/2015,2015.0
24,NJIT (Independent),12,0-12,136,11.33,04/30/2015,2015.0
26,UMBC (America East),13,5-8,147,11.31,04/30/2015,2015.0
27,Princeton (Ivy League),13,8-5,145,11.15,04/30/2015,2015.0
27,Sacred Heart (NEC),13,6-7,145,11.15,04/30/2015,2015.0
29,Lafayette (Patriot),14,4-10,155,11.07,04/30/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,166,11.07,04/30/2015,2015.0
31,Bryant (NEC),16,7-9,175,10.94,04/30/2015,2015.0
32,Villanova (Big East),14,6-8,153,10.93,04/30/2015,2015.0
33,Duke (ACC),16,11-5,174,10.88,04/30/2015,2015.0
34,Richmond (SoCon),15,11-4,163,10.87,04/30/2015,2015.0
34,Marist (MAAC),15,12-3,163,10.87,04/30/2015,2015.0
36,Penn (Ivy League),13,6-7,141,10.85,04/30/2015,2015.0
37,Bellarmine (SoCon),12,4-8,130,10.83,04/30/2015,2015.0
38,Robert Morris (NEC),14,3-11,151,10.79,04/30/2015,2015.0
39,Notre Dame (ACC),11,9-2,117,10.64,04/30/2015,2015.0
40,Marquette (Big East),16,10-6,170,10.63,04/30/2015,2015.0
41,Syracuse (ACC),13,11-2,137,10.54,04/30/2015,2015.0
42,Massachusetts (CAA),14,5-9,147,10.50,04/30/2015,2015.0
43,Fairfield (CAA),15,9-6,157,10.47,04/30/2015,2015.0
43,Loyola Maryland (Patriot),15,7-8,157,10.47,04/30/2015,2015.0
45,St. John's (NY) (Big East),14,3-11,146,10.43,04/30/2015,2015.0
46,Dartmouth (Ivy League),13,5-8,132,10.15,04/30/2015,2015.0
47,Canisius (MAAC),15,3-12,152,10.13,04/30/2015,2015.0
48,Towson (CAA),15,10-5,151,10.07,04/30/2015,2015.0
49,Lehigh (Patriot),16,7-9,160,10.00,04/30/2015,2015.0
50,Binghamton (America East),13,4-9,129,9.92,04/30/2015,2015.0
51,Bucknell (Patriot),15,9-6,147,9.80,04/30/2015,2015.0
52,Maryland (Big Ten),15,12-3,145,9.67,04/30/2015,2015.0
53,Air Force (ECAC),14,8-6,135,9.64,04/30/2015,2015.0
54,Ohio St. (Big Ten),16,11-5,154,9.63,04/30/2015,2015.0
54,Saint Joseph's (NEC),16,11-5,154,9.63,04/30/2015,2015.0
56,Drexel (CAA),15,7-8,142,9.47,04/30/2015,2015.0
57,Holy Cross (Patriot),13,6-7,123,9.46,04/30/2015,2015.0
58,Wagner (NEC),13,4-9,121,9.31,04/30/2015,2015.0
59,Navy (Patriot),13,8-5,120,9.23,04/30/2015,2015.0
60,Denver (Big East),14,12-2,128,9.14,04/30/2015,2015.0
60,Colgate (Patriot),14,10-4,128,9.14,04/30/2015,2015.0
62,Rutgers (Big Ten),15,5-10,135,9.00,04/30/2015,2015.0
63,Johns Hopkins (Big Ten),14,8-6,123,8.79,04/30/2015,2015.0
