Rank,Team,Games,W-L,Goals,Per Game,Date,Academic Year
60,Quinnipiac (MAAC),1,0-1,6,6.00,02/22/2015,2015.0
63,UMBC (America East),3,1-2,16,5.33,02/22/2015,2015.0
64,Sacred Heart (NEC),1,0-1,5,5.00,02/22/2015,2015.0
64,Wagner (NEC),1,0-1,5,5.00,02/22/2015,2015.0
64,Dartmouth (Ivy League),1,0-1,5,5.00,02/22/2015,2015.0
67,NJIT (Independent),1,0-1,4,4.00,02/22/2015,2015.0
68,Manhattan (MAAC),3,0-3,11,3.67,02/22/2015,2015.0
69,Monmouth (MAAC),1,0-1,2,2.00,02/22/2015,2015.0
1,Army West Point (Patriot),3,3-0,56,18.67,02/21/2015,2015.0
2,Syracuse (ACC),2,2-0,35,17.50,02/21/2015,2015.0
3,Brown (Ivy League),1,1-0,17,17.00,02/21/2015,2015.0
4,North Carolina (ACC),4,4-0,67,16.75,02/21/2015,2015.0
5,Denver (Big East),2,2-0,33,16.50,02/21/2015,2015.0
6,Notre Dame (ACC),2,2-0,31,15.50,02/21/2015,2015.0
7,Stony Brook (America East),3,2-1,45,15.00,02/21/2015,2015.0
7,UAlbany (America East),1,1-0,15,15.00,02/21/2015,2015.0
9,Duke (ACC),4,3-1,58,14.50,02/21/2015,2015.0
9,Yale (Ivy League),2,2-0,29,14.50,02/21/2015,2015.0
11,Princeton (Ivy League),2,2-0,28,14.00,02/21/2015,2015.0
11,Harvard (Ivy League),1,1-0,14,14.00,02/21/2015,2015.0
13,Virginia (ACC),3,3-0,41,13.67,02/21/2015,2015.0
14,Boston U. (Patriot),3,2-1,40,13.33,02/21/2015,2015.0
15,Michigan (Big Ten),3,2-1,39,13.00,02/21/2015,2015.0
16,High Point (SoCon),5,2-3,61,12.20,02/21/2015,2015.0
17,Richmond (SoCon),2,2-0,24,12.00,02/21/2015,2015.0
17,Georgetown (Big East),1,0-1,12,12.00,02/21/2015,2015.0
19,Loyola Maryland (Patriot),4,2-2,47,11.75,02/21/2015,2015.0
20,Holy Cross (Patriot),2,2-0,23,11.50,02/21/2015,2015.0
21,Fairfield (CAA),3,2-1,34,11.33,02/21/2015,2015.0
22,Johns Hopkins (Big Ten),4,2-2,45,11.25,02/21/2015,2015.0
23,Lehigh (Patriot),3,2-1,33,11.00,02/21/2015,2015.0
23,Bellarmine (SoCon),2,1-1,22,11.00,02/21/2015,2015.0
23,Cornell (Ivy League),2,1-1,22,11.00,02/21/2015,2015.0
23,Hofstra (CAA),2,0-2,22,11.00,02/21/2015,2015.0
23,Mount St. Mary's (NEC),1,1-0,11,11.00,02/21/2015,2015.0
28,Ohio St. (Big Ten),4,3-1,43,10.75,02/21/2015,2015.0
29,St. John's (NY) (Big East),3,1-2,32,10.67,02/21/2015,2015.0
30,Penn (Ivy League),2,2-0,21,10.50,02/21/2015,2015.0
30,Marquette (Big East),2,2-0,21,10.50,02/21/2015,2015.0
30,Villanova (Big East),2,1-1,21,10.50,02/21/2015,2015.0
33,Colgate (Patriot),3,3-0,31,10.33,02/21/2015,2015.0
34,Hobart (NEC),2,1-1,20,10.00,02/21/2015,2015.0
34,Lafayette (Patriot),2,1-1,20,10.00,02/21/2015,2015.0
36,Navy (Patriot),3,1-2,29,9.67,02/21/2015,2015.0
37,Penn St. (Big Ten),3,1-2,28,9.33,02/21/2015,2015.0
37,Siena (MAAC),3,1-2,28,9.33,02/21/2015,2015.0
37,Massachusetts (CAA),3,0-3,28,9.33,02/21/2015,2015.0
40,Saint Joseph's (NEC),3,1-2,27,9.00,02/21/2015,2015.0
40,Towson (CAA),2,1-1,18,9.00,02/21/2015,2015.0
40,Providence (Big East),2,1-1,18,9.00,02/21/2015,2015.0
40,Drexel (CAA),2,0-2,18,9.00,02/21/2015,2015.0
44,Robert Morris (NEC),3,0-3,26,8.67,02/21/2015,2015.0
44,Bucknell (Patriot),3,2-1,26,8.67,02/21/2015,2015.0
44,Detroit Mercy (MAAC),3,2-1,26,8.67,02/21/2015,2015.0
47,Canisius (MAAC),2,0-2,17,8.50,02/21/2015,2015.0
48,Vermont (America East),3,0-3,25,8.33,02/21/2015,2015.0
48,Delaware (CAA),3,1-2,25,8.33,02/21/2015,2015.0
50,Furman (SoCon),3,1-2,24,8.00,02/21/2015,2015.0
50,Jacksonville (SoCon),2,1-1,16,8.00,02/21/2015,2015.0
52,Rutgers (Big Ten),3,1-2,22,7.33,02/21/2015,2015.0
53,Maryland (Big Ten),2,1-1,14,7.00,02/21/2015,2015.0
53,Marist (MAAC),1,1-0,7,7.00,02/21/2015,2015.0
55,UMass Lowell (America East),2,0-2,13,6.50,02/21/2015,2015.0
56,Air Force (ECAC),3,0-3,19,6.33,02/21/2015,2015.0
57,VMI (SoCon),3,0-3,18,6.00,02/21/2015,2015.0
57,Mercer (SoCon),2,0-2,12,6.00,02/21/2015,2015.0
57,Quinnipiac (MAAC),1,0-1,6,6.00,02/21/2015,2015.0
60,UMBC (America East),3,1-2,16,5.33,02/21/2015,2015.0
61,Bryant (NEC),2,0-2,10,5.00,02/21/2015,2015.0
61,Wagner (NEC),1,0-1,5,5.00,02/21/2015,2015.0
61,Dartmouth (Ivy League),1,0-1,5,5.00,02/21/2015,2015.0
61,Sacred Heart (NEC),1,0-1,5,5.00,02/21/2015,2015.0
65,NJIT (Independent),1,0-1,4,4.00,02/21/2015,2015.0
66,Manhattan (MAAC),3,0-3,11,3.67,02/21/2015,2015.0
67,Monmouth (MAAC),1,0-1,2,2.00,02/21/2015,2015.0
1,Yale (Ivy League),1,1-0,19,19.00,02/20/2015,2015.0
2,Army West Point (Patriot),3,3-0,56,18.67,02/20/2015,2015.0
3,North Carolina (ACC),3,3-0,54,18.00,02/20/2015,2015.0
4,Syracuse (ACC),2,2-0,35,17.50,02/20/2015,2015.0
5,Denver (Big East),1,1-0,17,17.00,02/20/2015,2015.0
6,Boston U. (Patriot),2,2-0,31,15.50,02/20/2015,2015.0
6,Michigan (Big Ten),2,2-0,31,15.50,02/20/2015,2015.0
8,Stony Brook (America East),3,2-1,45,15.00,02/20/2015,2015.0
9,Duke (ACC),4,3-1,58,14.50,02/20/2015,2015.0
10,Princeton (Ivy League),1,1-0,14,14.00,02/20/2015,2015.0
10,Notre Dame (ACC),1,1-0,14,14.00,02/20/2015,2015.0
12,Virginia (ACC),2,2-0,27,13.50,02/20/2015,2015.0
13,High Point (SoCon),4,1-3,48,12.00,02/20/2015,2015.0
13,Richmond (SoCon),2,2-0,24,12.00,02/20/2015,2015.0
13,Georgetown (Big East),1,0-1,12,12.00,02/20/2015,2015.0
16,Loyola Maryland (Patriot),3,2-1,35,11.67,02/20/2015,2015.0
17,Lehigh (Patriot),2,1-1,23,11.50,02/20/2015,2015.0
18,Johns Hopkins (Big Ten),3,2-1,34,11.33,02/20/2015,2015.0
19,Bellarmine (SoCon),2,1-1,22,11.00,02/20/2015,2015.0
19,Navy (Patriot),2,1-1,22,11.00,02/20/2015,2015.0
19,Cornell (Ivy League),2,1-1,22,11.00,02/20/2015,2015.0
19,Mount St. Mary's (NEC),1,1-0,11,11.00,02/20/2015,2015.0
23,St. John's (NY) (Big East),2,1-1,21,10.50,02/20/2015,2015.0
23,Penn (Ivy League),2,2-0,21,10.50,02/20/2015,2015.0
23,Marquette (Big East),2,2-0,21,10.50,02/20/2015,2015.0
23,Penn St. (Big Ten),2,1-1,21,10.50,02/20/2015,2015.0
27,Hobart (NEC),2,1-1,20,10.00,02/20/2015,2015.0
27,Villanova (Big East),1,0-1,10,10.00,02/20/2015,2015.0
27,Drexel (CAA),1,0-1,10,10.00,02/20/2015,2015.0
27,Hofstra (CAA),1,0-1,10,10.00,02/20/2015,2015.0
27,Holy Cross (Patriot),1,1-0,10,10.00,02/20/2015,2015.0
27,Lafayette (Patriot),1,1-0,10,10.00,02/20/2015,2015.0
33,Colgate (Patriot),2,2-0,19,9.50,02/20/2015,2015.0
33,Fairfield (CAA),2,1-1,19,9.50,02/20/2015,2015.0
35,Ohio St. (Big Ten),3,2-1,28,9.33,02/20/2015,2015.0
36,Saint Joseph's (NEC),3,1-2,27,9.00,02/20/2015,2015.0
36,Bucknell (Patriot),2,1-1,18,9.00,02/20/2015,2015.0
36,Towson (CAA),2,1-1,18,9.00,02/20/2015,2015.0
36,Canisius (MAAC),1,0-1,9,9.00,02/20/2015,2015.0
40,Rutgers (Big Ten),2,1-1,17,8.50,02/20/2015,2015.0
41,Delaware (CAA),3,1-2,25,8.33,02/20/2015,2015.0
42,Robert Morris (NEC),2,0-2,16,8.00,02/20/2015,2015.0
42,Vermont (America East),2,0-2,16,8.00,02/20/2015,2015.0
42,Maryland (Big Ten),1,1-0,8,8.00,02/20/2015,2015.0
45,Furman (SoCon),2,0-2,15,7.50,02/20/2015,2015.0
45,Siena (MAAC),2,0-2,15,7.50,02/20/2015,2015.0
45,Detroit Mercy (MAAC),2,1-1,15,7.50,02/20/2015,2015.0
45,Massachusetts (CAA),2,0-2,15,7.50,02/20/2015,2015.0
49,Marist (MAAC),1,1-0,7,7.00,02/20/2015,2015.0
50,Air Force (ECAC),2,0-2,13,6.50,02/20/2015,2015.0
51,VMI (SoCon),3,0-3,18,6.00,02/20/2015,2015.0
51,UMBC (America East),2,0-2,12,6.00,02/20/2015,2015.0
51,Mercer (SoCon),2,0-2,12,6.00,02/20/2015,2015.0
51,Providence (Big East),1,0-1,6,6.00,02/20/2015,2015.0
55,Bryant (NEC),2,0-2,10,5.00,02/20/2015,2015.0
55,Wagner (NEC),1,0-1,5,5.00,02/20/2015,2015.0
57,UMass Lowell (America East),1,0-1,4,4.00,02/20/2015,2015.0
57,NJIT (Independent),1,0-1,4,4.00,02/20/2015,2015.0
57,Jacksonville (SoCon),1,0-1,4,4.00,02/20/2015,2015.0
60,Manhattan (MAAC),2,0-2,7,3.50,02/20/2015,2015.0
1,Yale (Ivy League),1,1-0,19,19.00,02/18/2015,2015.0
2,Army West Point (Patriot),3,3-0,56,18.67,02/18/2015,2015.0
3,North Carolina (ACC),3,3-0,54,18.00,02/18/2015,2015.0
4,Syracuse (ACC),2,2-0,35,17.50,02/18/2015,2015.0
5,Denver (Big East),1,1-0,17,17.00,02/18/2015,2015.0
6,Boston U. (Patriot),2,2-0,31,15.50,02/18/2015,2015.0
6,Michigan (Big Ten),2,2-0,31,15.50,02/18/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/18/2015,2015.0
9,Princeton (Ivy League),1,1-0,14,14.00,02/18/2015,2015.0
9,Notre Dame (ACC),1,1-0,14,14.00,02/18/2015,2015.0
11,Stony Brook (America East),2,1-1,27,13.50,02/18/2015,2015.0
11,Virginia (ACC),2,2-0,27,13.50,02/18/2015,2015.0
13,High Point (SoCon),4,1-3,48,12.00,02/18/2015,2015.0
13,Richmond (SoCon),2,2-0,24,12.00,02/18/2015,2015.0
13,Georgetown (Big East),1,0-1,12,12.00,02/18/2015,2015.0
13,Hobart (NEC),1,1-0,12,12.00,02/18/2015,2015.0
17,Loyola Maryland (Patriot),3,2-1,35,11.67,02/18/2015,2015.0
18,Lehigh (Patriot),2,1-1,23,11.50,02/18/2015,2015.0
19,Johns Hopkins (Big Ten),3,2-1,34,11.33,02/18/2015,2015.0
20,Bellarmine (SoCon),2,1-1,22,11.00,02/18/2015,2015.0
20,Navy (Patriot),2,1-1,22,11.00,02/18/2015,2015.0
20,Mount St. Mary's (NEC),1,1-0,11,11.00,02/18/2015,2015.0
23,Penn (Ivy League),2,2-0,21,10.50,02/18/2015,2015.0
23,Penn St. (Big Ten),2,1-1,21,10.50,02/18/2015,2015.0
23,St. John's (NY) (Big East),2,1-1,21,10.50,02/18/2015,2015.0
23,Marquette (Big East),2,2-0,21,10.50,02/18/2015,2015.0
27,Drexel (CAA),1,0-1,10,10.00,02/18/2015,2015.0
27,Lafayette (Patriot),1,1-0,10,10.00,02/18/2015,2015.0
27,Villanova (Big East),1,0-1,10,10.00,02/18/2015,2015.0
27,Holy Cross (Patriot),1,1-0,10,10.00,02/18/2015,2015.0
27,Hofstra (CAA),1,0-1,10,10.00,02/18/2015,2015.0
32,Fairfield (CAA),2,1-1,19,9.50,02/18/2015,2015.0
32,Colgate (Patriot),2,2-0,19,9.50,02/18/2015,2015.0
34,Ohio St. (Big Ten),3,2-1,28,9.33,02/18/2015,2015.0
35,Saint Joseph's (NEC),3,1-2,27,9.00,02/18/2015,2015.0
35,Bucknell (Patriot),2,1-1,18,9.00,02/18/2015,2015.0
35,Towson (CAA),2,1-1,18,9.00,02/18/2015,2015.0
35,Canisius (MAAC),1,0-1,9,9.00,02/18/2015,2015.0
39,Rutgers (Big Ten),2,1-1,17,8.50,02/18/2015,2015.0
40,Delaware (CAA),3,1-2,25,8.33,02/18/2015,2015.0
41,Vermont (America East),2,0-2,16,8.00,02/18/2015,2015.0
41,Robert Morris (NEC),2,0-2,16,8.00,02/18/2015,2015.0
41,Maryland (Big Ten),1,1-0,8,8.00,02/18/2015,2015.0
44,Detroit Mercy (MAAC),2,1-1,15,7.50,02/18/2015,2015.0
44,Furman (SoCon),2,0-2,15,7.50,02/18/2015,2015.0
44,Siena (MAAC),2,0-2,15,7.50,02/18/2015,2015.0
44,Massachusetts (CAA),2,0-2,15,7.50,02/18/2015,2015.0
48,Marist (MAAC),1,1-0,7,7.00,02/18/2015,2015.0
49,Air Force (ECAC),2,0-2,13,6.50,02/18/2015,2015.0
50,VMI (SoCon),3,0-3,18,6.00,02/18/2015,2015.0
50,UMBC (America East),2,0-2,12,6.00,02/18/2015,2015.0
50,Mercer (SoCon),2,0-2,12,6.00,02/18/2015,2015.0
50,Providence (Big East),1,0-1,6,6.00,02/18/2015,2015.0
50,Cornell (Ivy League),1,0-1,6,6.00,02/18/2015,2015.0
55,Bryant (NEC),2,0-2,10,5.00,02/18/2015,2015.0
55,Wagner (NEC),1,0-1,5,5.00,02/18/2015,2015.0
57,UMass Lowell (America East),1,0-1,4,4.00,02/18/2015,2015.0
57,Jacksonville (SoCon),1,0-1,4,4.00,02/18/2015,2015.0
59,Manhattan (MAAC),2,0-2,7,3.50,02/18/2015,2015.0
1,Yale (Ivy League),1,1-0,19,19.00,02/17/2015,2015.0
2,Army West Point (Patriot),3,3-0,56,18.67,02/17/2015,2015.0
3,North Carolina (ACC),3,3-0,54,18.00,02/17/2015,2015.0
4,Syracuse (ACC),2,2-0,35,17.50,02/17/2015,2015.0
5,Denver (Big East),1,1-0,17,17.00,02/17/2015,2015.0
6,Boston U. (Patriot),2,2-0,31,15.50,02/17/2015,2015.0
6,Michigan (Big Ten),2,2-0,31,15.50,02/17/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/17/2015,2015.0
9,Princeton (Ivy League),1,1-0,14,14.00,02/17/2015,2015.0
9,Notre Dame (ACC),1,1-0,14,14.00,02/17/2015,2015.0
11,Stony Brook (America East),2,1-1,27,13.50,02/17/2015,2015.0
11,Virginia (ACC),2,2-0,27,13.50,02/17/2015,2015.0
13,High Point (SoCon),4,1-3,48,12.00,02/17/2015,2015.0
13,Richmond (SoCon),2,2-0,24,12.00,02/17/2015,2015.0
13,Georgetown (Big East),1,0-1,12,12.00,02/17/2015,2015.0
13,Hobart (NEC),1,1-0,12,12.00,02/17/2015,2015.0
17,Lehigh (Patriot),2,1-1,23,11.50,02/17/2015,2015.0
18,Johns Hopkins (Big Ten),3,2-1,34,11.33,02/17/2015,2015.0
19,Navy (Patriot),2,1-1,22,11.00,02/17/2015,2015.0
19,Bellarmine (SoCon),2,1-1,22,11.00,02/17/2015,2015.0
19,Mount St. Mary's (NEC),1,1-0,11,11.00,02/17/2015,2015.0
22,Penn (Ivy League),2,2-0,21,10.50,02/17/2015,2015.0
22,Penn St. (Big Ten),2,1-1,21,10.50,02/17/2015,2015.0
22,Marquette (Big East),2,2-0,21,10.50,02/17/2015,2015.0
22,St. John's (NY) (Big East),2,1-1,21,10.50,02/17/2015,2015.0
26,Loyola Maryland (Patriot),2,1-1,20,10.00,02/17/2015,2015.0
26,Villanova (Big East),1,0-1,10,10.00,02/17/2015,2015.0
26,Drexel (CAA),1,0-1,10,10.00,02/17/2015,2015.0
26,Lafayette (Patriot),1,1-0,10,10.00,02/17/2015,2015.0
26,Holy Cross (Patriot),1,1-0,10,10.00,02/17/2015,2015.0
26,Hofstra (CAA),1,0-1,10,10.00,02/17/2015,2015.0
32,Colgate (Patriot),2,2-0,19,9.50,02/17/2015,2015.0
33,Ohio St. (Big Ten),3,2-1,28,9.33,02/17/2015,2015.0
34,Saint Joseph's (NEC),3,1-2,27,9.00,02/17/2015,2015.0
34,Bucknell (Patriot),2,1-1,18,9.00,02/17/2015,2015.0
34,Fairfield (CAA),1,0-1,9,9.00,02/17/2015,2015.0
34,Canisius (MAAC),1,0-1,9,9.00,02/17/2015,2015.0
38,Rutgers (Big Ten),2,1-1,17,8.50,02/17/2015,2015.0
39,Delaware (CAA),3,1-2,25,8.33,02/17/2015,2015.0
40,Robert Morris (NEC),2,0-2,16,8.00,02/17/2015,2015.0
40,Vermont (America East),2,0-2,16,8.00,02/17/2015,2015.0
40,Maryland (Big Ten),1,1-0,8,8.00,02/17/2015,2015.0
43,Massachusetts (CAA),2,0-2,15,7.50,02/17/2015,2015.0
43,Detroit Mercy (MAAC),2,1-1,15,7.50,02/17/2015,2015.0
43,Siena (MAAC),2,0-2,15,7.50,02/17/2015,2015.0
43,Furman (SoCon),2,0-2,15,7.50,02/17/2015,2015.0
47,Marist (MAAC),1,1-0,7,7.00,02/17/2015,2015.0
47,Towson (CAA),1,1-0,7,7.00,02/17/2015,2015.0
49,Air Force (ECAC),2,0-2,13,6.50,02/17/2015,2015.0
50,VMI (SoCon),3,0-3,18,6.00,02/17/2015,2015.0
50,Mercer (SoCon),2,0-2,12,6.00,02/17/2015,2015.0
50,UMBC (America East),2,0-2,12,6.00,02/17/2015,2015.0
50,Cornell (Ivy League),1,0-1,6,6.00,02/17/2015,2015.0
54,Bryant (NEC),2,0-2,10,5.00,02/17/2015,2015.0
54,Wagner (NEC),1,0-1,5,5.00,02/17/2015,2015.0
56,Jacksonville (SoCon),1,0-1,4,4.00,02/17/2015,2015.0
56,UMass Lowell (America East),1,0-1,4,4.00,02/17/2015,2015.0
58,Manhattan (MAAC),2,0-2,7,3.50,02/17/2015,2015.0
1,Yale (Ivy League),1,1-0,19,19.00,02/15/2015,2015.0
2,Army West Point (Patriot),3,3-0,56,18.67,02/15/2015,2015.0
3,North Carolina (ACC),3,3-0,54,18.00,02/15/2015,2015.0
4,Syracuse (ACC),2,2-0,35,17.50,02/15/2015,2015.0
5,Denver (Big East),1,1-0,17,17.00,02/15/2015,2015.0
6,Boston U. (Patriot),2,2-0,31,15.50,02/15/2015,2015.0
6,Michigan (Big Ten),2,2-0,31,15.50,02/15/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/15/2015,2015.0
9,Princeton (Ivy League),1,1-0,14,14.00,02/15/2015,2015.0
9,Notre Dame (ACC),1,1-0,14,14.00,02/15/2015,2015.0
11,Stony Brook (America East),2,1-1,27,13.50,02/15/2015,2015.0
11,Virginia (ACC),2,2-0,27,13.50,02/15/2015,2015.0
13,High Point (SoCon),4,1-3,48,12.00,02/15/2015,2015.0
13,Richmond (SoCon),2,2-0,24,12.00,02/15/2015,2015.0
13,Georgetown (Big East),1,0-1,12,12.00,02/15/2015,2015.0
13,Hobart (NEC),1,1-0,12,12.00,02/15/2015,2015.0
17,Lehigh (Patriot),2,1-1,23,11.50,02/15/2015,2015.0
18,Johns Hopkins (Big Ten),3,2-1,34,11.33,02/15/2015,2015.0
19,Navy (Patriot),2,1-1,22,11.00,02/15/2015,2015.0
19,Bellarmine (SoCon),2,1-1,22,11.00,02/15/2015,2015.0
19,Mount St. Mary's (NEC),1,1-0,11,11.00,02/15/2015,2015.0
22,St. John's (NY) (Big East),2,1-1,21,10.50,02/15/2015,2015.0
22,Penn St. (Big Ten),2,1-1,21,10.50,02/15/2015,2015.0
22,Marquette (Big East),2,2-0,21,10.50,02/15/2015,2015.0
25,Loyola Maryland (Patriot),2,1-1,20,10.00,02/15/2015,2015.0
25,Penn (Ivy League),1,1-0,10,10.00,02/15/2015,2015.0
25,Holy Cross (Patriot),1,1-0,10,10.00,02/15/2015,2015.0
25,Hofstra (CAA),1,0-1,10,10.00,02/15/2015,2015.0
25,Drexel (CAA),1,0-1,10,10.00,02/15/2015,2015.0
25,Villanova (Big East),1,0-1,10,10.00,02/15/2015,2015.0
25,Lafayette (Patriot),1,1-0,10,10.00,02/15/2015,2015.0
32,Colgate (Patriot),2,2-0,19,9.50,02/15/2015,2015.0
33,Ohio St. (Big Ten),3,2-1,28,9.33,02/15/2015,2015.0
34,Bucknell (Patriot),2,1-1,18,9.00,02/15/2015,2015.0
34,Fairfield (CAA),1,0-1,9,9.00,02/15/2015,2015.0
34,Canisius (MAAC),1,0-1,9,9.00,02/15/2015,2015.0
37,Saint Joseph's (NEC),2,1-1,17,8.50,02/15/2015,2015.0
37,Rutgers (Big Ten),2,1-1,17,8.50,02/15/2015,2015.0
39,Delaware (CAA),3,1-2,25,8.33,02/15/2015,2015.0
40,Vermont (America East),2,0-2,16,8.00,02/15/2015,2015.0
40,Robert Morris (NEC),2,0-2,16,8.00,02/15/2015,2015.0
40,Maryland (Big Ten),1,1-0,8,8.00,02/15/2015,2015.0
43,Furman (SoCon),2,0-2,15,7.50,02/15/2015,2015.0
43,Detroit Mercy (MAAC),2,1-1,15,7.50,02/15/2015,2015.0
43,Siena (MAAC),2,0-2,15,7.50,02/15/2015,2015.0
43,Massachusetts (CAA),2,0-2,15,7.50,02/15/2015,2015.0
47,Marist (MAAC),1,1-0,7,7.00,02/15/2015,2015.0
47,Towson (CAA),1,1-0,7,7.00,02/15/2015,2015.0
49,Air Force (ECAC),2,0-2,13,6.50,02/15/2015,2015.0
50,VMI (SoCon),3,0-3,18,6.00,02/15/2015,2015.0
50,Mercer (SoCon),2,0-2,12,6.00,02/15/2015,2015.0
50,UMBC (America East),2,0-2,12,6.00,02/15/2015,2015.0
50,Cornell (Ivy League),1,0-1,6,6.00,02/15/2015,2015.0
54,Bryant (NEC),2,0-2,10,5.00,02/15/2015,2015.0
54,Wagner (NEC),1,0-1,5,5.00,02/15/2015,2015.0
56,UMass Lowell (America East),1,0-1,4,4.00,02/15/2015,2015.0
56,Jacksonville (SoCon),1,0-1,4,4.00,02/15/2015,2015.0
58,Manhattan (MAAC),2,0-2,7,3.50,02/15/2015,2015.0
1,Navy (Patriot),1,1-0,21,21.00,02/10/2015,2015.0
1,Syracuse (ACC),1,1-0,21,21.00,02/10/2015,2015.0
3,Stony Brook (America East),1,1-0,19,19.00,02/10/2015,2015.0
3,North Carolina (ACC),1,1-0,19,19.00,02/10/2015,2015.0
5,Army West Point (Patriot),2,2-0,36,18.00,02/10/2015,2015.0
5,Boston U. (Patriot),1,1-0,18,18.00,02/10/2015,2015.0
7,Michigan (Big Ten),1,1-0,16,16.00,02/10/2015,2015.0
8,Penn St. (Big Ten),1,1-0,15,15.00,02/10/2015,2015.0
9,Duke (ACC),2,2-0,29,14.50,02/10/2015,2015.0
10,High Point (SoCon),2,1-1,28,14.00,02/10/2015,2015.0
11,Virginia (ACC),1,1-0,13,13.00,02/10/2015,2015.0
12,Loyola Maryland (Patriot),1,0-1,12,12.00,02/10/2015,2015.0
13,Delaware (CAA),2,1-1,22,11.00,02/10/2015,2015.0
13,Bucknell (Patriot),1,0-1,11,11.00,02/10/2015,2015.0
15,Johns Hopkins (Big Ten),2,1-1,21,10.50,02/10/2015,2015.0
16,Marquette (Big East),1,1-0,10,10.00,02/10/2015,2015.0
16,Rutgers (Big Ten),1,1-0,10,10.00,02/10/2015,2015.0
18,Ohio St. (Big Ten),2,1-1,18,9.00,02/10/2015,2015.0
18,Detroit Mercy (MAAC),1,1-0,9,9.00,02/10/2015,2015.0
18,Colgate (Patriot),1,1-0,9,9.00,02/10/2015,2015.0
18,Richmond (SoCon),1,1-0,9,9.00,02/10/2015,2015.0
18,Bellarmine (SoCon),1,0-1,9,9.00,02/10/2015,2015.0
18,Lehigh (Patriot),1,0-1,9,9.00,02/10/2015,2015.0
24,Vermont (America East),1,0-1,8,8.00,02/10/2015,2015.0
24,St. John's (NY) (Big East),1,0-1,8,8.00,02/10/2015,2015.0
26,Massachusetts (CAA),1,0-1,7,7.00,02/10/2015,2015.0
26,Siena (MAAC),1,0-1,7,7.00,02/10/2015,2015.0
26,Air Force (ECAC),1,0-1,7,7.00,02/10/2015,2015.0
26,Towson (CAA),1,1-0,7,7.00,02/10/2015,2015.0
30,Robert Morris (NEC),1,0-1,6,6.00,02/10/2015,2015.0
30,Mercer (SoCon),1,0-1,6,6.00,02/10/2015,2015.0
32,VMI (SoCon),2,0-2,10,5.00,02/10/2015,2015.0
32,Saint Joseph's (NEC),1,0-1,5,5.00,02/10/2015,2015.0
32,Bryant (NEC),1,0-1,5,5.00,02/10/2015,2015.0
35,Furman (SoCon),1,0-1,4,4.00,02/10/2015,2015.0
35,UMBC (America East),1,0-1,4,4.00,02/10/2015,2015.0
37,Manhattan (MAAC),1,0-1,3,3.00,02/10/2015,2015.0
1,Navy (Patriot),1,1-0,21,21.00,02/09/2015,2015.0
1,Syracuse (ACC),1,1-0,21,21.00,02/09/2015,2015.0
3,Stony Brook (America East),1,1-0,19,19.00,02/09/2015,2015.0
3,North Carolina (ACC),1,1-0,19,19.00,02/09/2015,2015.0
5,Army West Point (Patriot),2,2-0,36,18.00,02/09/2015,2015.0
5,Boston U. (Patriot),1,1-0,18,18.00,02/09/2015,2015.0
7,Michigan (Big Ten),1,1-0,16,16.00,02/09/2015,2015.0
7,Johns Hopkins (Big Ten),1,1-0,16,16.00,02/09/2015,2015.0
9,Penn St. (Big Ten),1,1-0,15,15.00,02/09/2015,2015.0
10,Duke (ACC),2,2-0,29,14.50,02/09/2015,2015.0
11,High Point (SoCon),2,1-1,28,14.00,02/09/2015,2015.0
12,Virginia (ACC),1,1-0,13,13.00,02/09/2015,2015.0
13,Loyola Maryland (Patriot),1,0-1,12,12.00,02/09/2015,2015.0
14,Delaware (CAA),2,1-1,22,11.00,02/09/2015,2015.0
14,Bucknell (Patriot),1,0-1,11,11.00,02/09/2015,2015.0
16,Marquette (Big East),1,1-0,10,10.00,02/09/2015,2015.0
16,Rutgers (Big Ten),1,1-0,10,10.00,02/09/2015,2015.0
18,Detroit Mercy (MAAC),1,1-0,9,9.00,02/09/2015,2015.0
18,Bellarmine (SoCon),1,0-1,9,9.00,02/09/2015,2015.0
18,Richmond (SoCon),1,1-0,9,9.00,02/09/2015,2015.0
18,Colgate (Patriot),1,1-0,9,9.00,02/09/2015,2015.0
18,Lehigh (Patriot),1,0-1,9,9.00,02/09/2015,2015.0
23,Ohio St. (Big Ten),1,0-1,8,8.00,02/09/2015,2015.0
23,St. John's (NY) (Big East),1,0-1,8,8.00,02/09/2015,2015.0
23,Vermont (America East),1,0-1,8,8.00,02/09/2015,2015.0
26,Siena (MAAC),1,0-1,7,7.00,02/09/2015,2015.0
26,Massachusetts (CAA),1,0-1,7,7.00,02/09/2015,2015.0
26,Air Force (ECAC),1,0-1,7,7.00,02/09/2015,2015.0
29,Mercer (SoCon),1,0-1,6,6.00,02/09/2015,2015.0
30,VMI (SoCon),2,0-2,10,5.00,02/09/2015,2015.0
30,Bryant (NEC),1,0-1,5,5.00,02/09/2015,2015.0
30,Saint Joseph's (NEC),1,0-1,5,5.00,02/09/2015,2015.0
33,UMBC (America East),1,0-1,4,4.00,02/09/2015,2015.0
33,Furman (SoCon),1,0-1,4,4.00,02/09/2015,2015.0
35,Manhattan (MAAC),1,0-1,3,3.00,02/09/2015,2015.0
1,Navy (Patriot),1,1-0,21,21.00,02/08/2015,2015.0
