Rank,Team,Games,W-L,FOs Won,FOs Lost,TM FOT,Pct.,Date,Academic Year
58,Massachusetts (CAA),15,5-10,153,204,357,0.429,05/10/2015,2015.0
58,Wagner (NEC),13,4-9,105,140,245,0.429,05/10/2015,2015.0
60,Harvard (Ivy League),14,7-7,165,223,388,0.425,05/10/2015,2015.0
61,Quinnipiac (MAAC),15,7-8,160,217,377,0.424,05/10/2015,2015.0
62,Furman (SoCon),13,4-9,107,148,255,0.420,05/10/2015,2015.0
63,Monmouth (MAAC),14,6-8,99,147,246,0.402,05/10/2015,2015.0
64,Manhattan (MAAC),15,1-14,136,203,339,0.401,05/10/2015,2015.0
65,Lafayette (Patriot),14,4-10,133,208,341,0.390,05/10/2015,2015.0
66,Hobart (NEC),14,7-7,115,182,297,0.387,05/10/2015,2015.0
67,Providence (Big East),14,5-9,119,192,311,0.383,05/10/2015,2015.0
68,Colgate (Patriot),16,10-6,142,234,376,0.378,05/10/2015,2015.0
-,UMass Lowell (America East),14,1-13,75,272,347,0.216,05/10/2015,2015.0
1,Denver (Big East),15,13-2,268,110,378,0.709,05/09/2015,2015.0
2,Bryant (NEC),18,8-10,242,119,361,0.670,05/09/2015,2015.0
3,Syracuse (ACC),14,12-2,249,128,377,0.660,05/09/2015,2015.0
4,Cornell (Ivy League),16,10-6,260,136,396,0.657,05/09/2015,2015.0
5,Rutgers (Big Ten),15,5-10,235,128,363,0.647,05/09/2015,2015.0
6,Boston U. (Patriot),14,6-8,216,123,339,0.637,05/09/2015,2015.0
7,Hofstra (CAA),14,5-9,177,115,292,0.606,05/09/2015,2015.0
8,Navy (Patriot),14,9-5,183,122,305,0.600,05/09/2015,2015.0
9,Brown (Ivy League),16,12-4,261,183,444,0.588,05/09/2015,2015.0
10,Ohio St. (Big Ten),18,12-6,231,169,400,0.578,05/09/2015,2015.0
11,Army West Point (Patriot),17,10-7,220,166,386,0.570,05/09/2015,2015.0
12,Fairfield (CAA),15,9-6,173,135,308,0.562,05/09/2015,2015.0
13,Duke (ACC),18,12-6,296,231,527,0.562,05/09/2015,2015.0
14,Dartmouth (Ivy League),13,5-8,178,142,320,0.556,05/09/2015,2015.0
15,Loyola Maryland (Patriot),15,7-8,206,167,373,0.552,05/09/2015,2015.0
16,High Point (SoCon),17,10-7,222,182,404,0.550,05/09/2015,2015.0
17,Marist (MAAC),17,14-3,215,179,394,0.546,05/09/2015,2015.0
18,Drexel (CAA),15,7-8,177,151,328,0.540,05/09/2015,2015.0
19,Johns Hopkins (Big Ten),15,9-6,209,181,390,0.536,05/09/2015,2015.0
20,Hartford (America East),15,7-8,196,171,367,0.534,05/09/2015,2015.0
21,Stony Brook (America East),18,13-5,267,236,503,0.531,05/09/2015,2015.0
22,Binghamton (America East),13,4-9,169,150,319,0.530,05/09/2015,2015.0
23,Maryland (Big Ten),16,13-3,169,153,322,0.525,05/09/2015,2015.0
24,Jacksonville (SoCon),12,4-8,154,140,294,0.524,05/09/2015,2015.0
25,Yale (Ivy League),16,11-5,190,173,363,0.523,05/09/2015,2015.0
26,Penn St. (Big Ten),14,5-9,164,153,317,0.517,05/09/2015,2015.0
27,Sacred Heart (NEC),13,6-7,158,148,306,0.516,05/09/2015,2015.0
28,Mercer (SoCon),13,5-8,151,143,294,0.514,05/09/2015,2015.0
29,Saint Joseph's (NEC),17,11-6,192,183,375,0.512,05/09/2015,2015.0
30,Vermont (America East),16,6-10,245,234,479,0.511,05/09/2015,2015.0
31,Towson (CAA),18,12-6,182,175,357,0.510,05/09/2015,2015.0
32,Air Force (ECAC),15,8-7,163,160,323,0.505,05/09/2015,2015.0
33,Notre Dame (ACC),13,11-2,168,170,338,0.497,05/09/2015,2015.0
34,Richmond (SoCon),16,11-5,180,184,364,0.495,05/09/2015,2015.0
35,Siena (MAAC),14,5-9,164,174,338,0.485,05/09/2015,2015.0
36,North Carolina (ACC),15,12-3,201,215,416,0.483,05/09/2015,2015.0
37,Mount St. Mary's (NEC),15,5-10,142,154,296,0.480,05/09/2015,2015.0
38,Bellarmine (SoCon),12,4-8,131,143,274,0.478,05/09/2015,2015.0
39,Villanova (Big East),14,6-8,155,170,325,0.477,05/09/2015,2015.0
40,Penn (Ivy League),13,6-7,156,172,328,0.476,05/09/2015,2015.0
41,Holy Cross (Patriot),13,6-7,147,167,314,0.468,05/09/2015,2015.0
42,VMI (SoCon),15,1-14,167,191,358,0.466,05/09/2015,2015.0
43,Virginia (ACC),14,10-4,172,197,369,0.466,05/09/2015,2015.0
44,UAlbany (America East),18,16-2,255,296,551,0.463,05/09/2015,2015.0
45,Delaware (CAA),15,5-10,160,186,346,0.462,05/09/2015,2015.0
46,Lehigh (Patriot),16,7-9,170,202,372,0.457,05/09/2015,2015.0
47,Robert Morris (NEC),14,3-11,155,185,340,0.456,05/09/2015,2015.0
48,Canisius (MAAC),15,3-12,152,184,336,0.452,05/09/2015,2015.0
49,St. John's (NY) (Big East),14,3-11,157,192,349,0.450,05/09/2015,2015.0
50,Georgetown (Big East),16,10-6,186,228,414,0.449,05/09/2015,2015.0
51,Detroit Mercy (MAAC),14,8-6,148,183,331,0.447,05/09/2015,2015.0
52,Michigan (Big Ten),13,5-8,146,181,327,0.446,05/09/2015,2015.0
53,Princeton (Ivy League),15,9-6,173,219,392,0.441,05/09/2015,2015.0
54,UMBC (America East),13,5-8,124,160,284,0.437,05/09/2015,2015.0
55,NJIT (Independent),12,0-12,107,140,247,0.433,05/09/2015,2015.0
56,Marquette (Big East),16,10-6,168,221,389,0.432,05/09/2015,2015.0
57,Bucknell (Patriot),15,9-6,149,197,346,0.431,05/09/2015,2015.0
58,Massachusetts (CAA),15,5-10,153,204,357,0.429,05/09/2015,2015.0
58,Wagner (NEC),13,4-9,105,140,245,0.429,05/09/2015,2015.0
60,Harvard (Ivy League),14,7-7,165,223,388,0.425,05/09/2015,2015.0
61,Quinnipiac (MAAC),15,7-8,160,217,377,0.424,05/09/2015,2015.0
62,Furman (SoCon),13,4-9,107,148,255,0.420,05/09/2015,2015.0
63,Monmouth (MAAC),14,6-8,99,147,246,0.402,05/09/2015,2015.0
64,Manhattan (MAAC),15,1-14,136,203,339,0.401,05/09/2015,2015.0
65,Lafayette (Patriot),14,4-10,133,208,341,0.390,05/09/2015,2015.0
66,Hobart (NEC),14,7-7,115,182,297,0.387,05/09/2015,2015.0
67,Providence (Big East),14,5-9,119,192,311,0.383,05/09/2015,2015.0
68,Colgate (Patriot),15,10-5,128,213,341,0.375,05/09/2015,2015.0
-,UMass Lowell (America East),14,1-13,75,272,347,0.216,05/09/2015,2015.0
1,Denver (Big East),15,13-2,268,110,378,0.709,05/06/2015,2015.0
2,Bryant (NEC),18,8-10,242,119,361,0.670,05/06/2015,2015.0
3,Syracuse (ACC),14,12-2,249,128,377,0.660,05/06/2015,2015.0
4,Cornell (Ivy League),15,10-5,236,128,364,0.648,05/06/2015,2015.0
5,Rutgers (Big Ten),15,5-10,235,128,363,0.647,05/06/2015,2015.0
6,Boston U. (Patriot),14,6-8,216,123,339,0.637,05/06/2015,2015.0
7,Hofstra (CAA),14,5-9,177,115,292,0.606,05/06/2015,2015.0
8,Navy (Patriot),14,9-5,183,122,305,0.600,05/06/2015,2015.0
9,Ohio St. (Big Ten),17,11-6,219,152,371,0.590,05/06/2015,2015.0
10,Brown (Ivy League),16,12-4,261,183,444,0.588,05/06/2015,2015.0
11,Army West Point (Patriot),17,10-7,220,166,386,0.570,05/06/2015,2015.0
12,Fairfield (CAA),15,9-6,173,135,308,0.562,05/06/2015,2015.0
13,Duke (ACC),17,12-5,279,219,498,0.560,05/06/2015,2015.0
14,Dartmouth (Ivy League),13,5-8,178,142,320,0.556,05/06/2015,2015.0
15,Loyola Maryland (Patriot),15,7-8,206,167,373,0.552,05/06/2015,2015.0
16,High Point (SoCon),17,10-7,222,182,404,0.550,05/06/2015,2015.0
17,Marist (MAAC),17,14-3,215,179,394,0.546,05/06/2015,2015.0
18,Drexel (CAA),15,7-8,177,151,328,0.540,05/06/2015,2015.0
19,Johns Hopkins (Big Ten),15,9-6,209,181,390,0.536,05/06/2015,2015.0
20,Hartford (America East),15,7-8,196,171,367,0.534,05/06/2015,2015.0
21,Stony Brook (America East),18,13-5,267,236,503,0.531,05/06/2015,2015.0
22,Binghamton (America East),13,4-9,169,150,319,0.530,05/06/2015,2015.0
23,Towson (CAA),17,12-5,175,156,331,0.529,05/06/2015,2015.0
24,Maryland (Big Ten),15,12-3,161,144,305,0.528,05/06/2015,2015.0
25,Jacksonville (SoCon),12,4-8,154,140,294,0.524,05/06/2015,2015.0
26,Yale (Ivy League),15,11-4,181,165,346,0.523,05/06/2015,2015.0
27,Penn St. (Big Ten),14,5-9,164,153,317,0.517,05/06/2015,2015.0
28,Sacred Heart (NEC),13,6-7,158,148,306,0.516,05/06/2015,2015.0
29,Mercer (SoCon),13,5-8,151,143,294,0.514,05/06/2015,2015.0
30,Saint Joseph's (NEC),17,11-6,192,183,375,0.512,05/06/2015,2015.0
31,Vermont (America East),16,6-10,245,234,479,0.511,05/06/2015,2015.0
32,Air Force (ECAC),15,8-7,163,160,323,0.505,05/06/2015,2015.0
33,Richmond (SoCon),16,11-5,180,184,364,0.495,05/06/2015,2015.0
34,Siena (MAAC),14,5-9,164,174,338,0.485,05/06/2015,2015.0
35,North Carolina (ACC),15,12-3,201,215,416,0.483,05/06/2015,2015.0
36,Mount St. Mary's (NEC),15,5-10,142,154,296,0.480,05/06/2015,2015.0
37,Bellarmine (SoCon),12,4-8,131,143,274,0.478,05/06/2015,2015.0
38,Notre Dame (ACC),12,10-2,149,163,312,0.478,05/06/2015,2015.0
39,Villanova (Big East),14,6-8,155,170,325,0.477,05/06/2015,2015.0
40,UAlbany (America East),17,15-2,247,272,519,0.476,05/06/2015,2015.0
41,Penn (Ivy League),13,6-7,156,172,328,0.476,05/06/2015,2015.0
42,Holy Cross (Patriot),13,6-7,147,167,314,0.468,05/06/2015,2015.0
43,VMI (SoCon),15,1-14,167,191,358,0.466,05/06/2015,2015.0
44,Virginia (ACC),14,10-4,172,197,369,0.466,05/06/2015,2015.0
45,Delaware (CAA),15,5-10,160,186,346,0.462,05/06/2015,2015.0
46,Lehigh (Patriot),16,7-9,170,202,372,0.457,05/06/2015,2015.0
47,Robert Morris (NEC),14,3-11,155,185,340,0.456,05/06/2015,2015.0
48,Canisius (MAAC),15,3-12,152,184,336,0.452,05/06/2015,2015.0
49,St. John's (NY) (Big East),14,3-11,157,192,349,0.450,05/06/2015,2015.0
50,Georgetown (Big East),16,10-6,186,228,414,0.449,05/06/2015,2015.0
51,Detroit Mercy (MAAC),14,8-6,148,183,331,0.447,05/06/2015,2015.0
52,Michigan (Big Ten),13,5-8,146,181,327,0.446,05/06/2015,2015.0
53,Princeton (Ivy League),15,9-6,173,219,392,0.441,05/06/2015,2015.0
54,UMBC (America East),13,5-8,124,160,284,0.437,05/06/2015,2015.0
55,NJIT (Independent),12,0-12,107,140,247,0.433,05/06/2015,2015.0
56,Marquette (Big East),16,10-6,168,221,389,0.432,05/06/2015,2015.0
57,Bucknell (Patriot),15,9-6,149,197,346,0.431,05/06/2015,2015.0
58,Massachusetts (CAA),15,5-10,153,204,357,0.429,05/06/2015,2015.0
58,Wagner (NEC),13,4-9,105,140,245,0.429,05/06/2015,2015.0
60,Harvard (Ivy League),14,7-7,165,223,388,0.425,05/06/2015,2015.0
61,Quinnipiac (MAAC),15,7-8,160,217,377,0.424,05/06/2015,2015.0
62,Furman (SoCon),13,4-9,107,148,255,0.420,05/06/2015,2015.0
63,Monmouth (MAAC),14,6-8,99,147,246,0.402,05/06/2015,2015.0
64,Manhattan (MAAC),15,1-14,136,203,339,0.401,05/06/2015,2015.0
65,Lafayette (Patriot),14,4-10,133,208,341,0.390,05/06/2015,2015.0
66,Hobart (NEC),14,7-7,115,182,297,0.387,05/06/2015,2015.0
67,Providence (Big East),14,5-9,119,192,311,0.383,05/06/2015,2015.0
68,Colgate (Patriot),15,10-5,128,213,341,0.375,05/06/2015,2015.0
-,UMass Lowell (America East),14,1-13,75,272,347,0.216,05/06/2015,2015.0
1,Denver (Big East),15,13-2,268,110,378,0.709,05/03/2015,2015.0
2,Bryant (NEC),17,8-9,229,112,341,0.672,05/03/2015,2015.0
3,Syracuse (ACC),14,12-2,249,128,377,0.660,05/03/2015,2015.0
4,Cornell (Ivy League),15,10-5,236,128,364,0.648,05/03/2015,2015.0
5,Rutgers (Big Ten),15,5-10,235,128,363,0.647,05/03/2015,2015.0
6,Boston U. (Patriot),14,6-8,216,123,339,0.637,05/03/2015,2015.0
7,Hofstra (CAA),14,5-9,177,115,292,0.606,05/03/2015,2015.0
8,Navy (Patriot),14,9-5,183,122,305,0.600,05/03/2015,2015.0
9,Ohio St. (Big Ten),17,11-6,219,152,371,0.590,05/03/2015,2015.0
10,Brown (Ivy League),16,12-4,261,183,444,0.588,05/03/2015,2015.0
11,Army West Point (Patriot),17,10-7,220,166,386,0.570,05/03/2015,2015.0
12,High Point (SoCon),16,10-6,215,167,382,0.563,05/03/2015,2015.0
13,Fairfield (CAA),15,9-6,173,135,308,0.562,05/03/2015,2015.0
14,Duke (ACC),17,12-5,279,219,498,0.560,05/03/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,178,142,320,0.556,05/03/2015,2015.0
16,Marist (MAAC),16,13-3,208,166,374,0.556,05/03/2015,2015.0
17,Loyola Maryland (Patriot),15,7-8,206,167,373,0.552,05/03/2015,2015.0
18,Drexel (CAA),15,7-8,177,151,328,0.540,05/03/2015,2015.0
19,Johns Hopkins (Big Ten),15,9-6,209,181,390,0.536,05/03/2015,2015.0
20,Hartford (America East),15,7-8,196,171,367,0.534,05/03/2015,2015.0
21,Stony Brook (America East),18,13-5,267,236,503,0.531,05/03/2015,2015.0
22,Binghamton (America East),13,4-9,169,150,319,0.530,05/03/2015,2015.0
23,Maryland (Big Ten),15,12-3,161,144,305,0.528,05/03/2015,2015.0
24,Jacksonville (SoCon),12,4-8,154,140,294,0.524,05/03/2015,2015.0
25,Yale (Ivy League),15,11-4,181,165,346,0.523,05/03/2015,2015.0
26,Towson (CAA),16,11-5,160,149,309,0.518,05/03/2015,2015.0
27,Penn St. (Big Ten),14,5-9,164,153,317,0.517,05/03/2015,2015.0
28,Sacred Heart (NEC),13,6-7,158,148,306,0.516,05/03/2015,2015.0
29,Mercer (SoCon),13,5-8,151,143,294,0.514,05/03/2015,2015.0
30,Saint Joseph's (NEC),17,11-6,192,183,375,0.512,05/03/2015,2015.0
31,Vermont (America East),16,6-10,245,234,479,0.511,05/03/2015,2015.0
32,Air Force (ECAC),15,8-7,163,160,323,0.505,05/03/2015,2015.0
33,Richmond (SoCon),16,11-5,180,184,364,0.495,05/03/2015,2015.0
34,Siena (MAAC),14,5-9,164,174,338,0.485,05/03/2015,2015.0
35,North Carolina (ACC),15,12-3,201,215,416,0.483,05/03/2015,2015.0
36,Mount St. Mary's (NEC),15,5-10,142,154,296,0.480,05/03/2015,2015.0
37,Bellarmine (SoCon),12,4-8,131,143,274,0.478,05/03/2015,2015.0
38,Notre Dame (ACC),12,10-2,149,163,312,0.478,05/03/2015,2015.0
39,Villanova (Big East),14,6-8,155,170,325,0.477,05/03/2015,2015.0
40,UAlbany (America East),17,15-2,247,272,519,0.476,05/03/2015,2015.0
41,Penn (Ivy League),13,6-7,156,172,328,0.476,05/03/2015,2015.0
42,Holy Cross (Patriot),13,6-7,147,167,314,0.468,05/03/2015,2015.0
43,VMI (SoCon),15,1-14,167,191,358,0.466,05/03/2015,2015.0
44,Virginia (ACC),14,10-4,172,197,369,0.466,05/03/2015,2015.0
45,Delaware (CAA),15,5-10,160,186,346,0.462,05/03/2015,2015.0
46,Lehigh (Patriot),16,7-9,170,202,372,0.457,05/03/2015,2015.0
47,Robert Morris (NEC),14,3-11,155,185,340,0.456,05/03/2015,2015.0
48,Canisius (MAAC),15,3-12,152,184,336,0.452,05/03/2015,2015.0
49,St. John's (NY) (Big East),14,3-11,157,192,349,0.450,05/03/2015,2015.0
50,Georgetown (Big East),16,10-6,186,228,414,0.449,05/03/2015,2015.0
51,Detroit Mercy (MAAC),14,8-6,148,183,331,0.447,05/03/2015,2015.0
52,Michigan (Big Ten),13,5-8,146,181,327,0.446,05/03/2015,2015.0
53,Princeton (Ivy League),15,9-6,173,219,392,0.441,05/03/2015,2015.0
54,UMBC (America East),13,5-8,124,160,284,0.437,05/03/2015,2015.0
55,NJIT (Independent),12,0-12,107,140,247,0.433,05/03/2015,2015.0
56,Marquette (Big East),16,10-6,168,221,389,0.432,05/03/2015,2015.0
57,Bucknell (Patriot),15,9-6,149,197,346,0.431,05/03/2015,2015.0
58,Massachusetts (CAA),15,5-10,153,204,357,0.429,05/03/2015,2015.0
58,Wagner (NEC),13,4-9,105,140,245,0.429,05/03/2015,2015.0
60,Harvard (Ivy League),14,7-7,165,223,388,0.425,05/03/2015,2015.0
61,Quinnipiac (MAAC),15,7-8,160,217,377,0.424,05/03/2015,2015.0
62,Furman (SoCon),13,4-9,107,148,255,0.420,05/03/2015,2015.0
63,Monmouth (MAAC),14,6-8,99,147,246,0.402,05/03/2015,2015.0
64,Manhattan (MAAC),15,1-14,136,203,339,0.401,05/03/2015,2015.0
65,Lafayette (Patriot),14,4-10,133,208,341,0.390,05/03/2015,2015.0
66,Hobart (NEC),14,7-7,115,182,297,0.387,05/03/2015,2015.0
67,Providence (Big East),14,5-9,119,192,311,0.383,05/03/2015,2015.0
68,Colgate (Patriot),15,10-5,128,213,341,0.375,05/03/2015,2015.0
-,UMass Lowell (America East),14,1-13,75,272,347,0.216,05/03/2015,2015.0
1,Denver (Big East),15,13-2,268,110,378,0.709,05/02/2015,2015.0
2,Bryant (NEC),17,8-9,229,112,341,0.672,05/02/2015,2015.0
3,Syracuse (ACC),14,12-2,249,128,377,0.660,05/02/2015,2015.0
4,Cornell (Ivy League),15,10-5,236,128,364,0.648,05/02/2015,2015.0
5,Rutgers (Big Ten),15,5-10,235,128,363,0.647,05/02/2015,2015.0
6,Boston U. (Patriot),13,6-7,202,113,315,0.641,05/02/2015,2015.0
7,Hofstra (CAA),14,5-9,177,115,292,0.606,05/02/2015,2015.0
8,Navy (Patriot),14,9-5,183,122,305,0.600,05/02/2015,2015.0
9,Ohio St. (Big Ten),17,11-6,219,152,371,0.590,05/02/2015,2015.0
10,Brown (Ivy League),16,12-4,261,183,444,0.588,05/02/2015,2015.0
11,Army West Point (Patriot),17,10-7,220,166,386,0.570,05/02/2015,2015.0
12,Duke (ACC),16,11-5,269,205,474,0.568,05/02/2015,2015.0
13,High Point (SoCon),16,10-6,215,167,382,0.563,05/02/2015,2015.0
14,Fairfield (CAA),15,9-6,173,135,308,0.562,05/02/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,178,142,320,0.556,05/02/2015,2015.0
16,Marist (MAAC),16,13-3,208,166,374,0.556,05/02/2015,2015.0
17,Loyola Maryland (Patriot),15,7-8,206,167,373,0.552,05/02/2015,2015.0
18,Drexel (CAA),15,7-8,177,151,328,0.540,05/02/2015,2015.0
19,Johns Hopkins (Big Ten),15,9-6,209,181,390,0.536,05/02/2015,2015.0
20,Hartford (America East),15,7-8,196,171,367,0.534,05/02/2015,2015.0
21,Stony Brook (America East),18,13-5,267,236,503,0.531,05/02/2015,2015.0
22,Binghamton (America East),13,4-9,169,150,319,0.530,05/02/2015,2015.0
23,Maryland (Big Ten),15,12-3,161,144,305,0.528,05/02/2015,2015.0
24,Jacksonville (SoCon),12,4-8,154,140,294,0.524,05/02/2015,2015.0
25,Yale (Ivy League),14,10-4,168,154,322,0.522,05/02/2015,2015.0
26,Towson (CAA),16,11-5,160,149,309,0.518,05/02/2015,2015.0
27,Penn St. (Big Ten),14,5-9,164,153,317,0.517,05/02/2015,2015.0
28,Sacred Heart (NEC),13,6-7,158,148,306,0.516,05/02/2015,2015.0
29,Mercer (SoCon),13,5-8,151,143,294,0.514,05/02/2015,2015.0
30,Saint Joseph's (NEC),17,11-6,192,183,375,0.512,05/02/2015,2015.0
31,Vermont (America East),16,6-10,245,234,479,0.511,05/02/2015,2015.0
32,Air Force (ECAC),15,8-7,163,160,323,0.505,05/02/2015,2015.0
33,Richmond (SoCon),16,11-5,180,184,364,0.495,05/02/2015,2015.0
34,Siena (MAAC),14,5-9,164,174,338,0.485,05/02/2015,2015.0
35,North Carolina (ACC),15,12-3,201,215,416,0.483,05/02/2015,2015.0
36,Mount St. Mary's (NEC),15,5-10,142,154,296,0.480,05/02/2015,2015.0
37,Bellarmine (SoCon),12,4-8,131,143,274,0.478,05/02/2015,2015.0
38,Notre Dame (ACC),12,10-2,149,163,312,0.478,05/02/2015,2015.0
39,Villanova (Big East),14,6-8,155,170,325,0.477,05/02/2015,2015.0
40,UAlbany (America East),17,15-2,247,272,519,0.476,05/02/2015,2015.0
41,Penn (Ivy League),13,6-7,156,172,328,0.476,05/02/2015,2015.0
42,Holy Cross (Patriot),13,6-7,147,167,314,0.468,05/02/2015,2015.0
43,VMI (SoCon),15,1-14,167,191,358,0.466,05/02/2015,2015.0
44,Virginia (ACC),14,10-4,172,197,369,0.466,05/02/2015,2015.0
45,Delaware (CAA),15,5-10,160,186,346,0.462,05/02/2015,2015.0
46,Lehigh (Patriot),16,7-9,170,202,372,0.457,05/02/2015,2015.0
47,Robert Morris (NEC),14,3-11,155,185,340,0.456,05/02/2015,2015.0
48,Canisius (MAAC),15,3-12,152,184,336,0.452,05/02/2015,2015.0
49,St. John's (NY) (Big East),14,3-11,157,192,349,0.450,05/02/2015,2015.0
50,Georgetown (Big East),16,10-6,186,228,414,0.449,05/02/2015,2015.0
51,Detroit Mercy (MAAC),14,8-6,148,183,331,0.447,05/02/2015,2015.0
52,Michigan (Big Ten),13,5-8,146,181,327,0.446,05/02/2015,2015.0
53,Princeton (Ivy League),14,9-5,162,206,368,0.440,05/02/2015,2015.0
54,UMBC (America East),13,5-8,124,160,284,0.437,05/02/2015,2015.0
55,NJIT (Independent),12,0-12,107,140,247,0.433,05/02/2015,2015.0
56,Marquette (Big East),16,10-6,168,221,389,0.432,05/02/2015,2015.0
57,Bucknell (Patriot),15,9-6,149,197,346,0.431,05/02/2015,2015.0
58,Massachusetts (CAA),15,5-10,153,204,357,0.429,05/02/2015,2015.0
58,Wagner (NEC),13,4-9,105,140,245,0.429,05/02/2015,2015.0
60,Harvard (Ivy League),14,7-7,165,223,388,0.425,05/02/2015,2015.0
61,Quinnipiac (MAAC),15,7-8,160,217,377,0.424,05/02/2015,2015.0
62,Furman (SoCon),13,4-9,107,148,255,0.420,05/02/2015,2015.0
63,Monmouth (MAAC),14,6-8,99,147,246,0.402,05/02/2015,2015.0
64,Manhattan (MAAC),15,1-14,136,203,339,0.401,05/02/2015,2015.0
65,Lafayette (Patriot),14,4-10,133,208,341,0.390,05/02/2015,2015.0
66,Hobart (NEC),14,7-7,115,182,297,0.387,05/02/2015,2015.0
67,Providence (Big East),14,5-9,119,192,311,0.383,05/02/2015,2015.0
68,Colgate (Patriot),15,10-5,128,213,341,0.375,05/02/2015,2015.0
-,UMass Lowell (America East),14,1-13,75,272,347,0.216,05/02/2015,2015.0
1,Denver (Big East),14,12-2,249,104,353,0.705,05/01/2015,2015.0
2,Bryant (NEC),16,7-9,212,109,321,0.660,05/01/2015,2015.0
3,Cornell (Ivy League),15,10-5,236,128,364,0.648,05/01/2015,2015.0
4,Rutgers (Big Ten),15,5-10,235,128,363,0.647,05/01/2015,2015.0
5,Syracuse (ACC),13,11-2,231,126,357,0.647,05/01/2015,2015.0
6,Boston U. (Patriot),13,6-7,202,113,315,0.641,05/01/2015,2015.0
7,Navy (Patriot),13,8-5,174,113,287,0.606,05/01/2015,2015.0
8,Hofstra (CAA),14,5-9,177,115,292,0.606,05/01/2015,2015.0
9,Ohio St. (Big Ten),16,11-5,207,141,348,0.595,05/01/2015,2015.0
10,Brown (Ivy League),16,12-4,261,183,444,0.588,05/01/2015,2015.0
11,High Point (SoCon),15,9-6,207,153,360,0.575,05/01/2015,2015.0
12,Army West Point (Patriot),16,10-6,204,154,358,0.570,05/01/2015,2015.0
13,Duke (ACC),16,11-5,269,205,474,0.568,05/01/2015,2015.0
14,Fairfield (CAA),15,9-6,173,135,308,0.562,05/01/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,178,142,320,0.556,05/01/2015,2015.0
16,Marist (MAAC),15,12-3,188,152,340,0.553,05/01/2015,2015.0
17,Loyola Maryland (Patriot),15,7-8,206,167,373,0.552,05/01/2015,2015.0
18,Stony Brook (America East),17,13-4,254,216,470,0.540,05/01/2015,2015.0
19,Drexel (CAA),15,7-8,177,151,328,0.540,05/01/2015,2015.0
20,Johns Hopkins (Big Ten),14,8-6,198,169,367,0.540,05/01/2015,2015.0
21,Hartford (America East),15,7-8,196,171,367,0.534,05/01/2015,2015.0
22,Saint Joseph's (NEC),16,11-5,189,166,355,0.532,05/01/2015,2015.0
23,Binghamton (America East),13,4-9,169,150,319,0.530,05/01/2015,2015.0
24,Maryland (Big Ten),15,12-3,161,144,305,0.528,05/01/2015,2015.0
25,Jacksonville (SoCon),12,4-8,154,140,294,0.524,05/01/2015,2015.0
26,Yale (Ivy League),14,10-4,168,154,322,0.522,05/01/2015,2015.0
27,Penn St. (Big Ten),14,5-9,164,153,317,0.517,05/01/2015,2015.0
28,Sacred Heart (NEC),13,6-7,158,148,306,0.516,05/01/2015,2015.0
29,Mercer (SoCon),13,5-8,151,143,294,0.514,05/01/2015,2015.0
30,Vermont (America East),16,6-10,245,234,479,0.511,05/01/2015,2015.0
31,Towson (CAA),15,10-5,146,143,289,0.505,05/01/2015,2015.0
32,Air Force (ECAC),14,8-6,154,151,305,0.505,05/01/2015,2015.0
33,Richmond (SoCon),15,11-4,166,176,342,0.485,05/01/2015,2015.0
34,Siena (MAAC),14,5-9,164,174,338,0.485,05/01/2015,2015.0
35,North Carolina (ACC),15,12-3,201,215,416,0.483,05/01/2015,2015.0
36,Notre Dame (ACC),11,9-2,137,147,284,0.482,05/01/2015,2015.0
37,Mount St. Mary's (NEC),15,5-10,142,154,296,0.480,05/01/2015,2015.0
38,Bellarmine (SoCon),12,4-8,131,143,274,0.478,05/01/2015,2015.0
39,Villanova (Big East),14,6-8,155,170,325,0.477,05/01/2015,2015.0
40,Penn (Ivy League),13,6-7,156,172,328,0.476,05/01/2015,2015.0
41,Holy Cross (Patriot),13,6-7,147,167,314,0.468,05/01/2015,2015.0
42,UAlbany (America East),16,14-2,227,259,486,0.467,05/01/2015,2015.0
43,VMI (SoCon),15,1-14,167,191,358,0.466,05/01/2015,2015.0
44,Virginia (ACC),14,10-4,172,197,369,0.466,05/01/2015,2015.0
45,Georgetown (Big East),15,10-5,180,209,389,0.463,05/01/2015,2015.0
46,Delaware (CAA),15,5-10,160,186,346,0.462,05/01/2015,2015.0
47,Lehigh (Patriot),16,7-9,170,202,372,0.457,05/01/2015,2015.0
48,Robert Morris (NEC),14,3-11,155,185,340,0.456,05/01/2015,2015.0
49,Canisius (MAAC),15,3-12,152,184,336,0.452,05/01/2015,2015.0
50,St. John's (NY) (Big East),14,3-11,157,192,349,0.450,05/01/2015,2015.0
