Rank,Team,Games,W-L,Goals,Goals Allowed,Margin,Date,Academic Year
31,Penn St. (Big Ten),5,2-3,51,50,0.20,03/08/2015,2015.0
31,Bucknell (Patriot),5,3-2,43,42,0.20,03/08/2015,2015.0
33,Loyola Maryland (Patriot),6,3-3,66,65,0.17,03/08/2015,2015.0
34,Hartford (America East),4,2-2,42,42,0.00,03/08/2015,2015.0
35,Michigan (Big Ten),6,3-3,72,73,-0.17,03/08/2015,2015.0
36,Lehigh (Patriot),5,2-3,49,50,-0.20,03/08/2015,2015.0
37,Air Force (ECAC),7,3-4,60,65,-0.71,03/08/2015,2015.0
38,Detroit Mercy (MAAC),6,4-2,58,63,-0.83,03/08/2015,2015.0
39,Wagner (NEC),5,1-4,42,47,-1.00,03/08/2015,2015.0
39,Monmouth (MAAC),4,2-2,21,25,-1.00,03/08/2015,2015.0
41,Delaware (CAA),7,3-4,65,73,-1.14,03/08/2015,2015.0
42,Penn (Ivy League),6,3-3,59,66,-1.17,03/08/2015,2015.0
43,Mount St. Mary's (NEC),5,2-3,37,43,-1.20,03/08/2015,2015.0
44,Siena (MAAC),6,3-3,61,69,-1.33,03/08/2015,2015.0
44,St. John's (NY) (Big East),6,1-5,55,63,-1.33,03/08/2015,2015.0
46,Providence (Big East),5,3-2,44,51,-1.40,03/08/2015,2015.0
47,Binghamton (America East),4,1-3,40,47,-1.75,03/08/2015,2015.0
48,Robert Morris (NEC),5,1-4,48,57,-1.80,03/08/2015,2015.0
49,Vermont (America East),6,2-4,60,72,-2.00,03/08/2015,2015.0
49,Holy Cross (Patriot),5,3-2,42,52,-2.00,03/08/2015,2015.0
49,Hobart (NEC),4,2-2,41,49,-2.00,03/08/2015,2015.0
49,Bellarmine (SoCon),4,1-3,40,48,-2.00,03/08/2015,2015.0
53,UMBC (America East),5,2-3,32,44,-2.40,03/08/2015,2015.0
54,Quinnipiac (MAAC),4,1-3,37,47,-2.50,03/08/2015,2015.0
55,Drexel (CAA),6,2-4,54,70,-2.67,03/08/2015,2015.0
56,Rutgers (Big Ten),7,2-5,60,79,-2.71,03/08/2015,2015.0
57,Jacksonville (SoCon),4,2-2,40,51,-2.75,03/08/2015,2015.0
57,Lafayette (Patriot),4,1-3,29,40,-2.75,03/08/2015,2015.0
59,Bryant (NEC),5,1-4,38,52,-2.80,03/08/2015,2015.0
60,Sacred Heart (NEC),3,1-2,23,33,-3.33,03/08/2015,2015.0
61,Furman (SoCon),6,1-5,39,64,-4.17,03/08/2015,2015.0
62,Massachusetts (CAA),5,0-5,49,74,-5.00,03/08/2015,2015.0
62,Canisius (MAAC),4,0-4,28,48,-5.00,03/08/2015,2015.0
64,Dartmouth (Ivy League),4,1-3,30,55,-6.25,03/08/2015,2015.0
64,UMass Lowell (America East),4,1-3,28,53,-6.25,03/08/2015,2015.0
66,NJIT (Independent),4,0-4,24,54,-7.50,03/08/2015,2015.0
67,Mercer (SoCon),5,0-5,33,75,-8.40,03/08/2015,2015.0
68,VMI (SoCon),6,0-6,30,99,-11.50,03/08/2015,2015.0
69,Manhattan (MAAC),6,0-6,22,107,-14.17,03/08/2015,2015.0
1,North Carolina (ACC),6,6-0,105,48,9.50,03/07/2015,2015.0
2,Brown (Ivy League),3,3-0,52,26,8.67,03/07/2015,2015.0
3,Syracuse (ACC),5,5-0,76,37,7.80,03/07/2015,2015.0
4,Army West Point (Patriot),7,5-2,94,43,7.29,03/07/2015,2015.0
5,Notre Dame (ACC),4,3-1,61,36,6.25,03/07/2015,2015.0
6,Stony Brook (America East),5,4-1,69,39,6.00,03/07/2015,2015.0
7,Duke (ACC),7,6-1,113,73,5.71,03/07/2015,2015.0
8,Yale (Ivy League),5,5-0,65,37,5.60,03/07/2015,2015.0
9,Richmond (SoCon),5,3-2,59,33,5.20,03/07/2015,2015.0
10,Maryland (Big Ten),5,4-1,48,25,4.60,03/07/2015,2015.0
11,Boston U. (Patriot),6,4-2,77,50,4.50,03/07/2015,2015.0
12,Denver (Big East),5,4-1,64,46,3.60,03/07/2015,2015.0
13,Villanova (Big East),5,4-1,62,46,3.20,03/07/2015,2015.0
14,Ohio St. (Big Ten),7,5-2,69,48,3.00,03/07/2015,2015.0
15,Cornell (Ivy League),5,3-2,69,56,2.60,03/07/2015,2015.0
16,Johns Hopkins (Big Ten),6,3-3,73,58,2.50,03/07/2015,2015.0
17,Hofstra (CAA),5,1-4,59,47,2.40,03/07/2015,2015.0
17,Fairfield (CAA),5,2-3,51,39,2.40,03/07/2015,2015.0
19,Marquette (Big East),6,6-0,66,54,2.00,03/07/2015,2015.0
20,Virginia (ACC),5,4-1,65,56,1.80,03/07/2015,2015.0
20,Michigan (Big Ten),5,3-2,60,51,1.80,03/07/2015,2015.0
22,Georgetown (Big East),5,3-2,57,49,1.60,03/07/2015,2015.0
23,Princeton (Ivy League),4,3-1,48,42,1.50,03/07/2015,2015.0
24,Saint Joseph's (NEC),6,3-3,54,47,1.17,03/07/2015,2015.0
24,Towson (CAA),6,4-2,52,45,1.17,03/07/2015,2015.0
26,High Point (SoCon),7,3-4,83,78,0.71,03/07/2015,2015.0
27,Colgate (Patriot),5,4-1,52,49,0.60,03/07/2015,2015.0
28,Navy (Patriot),6,3-3,52,49,0.50,03/07/2015,2015.0
28,Harvard (Ivy League),4,3-1,57,55,0.50,03/07/2015,2015.0
30,UAlbany (America East),3,2-1,34,33,0.33,03/07/2015,2015.0
31,Marist (MAAC),4,3-1,39,38,0.25,03/07/2015,2015.0
32,Penn St. (Big Ten),5,2-3,51,50,0.20,03/07/2015,2015.0
32,Bucknell (Patriot),5,3-2,43,42,0.20,03/07/2015,2015.0
34,Loyola Maryland (Patriot),6,3-3,66,65,0.17,03/07/2015,2015.0
35,Hartford (America East),4,2-2,42,42,0.00,03/07/2015,2015.0
36,Lehigh (Patriot),5,2-3,49,50,-0.20,03/07/2015,2015.0
37,Delaware (CAA),6,3-3,58,62,-0.67,03/07/2015,2015.0
38,Detroit Mercy (MAAC),6,4-2,58,63,-0.83,03/07/2015,2015.0
39,Wagner (NEC),5,1-4,42,47,-1.00,03/07/2015,2015.0
39,Monmouth (MAAC),4,2-2,21,25,-1.00,03/07/2015,2015.0
41,Penn (Ivy League),6,3-3,59,66,-1.17,03/07/2015,2015.0
42,Mount St. Mary's (NEC),5,2-3,37,43,-1.20,03/07/2015,2015.0
43,Siena (MAAC),6,3-3,61,69,-1.33,03/07/2015,2015.0
43,St. John's (NY) (Big East),6,1-5,55,63,-1.33,03/07/2015,2015.0
45,Providence (Big East),5,3-2,44,51,-1.40,03/07/2015,2015.0
46,Air Force (ECAC),6,2-4,48,57,-1.50,03/07/2015,2015.0
47,Robert Morris (NEC),5,1-4,48,57,-1.80,03/07/2015,2015.0
48,Vermont (America East),6,2-4,60,72,-2.00,03/07/2015,2015.0
48,Holy Cross (Patriot),5,3-2,42,52,-2.00,03/07/2015,2015.0
48,Hobart (NEC),4,2-2,41,49,-2.00,03/07/2015,2015.0
48,Bellarmine (SoCon),4,1-3,40,48,-2.00,03/07/2015,2015.0
52,UMBC (America East),5,2-3,32,44,-2.40,03/07/2015,2015.0
53,Rutgers (Big Ten),6,2-4,51,66,-2.50,03/07/2015,2015.0
53,Quinnipiac (MAAC),4,1-3,37,47,-2.50,03/07/2015,2015.0
55,Drexel (CAA),6,2-4,54,70,-2.67,03/07/2015,2015.0
56,Jacksonville (SoCon),4,2-2,40,51,-2.75,03/07/2015,2015.0
56,Lafayette (Patriot),4,1-3,29,40,-2.75,03/07/2015,2015.0
58,Bryant (NEC),5,1-4,38,52,-2.80,03/07/2015,2015.0
59,Sacred Heart (NEC),3,1-2,23,33,-3.33,03/07/2015,2015.0
60,Binghamton (America East),3,0-3,29,40,-3.67,03/07/2015,2015.0
61,Furman (SoCon),6,1-5,39,64,-4.17,03/07/2015,2015.0
62,Massachusetts (CAA),5,0-5,49,74,-5.00,03/07/2015,2015.0
62,Canisius (MAAC),4,0-4,28,48,-5.00,03/07/2015,2015.0
64,Dartmouth (Ivy League),4,1-3,30,55,-6.25,03/07/2015,2015.0
64,UMass Lowell (America East),4,1-3,28,53,-6.25,03/07/2015,2015.0
66,NJIT (Independent),4,0-4,24,54,-7.50,03/07/2015,2015.0
67,Mercer (SoCon),4,0-4,27,61,-8.50,03/07/2015,2015.0
68,VMI (SoCon),5,0-5,22,87,-13.00,03/07/2015,2015.0
69,Manhattan (MAAC),6,0-6,22,107,-14.17,03/07/2015,2015.0
1,Army West Point (Patriot),6,5-1,88,36,8.67,03/05/2015,2015.0
1,Brown (Ivy League),3,3-0,52,26,8.67,03/05/2015,2015.0
1,Notre Dame (ACC),3,3-0,51,25,8.67,03/05/2015,2015.0
4,Syracuse (ACC),4,4-0,62,31,7.75,03/05/2015,2015.0
5,North Carolina (ACC),5,5-0,79,42,7.40,03/05/2015,2015.0
6,Yale (Ivy League),4,4-0,56,29,6.75,03/05/2015,2015.0
7,Stony Brook (America East),5,4-1,69,39,6.00,03/05/2015,2015.0
8,Duke (ACC),6,5-1,99,65,5.67,03/05/2015,2015.0
9,Princeton (Ivy League),3,3-0,44,31,4.33,03/05/2015,2015.0
10,Denver (Big East),4,3-1,53,36,4.25,03/05/2015,2015.0
11,Boston U. (Patriot),5,3-2,59,39,4.00,03/05/2015,2015.0
11,Maryland (Big Ten),4,3-1,37,21,4.00,03/05/2015,2015.0
13,Cornell (Ivy League),4,3-1,55,41,3.50,03/05/2015,2015.0
14,Ohio St. (Big Ten),6,4-2,60,40,3.33,03/05/2015,2015.0
15,Hofstra (CAA),4,1-3,51,38,3.25,03/05/2015,2015.0
15,Fairfield (CAA),4,2-2,43,30,3.25,03/05/2015,2015.0
17,Villanova (Big East),4,3-1,45,35,2.50,03/05/2015,2015.0
17,Colgate (Patriot),4,4-0,41,31,2.50,03/05/2015,2015.0
19,Johns Hopkins (Big Ten),5,2-3,60,50,2.00,03/05/2015,2015.0
19,Marquette (Big East),5,5-0,54,44,2.00,03/05/2015,2015.0
19,Virginia (ACC),4,3-1,50,42,2.00,03/05/2015,2015.0
22,Michigan (Big Ten),5,3-2,60,51,1.80,03/05/2015,2015.0
23,Richmond (SoCon),4,2-2,39,32,1.75,03/05/2015,2015.0
24,Navy (Patriot),5,3-2,44,36,1.60,03/05/2015,2015.0
25,Loyola Maryland (Patriot),5,3-2,58,51,1.40,03/05/2015,2015.0
26,High Point (SoCon),6,3-3,74,68,1.00,03/05/2015,2015.0
26,Penn St. (Big Ten),4,2-2,42,38,1.00,03/05/2015,2015.0
26,Monmouth (MAAC),3,2-1,19,16,1.00,03/05/2015,2015.0
29,Georgetown (Big East),4,2-2,42,39,0.75,03/05/2015,2015.0
30,Towson (CAA),5,3-2,41,38,0.60,03/05/2015,2015.0
31,St. John's (NY) (Big East),5,1-4,49,49,0.00,03/05/2015,2015.0
31,Saint Joseph's (NEC),5,2-3,45,45,0.00,03/05/2015,2015.0
31,Lehigh (Patriot),4,2-2,41,41,0.00,03/05/2015,2015.0
31,Bucknell (Patriot),4,2-2,34,34,0.00,03/05/2015,2015.0
31,Marist (MAAC),3,2-1,29,29,0.00,03/05/2015,2015.0
31,UAlbany (America East),2,1-1,24,24,0.00,03/05/2015,2015.0
37,Penn (Ivy League),5,3-2,48,49,-0.20,03/05/2015,2015.0
38,Harvard (Ivy League),3,2-1,45,46,-0.33,03/05/2015,2015.0
38,Hartford (America East),3,1-2,32,33,-0.33,03/05/2015,2015.0
40,Delaware (CAA),6,3-3,58,62,-0.67,03/05/2015,2015.0
41,Detroit Mercy (MAAC),6,4-2,58,63,-0.83,03/05/2015,2015.0
42,Wagner (NEC),4,1-3,32,36,-1.00,03/05/2015,2015.0
42,Hobart (NEC),3,2-1,31,34,-1.00,03/05/2015,2015.0
44,Siena (MAAC),5,3-2,51,57,-1.20,03/05/2015,2015.0
45,Air Force (ECAC),5,2-3,38,46,-1.60,03/05/2015,2015.0
46,Mount St. Mary's (NEC),4,1-3,30,37,-1.75,03/05/2015,2015.0
47,Bellarmine (SoCon),4,1-3,40,48,-2.00,03/05/2015,2015.0
47,UMBC (America East),4,2-2,25,33,-2.00,03/05/2015,2015.0
49,Rutgers (Big Ten),6,2-4,51,66,-2.50,03/05/2015,2015.0
49,Providence (Big East),4,2-2,33,43,-2.50,03/05/2015,2015.0
51,Vermont (America East),5,1-4,49,62,-2.60,03/05/2015,2015.0
52,Robert Morris (NEC),4,0-4,36,47,-2.75,03/05/2015,2015.0
52,Holy Cross (Patriot),4,2-2,35,46,-2.75,03/05/2015,2015.0
52,Bryant (NEC),4,1-3,30,41,-2.75,03/05/2015,2015.0
52,Lafayette (Patriot),4,1-3,29,40,-2.75,03/05/2015,2015.0
56,Jacksonville (SoCon),3,2-1,30,39,-3.00,03/05/2015,2015.0
56,Quinnipiac (MAAC),3,1-2,28,37,-3.00,03/05/2015,2015.0
58,Sacred Heart (NEC),2,1-1,15,22,-3.50,03/05/2015,2015.0
59,Binghamton (America East),3,0-3,29,40,-3.67,03/05/2015,2015.0
60,Drexel (CAA),5,1-4,43,62,-3.80,03/05/2015,2015.0
61,Furman (SoCon),5,1-4,33,57,-4.80,03/05/2015,2015.0
62,Canisius (MAAC),4,0-4,28,48,-5.00,03/05/2015,2015.0
63,Massachusetts (CAA),4,0-4,40,64,-6.00,03/05/2015,2015.0
64,Mercer (SoCon),4,0-4,27,61,-8.50,03/05/2015,2015.0
65,Dartmouth (Ivy League),3,0-3,19,45,-8.67,03/05/2015,2015.0
66,UMass Lowell (America East),3,0-3,19,46,-9.00,03/05/2015,2015.0
67,NJIT (Independent),3,0-3,17,45,-9.33,03/05/2015,2015.0
68,VMI (SoCon),4,0-4,21,67,-11.50,03/05/2015,2015.0
69,Manhattan (MAAC),5,0-5,16,81,-13.00,03/05/2015,2015.0
1,Army West Point (Patriot),6,5-1,88,36,8.67,03/04/2015,2015.0
1,Brown (Ivy League),3,3-0,52,26,8.67,03/04/2015,2015.0
1,Notre Dame (ACC),3,3-0,51,25,8.67,03/04/2015,2015.0
4,Syracuse (ACC),4,4-0,62,31,7.75,03/04/2015,2015.0
5,North Carolina (ACC),5,5-0,79,42,7.40,03/04/2015,2015.0
6,Yale (Ivy League),4,4-0,56,29,6.75,03/04/2015,2015.0
7,Stony Brook (America East),5,4-1,69,39,6.00,03/04/2015,2015.0
8,Duke (ACC),6,5-1,99,65,5.67,03/04/2015,2015.0
9,Princeton (Ivy League),3,3-0,44,31,4.33,03/04/2015,2015.0
10,Denver (Big East),4,3-1,53,36,4.25,03/04/2015,2015.0
11,Boston U. (Patriot),5,3-2,59,39,4.00,03/04/2015,2015.0
11,Maryland (Big Ten),4,3-1,37,21,4.00,03/04/2015,2015.0
13,Cornell (Ivy League),4,3-1,55,41,3.50,03/04/2015,2015.0
14,Ohio St. (Big Ten),6,4-2,60,40,3.33,03/04/2015,2015.0
15,Hofstra (CAA),4,1-3,51,38,3.25,03/04/2015,2015.0
15,Fairfield (CAA),4,2-2,43,30,3.25,03/04/2015,2015.0
17,Villanova (Big East),4,3-1,45,35,2.50,03/04/2015,2015.0
17,Colgate (Patriot),4,4-0,41,31,2.50,03/04/2015,2015.0
19,Johns Hopkins (Big Ten),5,2-3,60,50,2.00,03/04/2015,2015.0
19,Marquette (Big East),5,5-0,54,44,2.00,03/04/2015,2015.0
19,Virginia (ACC),4,3-1,50,42,2.00,03/04/2015,2015.0
22,Michigan (Big Ten),5,3-2,60,51,1.80,03/04/2015,2015.0
23,Richmond (SoCon),4,2-2,39,32,1.75,03/04/2015,2015.0
24,Navy (Patriot),5,3-2,44,36,1.60,03/04/2015,2015.0
25,Loyola Maryland (Patriot),5,3-2,58,51,1.40,03/04/2015,2015.0
26,High Point (SoCon),6,3-3,74,68,1.00,03/04/2015,2015.0
26,Penn St. (Big Ten),4,2-2,42,38,1.00,03/04/2015,2015.0
26,Monmouth (MAAC),3,2-1,19,16,1.00,03/04/2015,2015.0
29,Georgetown (Big East),4,2-2,42,39,0.75,03/04/2015,2015.0
30,Towson (CAA),5,3-2,41,38,0.60,03/04/2015,2015.0
31,St. John's (NY) (Big East),5,1-4,49,49,0.00,03/04/2015,2015.0
31,Saint Joseph's (NEC),5,2-3,45,45,0.00,03/04/2015,2015.0
31,Lehigh (Patriot),4,2-2,41,41,0.00,03/04/2015,2015.0
31,Bucknell (Patriot),4,2-2,34,34,0.00,03/04/2015,2015.0
31,Marist (MAAC),3,2-1,29,29,0.00,03/04/2015,2015.0
31,UAlbany (America East),2,1-1,24,24,0.00,03/04/2015,2015.0
37,Penn (Ivy League),5,3-2,48,49,-0.20,03/04/2015,2015.0
38,Harvard (Ivy League),3,2-1,45,46,-0.33,03/04/2015,2015.0
38,Hartford (America East),3,1-2,32,33,-0.33,03/04/2015,2015.0
40,Delaware (CAA),6,3-3,58,62,-0.67,03/04/2015,2015.0
41,Detroit Mercy (MAAC),6,4-2,58,63,-0.83,03/04/2015,2015.0
42,Wagner (NEC),4,1-3,32,36,-1.00,03/04/2015,2015.0
42,Hobart (NEC),3,2-1,31,34,-1.00,03/04/2015,2015.0
44,Siena (MAAC),5,3-2,51,57,-1.20,03/04/2015,2015.0
45,Air Force (ECAC),5,2-3,38,46,-1.60,03/04/2015,2015.0
46,Mount St. Mary's (NEC),4,1-3,30,37,-1.75,03/04/2015,2015.0
47,Bellarmine (SoCon),4,1-3,40,48,-2.00,03/04/2015,2015.0
47,UMBC (America East),4,2-2,25,33,-2.00,03/04/2015,2015.0
49,Rutgers (Big Ten),6,2-4,51,66,-2.50,03/04/2015,2015.0
49,Providence (Big East),4,2-2,33,43,-2.50,03/04/2015,2015.0
51,Vermont (America East),5,1-4,49,62,-2.60,03/04/2015,2015.0
52,Robert Morris (NEC),4,0-4,36,47,-2.75,03/04/2015,2015.0
52,Holy Cross (Patriot),4,2-2,35,46,-2.75,03/04/2015,2015.0
52,Bryant (NEC),4,1-3,30,41,-2.75,03/04/2015,2015.0
52,Lafayette (Patriot),4,1-3,29,40,-2.75,03/04/2015,2015.0
56,Jacksonville (SoCon),3,2-1,30,39,-3.00,03/04/2015,2015.0
56,Quinnipiac (MAAC),3,1-2,28,37,-3.00,03/04/2015,2015.0
58,Sacred Heart (NEC),2,1-1,15,22,-3.50,03/04/2015,2015.0
59,Binghamton (America East),3,0-3,29,40,-3.67,03/04/2015,2015.0
60,Drexel (CAA),5,1-4,43,62,-3.80,03/04/2015,2015.0
61,Furman (SoCon),5,1-4,33,57,-4.80,03/04/2015,2015.0
62,Canisius (MAAC),4,0-4,28,48,-5.00,03/04/2015,2015.0
63,Massachusetts (CAA),4,0-4,40,64,-6.00,03/04/2015,2015.0
64,Mercer (SoCon),4,0-4,27,61,-8.50,03/04/2015,2015.0
65,Dartmouth (Ivy League),3,0-3,19,45,-8.67,03/04/2015,2015.0
66,UMass Lowell (America East),3,0-3,19,46,-9.00,03/04/2015,2015.0
67,NJIT (Independent),3,0-3,17,45,-9.33,03/04/2015,2015.0
68,VMI (SoCon),4,0-4,21,67,-11.50,03/04/2015,2015.0
69,Manhattan (MAAC),5,0-5,16,81,-13.00,03/04/2015,2015.0
1,Army West Point (Patriot),6,5-1,88,36,8.67,03/03/2015,2015.0
1,Notre Dame (ACC),3,3-0,51,25,8.67,03/03/2015,2015.0
3,Brown (Ivy League),2,2-0,35,18,8.50,03/03/2015,2015.0
4,Syracuse (ACC),4,4-0,62,31,7.75,03/03/2015,2015.0
5,North Carolina (ACC),5,5-0,79,42,7.40,03/03/2015,2015.0
6,Yale (Ivy League),4,4-0,56,29,6.75,03/03/2015,2015.0
7,Stony Brook (America East),4,3-1,55,29,6.50,03/03/2015,2015.0
8,Duke (ACC),6,5-1,99,65,5.67,03/03/2015,2015.0
9,Princeton (Ivy League),3,3-0,44,31,4.33,03/03/2015,2015.0
10,Denver (Big East),4,3-1,53,36,4.25,03/03/2015,2015.0
11,Boston U. (Patriot),5,3-2,59,39,4.00,03/03/2015,2015.0
11,Maryland (Big Ten),4,3-1,37,21,4.00,03/03/2015,2015.0
11,Hartford (America East),2,1-1,24,16,4.00,03/03/2015,2015.0
14,Cornell (Ivy League),4,3-1,55,41,3.50,03/03/2015,2015.0
15,Ohio St. (Big Ten),6,4-2,60,40,3.33,03/03/2015,2015.0
16,Hofstra (CAA),4,1-3,51,38,3.25,03/03/2015,2015.0
16,Fairfield (CAA),4,2-2,43,30,3.25,03/03/2015,2015.0
18,Villanova (Big East),4,3-1,45,35,2.50,03/03/2015,2015.0
18,Colgate (Patriot),4,4-0,41,31,2.50,03/03/2015,2015.0
20,Johns Hopkins (Big Ten),5,2-3,60,50,2.00,03/03/2015,2015.0
20,Marquette (Big East),5,5-0,54,44,2.00,03/03/2015,2015.0
20,Virginia (ACC),4,3-1,50,42,2.00,03/03/2015,2015.0
20,Marist (MAAC),2,2-0,19,15,2.00,03/03/2015,2015.0
24,Michigan (Big Ten),5,3-2,60,51,1.80,03/03/2015,2015.0
25,Richmond (SoCon),4,2-2,39,32,1.75,03/03/2015,2015.0
26,Navy (Patriot),5,3-2,44,36,1.60,03/03/2015,2015.0
27,Loyola Maryland (Patriot),5,3-2,58,51,1.40,03/03/2015,2015.0
28,High Point (SoCon),6,3-3,74,68,1.00,03/03/2015,2015.0
28,Penn St. (Big Ten),4,2-2,42,38,1.00,03/03/2015,2015.0
28,Monmouth (MAAC),3,2-1,19,16,1.00,03/03/2015,2015.0
31,Towson (CAA),5,3-2,41,38,0.60,03/03/2015,2015.0
32,St. John's (NY) (Big East),5,1-4,49,49,0.00,03/03/2015,2015.0
32,Saint Joseph's (NEC),5,2-3,45,45,0.00,03/03/2015,2015.0
32,Lehigh (Patriot),4,2-2,41,41,0.00,03/03/2015,2015.0
32,Bucknell (Patriot),4,2-2,34,34,0.00,03/03/2015,2015.0
32,UAlbany (America East),2,1-1,24,24,0.00,03/03/2015,2015.0
37,Penn (Ivy League),5,3-2,48,49,-0.20,03/03/2015,2015.0
38,Harvard (Ivy League),3,2-1,45,46,-0.33,03/03/2015,2015.0
38,Mount St. Mary's (NEC),3,1-2,25,26,-0.33,03/03/2015,2015.0
40,Delaware (CAA),6,3-3,58,62,-0.67,03/03/2015,2015.0
41,Wagner (NEC),4,1-3,32,36,-1.00,03/03/2015,2015.0
41,Georgetown (Big East),3,1-2,31,34,-1.00,03/03/2015,2015.0
41,Hobart (NEC),3,2-1,31,34,-1.00,03/03/2015,2015.0
44,Siena (MAAC),5,3-2,51,57,-1.20,03/03/2015,2015.0
45,Air Force (ECAC),5,2-3,38,46,-1.60,03/03/2015,2015.0
46,Detroit Mercy (MAAC),5,3-2,46,56,-2.00,03/03/2015,2015.0
46,Bellarmine (SoCon),4,1-3,40,48,-2.00,03/03/2015,2015.0
46,UMBC (America East),4,2-2,25,33,-2.00,03/03/2015,2015.0
49,Rutgers (Big Ten),6,2-4,51,66,-2.50,03/03/2015,2015.0
49,Providence (Big East),4,2-2,33,43,-2.50,03/03/2015,2015.0
51,Vermont (America East),5,1-4,49,62,-2.60,03/03/2015,2015.0
52,Robert Morris (NEC),4,0-4,36,47,-2.75,03/03/2015,2015.0
52,Holy Cross (Patriot),4,2-2,35,46,-2.75,03/03/2015,2015.0
52,Bryant (NEC),4,1-3,30,41,-2.75,03/03/2015,2015.0
52,Lafayette (Patriot),4,1-3,29,40,-2.75,03/03/2015,2015.0
56,Jacksonville (SoCon),3,2-1,30,39,-3.00,03/03/2015,2015.0
56,Quinnipiac (MAAC),3,1-2,28,37,-3.00,03/03/2015,2015.0
58,Binghamton (America East),3,0-3,29,40,-3.67,03/03/2015,2015.0
59,Drexel (CAA),5,1-4,43,62,-3.80,03/03/2015,2015.0
60,Furman (SoCon),5,1-4,33,57,-4.80,03/03/2015,2015.0
61,Canisius (MAAC),4,0-4,28,48,-5.00,03/03/2015,2015.0
62,Massachusetts (CAA),4,0-4,40,64,-6.00,03/03/2015,2015.0
63,Sacred Heart (NEC),1,0-1,5,13,-8.00,03/03/2015,2015.0
64,UMass Lowell (America East),3,0-3,19,46,-9.00,03/03/2015,2015.0
65,NJIT (Independent),3,0-3,17,45,-9.33,03/03/2015,2015.0
66,Mercer (SoCon),3,0-3,20,49,-9.67,03/03/2015,2015.0
67,VMI (SoCon),4,0-4,21,67,-11.50,03/03/2015,2015.0
68,Dartmouth (Ivy League),2,0-2,10,35,-12.50,03/03/2015,2015.0
69,Manhattan (MAAC),5,0-5,16,81,-13.00,03/03/2015,2015.0
1,Army West Point (Patriot),5,4-1,79,29,10.00,03/01/2015,2015.0
2,Notre Dame (ACC),3,3-0,51,25,8.67,03/01/2015,2015.0
2,Yale (Ivy League),3,3-0,45,19,8.67,03/01/2015,2015.0
4,Brown (Ivy League),2,2-0,35,18,8.50,03/01/2015,2015.0
5,Syracuse (ACC),4,4-0,62,31,7.75,03/01/2015,2015.0
6,North Carolina (ACC),5,5-0,79,42,7.40,03/01/2015,2015.0
7,Stony Brook (America East),4,3-1,55,29,6.50,03/01/2015,2015.0
8,Duke (ACC),6,5-1,99,65,5.67,03/01/2015,2015.0
9,Princeton (Ivy League),3,3-0,44,31,4.33,03/01/2015,2015.0
10,Denver (Big East),4,3-1,53,36,4.25,03/01/2015,2015.0
11,Boston U. (Patriot),5,3-2,59,39,4.00,03/01/2015,2015.0
11,Maryland (Big Ten),4,3-1,37,21,4.00,03/01/2015,2015.0
11,Hartford (America East),2,1-1,24,16,4.00,03/01/2015,2015.0
14,Michigan (Big Ten),4,3-1,52,37,3.75,03/01/2015,2015.0
15,Cornell (Ivy League),4,3-1,55,41,3.50,03/01/2015,2015.0
16,Ohio St. (Big Ten),6,4-2,60,40,3.33,03/01/2015,2015.0
17,Hofstra (CAA),4,1-3,51,38,3.25,03/01/2015,2015.0
17,Fairfield (CAA),4,2-2,43,30,3.25,03/01/2015,2015.0
19,Villanova (Big East),4,3-1,45,35,2.50,03/01/2015,2015.0
19,Colgate (Patriot),4,4-0,41,31,2.50,03/01/2015,2015.0
21,Johns Hopkins (Big Ten),5,2-3,60,50,2.00,03/01/2015,2015.0
21,Marquette (Big East),5,5-0,54,44,2.00,03/01/2015,2015.0
21,Virginia (ACC),4,3-1,50,42,2.00,03/01/2015,2015.0
21,Marist (MAAC),2,2-0,19,15,2.00,03/01/2015,2015.0
25,Richmond (SoCon),4,2-2,39,32,1.75,03/01/2015,2015.0
25,Navy (Patriot),4,2-2,36,29,1.75,03/01/2015,2015.0
27,Loyola Maryland (Patriot),5,3-2,58,51,1.40,03/01/2015,2015.0
28,High Point (SoCon),6,3-3,74,68,1.00,03/01/2015,2015.0
28,Penn St. (Big Ten),4,2-2,42,38,1.00,03/01/2015,2015.0
28,Saint Joseph's (NEC),4,2-2,38,34,1.00,03/01/2015,2015.0
28,Towson (CAA),4,3-1,34,30,1.00,03/01/2015,2015.0
32,Holy Cross (Patriot),3,2-1,29,28,0.33,03/01/2015,2015.0
33,St. John's (NY) (Big East),4,1-3,39,38,0.25,03/01/2015,2015.0
34,Lehigh (Patriot),4,2-2,41,41,0.00,03/01/2015,2015.0
34,Bucknell (Patriot),4,2-2,34,34,0.00,03/01/2015,2015.0
34,Wagner (NEC),3,1-2,29,29,0.00,03/01/2015,2015.0
34,UAlbany (America East),2,1-1,24,24,0.00,03/01/2015,2015.0
38,Mount St. Mary's (NEC),3,1-2,25,26,-0.33,03/01/2015,2015.0
39,Monmouth (MAAC),2,1-1,12,13,-0.50,03/01/2015,2015.0
40,Penn (Ivy League),4,2-2,39,43,-1.00,03/01/2015,2015.0
40,Georgetown (Big East),3,1-2,31,34,-1.00,03/01/2015,2015.0
40,Hobart (NEC),3,2-1,31,34,-1.00,03/01/2015,2015.0
43,Siena (MAAC),5,3-2,51,57,-1.20,03/01/2015,2015.0
