Date,Team,Opponent Clear Percent
2023-04-12,Towson,0.852
2023-04-12,Vermont,0.854
2023-04-12,Providence,0.863
2023-04-12,Canisius,0.866
2023-04-12,Lehigh,0.868
2023-04-12,Notre Dame,0.869
2023-04-12,St. Bonaventure,0.869
2023-04-12,Stony Brook,0.869
2023-04-12,Richmond,0.87
2023-04-12,Princeton,0.87
2023-04-12,Robert Morris,0.872
2023-04-12,Colgate,0.872
2023-04-12,Loyola Maryland,0.873
2023-04-12,Rutgers,0.873
2023-04-12,Marquette,0.874
2023-04-12,Duke,0.876
2023-04-12,Siena,0.877
2023-04-12,Mount St. Mary's,0.88
2023-04-12,Wagner,0.882
2023-04-12,Sacred Heart,0.885
2023-04-12,Utah,0.885
2023-04-12,Maryland,0.886
2023-04-12,Detroit Mercy,0.886
2023-04-12,Hofstra,0.891
2023-04-12,Manhattan,0.892
2023-04-12,UAlbany,0.893
2023-04-12,Holy Cross,0.894
2023-04-12,Penn,0.904
2023-04-12,Quinnipiac,0.905
2023-04-12,Massachusetts,0.906
2023-04-12,Mercer,0.91
2023-04-12,Ohio St.,0.912
2023-04-12,Monmouth,0.916
2023-04-12,UMass Lowell,0.918
2023-04-12,NJIT,0.919
2023-04-12,Marist,0.922
2023-04-12,Michigan,0.926
2023-04-12,Drexel,0.94
2023-04-12,Hartford,0.714
2023-04-12,Lindenwood,0.847
2023-04-12,Merrimack,0.873
2023-04-12,Queens,0.874
2023-04-11,High Point,0.747
2023-04-11,Boston U.,0.781
2023-04-11,North Carolina,0.782
2023-04-11,Army West Point,0.785
2023-04-11,Harvard,0.785
2023-04-11,Hobart,0.807
2023-04-11,Yale,0.807
2023-04-11,Dartmouth,0.807
2023-04-11,Villanova,0.81
2023-04-11,UMBC,0.815
2023-04-11,Bucknell,0.817
2023-04-11,Fairfield,0.831
2023-04-11,Georgetown,0.832
2023-04-11,Jacksonville,0.833
2023-04-11,Penn St.,0.834
2023-04-11,Cornell,0.836
2023-04-11,Virginia,0.836
2023-04-11,St. John's,0.837
2023-04-11,Delaware,0.838
2023-04-11,Air Force,0.838
2023-04-11,Navy,0.838
2023-04-11,Binghamton,0.839
2023-04-11,VMI,0.84
2023-04-11,LIU,0.84
2023-04-11,Bryant,0.847
2023-04-11,Bellarmine,0.847
2023-04-11,Saint Joseph's,0.847
2023-04-11,Hampton,0.848
2023-04-11,Lafayette,0.848
2023-04-11,Cleveland St.,0.849
2023-04-11,Denver,0.849
2023-04-11,Johns Hopkins,0.849
2023-04-11,Brown,0.851
2023-04-11,Syracuse,0.852
2023-04-11,Towson,0.852
2023-04-11,Vermont,0.854
2023-04-11,Providence,0.863
2023-04-11,Lehigh,0.868
2023-04-11,Notre Dame,0.869
2023-04-11,St. Bonaventure,0.869
2023-04-11,Stony Brook,0.869
2023-04-11,Richmond,0.87
2023-04-11,Princeton,0.87
2023-04-11,Canisius,0.871
2023-04-11,Colgate,0.872
2023-04-11,Loyola Maryland,0.873
2023-04-11,Rutgers,0.873
2023-04-11,Robert Morris,0.873
2023-04-11,Siena,0.873
2023-04-11,Marquette,0.874
2023-04-11,Mount St. Mary's,0.875
2023-04-11,Duke,0.876
2023-04-11,Wagner,0.877
2023-04-11,Utah,0.882
2023-04-11,Maryland,0.886
2023-04-11,Detroit Mercy,0.888
2023-04-11,Hofstra,0.891
2023-04-11,Manhattan,0.893
2023-04-11,UAlbany,0.893
2023-04-11,Holy Cross,0.894
2023-04-11,Sacred Heart,0.896
2023-04-11,Penn,0.904
2023-04-11,Massachusetts,0.906
2023-04-11,Mercer,0.91
2023-04-11,Ohio St.,0.912
2023-04-11,Quinnipiac,0.915
2023-04-11,Monmouth,0.916
2023-04-11,UMass Lowell,0.918
2023-04-11,NJIT,0.919
2023-04-11,Marist,0.924
2023-04-11,Michigan,0.926
2023-04-11,Drexel,0.94
2023-04-11,Hartford,0.714
2023-04-11,Lindenwood,0.835
2023-04-11,Queens,0.868
2023-04-11,Merrimack,0.873
2023-04-09,High Point,0.747
2023-04-09,Boston U.,0.781
2023-04-09,North Carolina,0.782
2023-04-09,Army West Point,0.785
2023-04-09,Harvard,0.785
2023-04-09,Hobart,0.807
2023-04-09,Yale,0.807
2023-04-09,Dartmouth,0.807
2023-04-09,Villanova,0.81
2023-04-09,UMBC,0.815
2023-04-09,Bucknell,0.817
2023-04-09,Fairfield,0.831
2023-04-09,Georgetown,0.832
2023-04-09,Jacksonville,0.833
2023-04-09,Penn St.,0.834
2023-04-09,Virginia,0.836
2023-04-09,St. John's,0.837
2023-04-09,Delaware,0.838
2023-04-09,Air Force,0.838
2023-04-09,Cornell,0.838
2023-04-09,Navy,0.838
2023-04-09,Binghamton,0.839
2023-04-09,VMI,0.84
2023-04-09,LIU,0.84
2023-04-09,Bryant,0.847
2023-04-09,Bellarmine,0.847
2023-04-09,Saint Joseph's,0.847
2023-04-09,Hampton,0.848
2023-04-09,Cleveland St.,0.849
2023-04-09,Denver,0.849
2023-04-09,Johns Hopkins,0.849
2023-04-09,Brown,0.851
2023-04-09,Syracuse,0.852
2023-04-09,Towson,0.852
2023-04-09,Vermont,0.854
2023-04-09,Lafayette,0.855
2023-04-09,Marquette,0.86
2023-04-09,Providence,0.863
2023-04-09,Lehigh,0.868
2023-04-09,Notre Dame,0.869
2023-04-09,St. Bonaventure,0.869
2023-04-09,Stony Brook,0.869
2023-04-09,Richmond,0.87
2023-04-09,Princeton,0.87
2023-04-09,Canisius,0.871
2023-04-09,Colgate,0.872
2023-04-09,Loyola Maryland,0.873
2023-04-09,Rutgers,0.873
2023-04-09,Robert Morris,0.873
2023-04-09,Siena,0.873
2023-04-09,Mount St. Mary's,0.875
2023-04-09,Duke,0.876
2023-04-09,Wagner,0.877
2023-04-09,Utah,0.882
2023-04-09,Maryland,0.886
2023-04-09,Detroit Mercy,0.888
2023-04-09,Hofstra,0.891
2023-04-09,Manhattan,0.893
2023-04-09,UAlbany,0.893
2023-04-09,Holy Cross,0.894
2023-04-09,Sacred Heart,0.896
2023-04-09,Penn,0.904
2023-04-09,Massachusetts,0.906
2023-04-09,Mercer,0.91
2023-04-09,Ohio St.,0.912
2023-04-09,Quinnipiac,0.915
2023-04-09,Monmouth,0.916
2023-04-09,UMass Lowell,0.918
2023-04-09,NJIT,0.919
2023-04-09,Marist,0.924
2023-04-09,Michigan,0.926
2023-04-09,Drexel,0.94
2023-04-09,Hartford,0.714
2023-04-09,Lindenwood,0.835
2023-04-09,Queens,0.868
2023-04-09,Merrimack,0.873
2023-04-05,High Point,0.748
2023-04-05,Harvard,0.762
2023-04-05,North Carolina,0.78
2023-04-05,Army West Point,0.783
2023-04-05,Boston U.,0.785
2023-04-05,Hobart,0.795
2023-04-05,UMBC,0.807
2023-04-05,Dartmouth,0.808
2023-04-05,Villanova,0.81
2023-04-05,Yale,0.814
2023-04-05,Bucknell,0.819
2023-04-05,Penn St.,0.822
2023-04-05,Fairfield,0.824
2023-04-05,Delaware,0.824
2023-04-05,Cornell,0.826
2023-04-05,Binghamton,0.829
2023-04-05,Air Force,0.829
2023-04-05,VMI,0.83
2023-04-05,Bellarmine,0.831
2023-04-05,Denver,0.831
2023-04-05,Jacksonville,0.832
2023-04-05,Cleveland St.,0.833
2023-04-05,Georgetown,0.836
2023-04-05,LIU,0.837
2023-04-05,Towson,0.837
2023-04-05,Navy,0.838
2023-04-05,Bryant,0.84
2023-04-05,Virginia,0.841
2023-04-05,St. John's,0.847
2023-04-05,Syracuse,0.848
2023-04-05,Hampton,0.848
2023-04-05,Johns Hopkins,0.85
2023-04-05,Lafayette,0.853
2023-04-05,Providence,0.854
2023-04-05,Brown,0.855
2023-04-05,St. Bonaventure,0.858
2023-04-05,Colgate,0.859
2023-04-05,Canisius,0.859
2023-04-05,Saint Joseph's,0.859
2023-04-05,Marquette,0.862
2023-04-05,Duke,0.863
2023-04-05,Notre Dame,0.864
2023-04-05,Vermont,0.865
2023-04-05,Robert Morris,0.866
2023-04-05,Stony Brook,0.867
2023-04-05,Loyola Maryland,0.867
2023-04-05,Richmond,0.869
2023-04-05,Princeton,0.869
2023-04-05,Rutgers,0.871
2023-04-05,Siena,0.871
2023-04-05,Mount St. Mary's,0.875
2023-04-05,Maryland,0.876
2023-04-05,Lehigh,0.877
2023-04-05,Wagner,0.884
2023-04-05,UAlbany,0.887
2023-04-05,Utah,0.887
2023-04-05,Hofstra,0.894
2023-04-05,Penn,0.894
2023-04-05,Holy Cross,0.896
2023-04-05,Manhattan,0.9
2023-04-05,Sacred Heart,0.9
2023-04-05,Massachusetts,0.906
2023-04-05,Mercer,0.908
2023-04-05,Detroit Mercy,0.909
2023-04-05,Ohio St.,0.91
2023-04-05,NJIT,0.914
2023-04-05,Monmouth,0.917
2023-04-05,Quinnipiac,0.917
2023-04-05,Michigan,0.918
2023-04-05,Marist,0.919
2023-04-05,UMass Lowell,0.927
2023-04-05,Drexel,0.94
2023-04-05,Hartford,0.714
2023-04-05,Lindenwood,0.821
2023-04-05,Queens,0.856
2023-04-05,Merrimack,0.873
2023-04-04,High Point,0.748
2023-04-04,Harvard,0.762
2023-04-04,North Carolina,0.78
2023-04-04,Army West Point,0.783
2023-04-04,Boston U.,0.785
2023-04-04,Hobart,0.795
2023-04-04,UMBC,0.807
2023-04-04,Dartmouth,0.808
2023-04-04,Villanova,0.81
2023-04-04,Yale,0.814
2023-04-04,Bucknell,0.819
2023-04-04,Penn St.,0.822
2023-04-04,Fairfield,0.824
2023-04-04,Delaware,0.824
2023-04-04,Cornell,0.826
2023-04-04,Binghamton,0.829
2023-04-04,Air Force,0.829
2023-04-04,VMI,0.83
2023-04-04,Bellarmine,0.831
2023-04-04,Denver,0.831
2023-04-04,Jacksonville,0.832
2023-04-04,Cleveland St.,0.833
2023-04-04,Georgetown,0.836
2023-04-04,LIU,0.837
2023-04-04,Towson,0.837
2023-04-04,Navy,0.838
2023-04-04,Bryant,0.84
2023-04-04,Virginia,0.841
2023-04-04,St. John's,0.847
2023-04-04,Syracuse,0.848
2023-04-04,Hampton,0.848
2023-04-04,Johns Hopkins,0.85
2023-04-04,Lafayette,0.853
2023-04-04,Providence,0.854
2023-04-04,Brown,0.855
2023-04-04,St. Bonaventure,0.858
2023-04-04,Colgate,0.859
2023-04-04,Canisius,0.859
2023-04-04,Saint Joseph's,0.859
2023-04-04,Marquette,0.862
2023-04-04,Duke,0.863
2023-04-04,Notre Dame,0.864
2023-04-04,Vermont,0.865
2023-04-04,Robert Morris,0.866
2023-04-04,Stony Brook,0.867
2023-04-04,Loyola Maryland,0.867
2023-04-04,Richmond,0.869
2023-04-04,Princeton,0.869
2023-04-04,Rutgers,0.871
2023-04-04,Siena,0.871
2023-04-04,Mount St. Mary's,0.875
2023-04-04,Maryland,0.876
2023-04-04,Lehigh,0.877
2023-04-04,Wagner,0.884
2023-04-04,UAlbany,0.887
2023-04-04,Utah,0.887
2023-04-04,Hofstra,0.894
2023-04-04,Penn,0.894
2023-04-04,Holy Cross,0.896
2023-04-04,Manhattan,0.9
2023-04-04,Sacred Heart,0.9
2023-04-04,Massachusetts,0.906
2023-04-04,Mercer,0.908
2023-04-04,Detroit Mercy,0.909
2023-04-04,Ohio St.,0.91
2023-04-04,NJIT,0.914
2023-04-04,Monmouth,0.917
2023-04-04,Quinnipiac,0.917
2023-04-04,Michigan,0.918
2023-04-04,Marist,0.919
2023-04-04,UMass Lowell,0.927
2023-04-04,Drexel,0.94
2023-04-04,Hartford,0.685
2023-04-04,Lindenwood,0.821
2023-04-04,Queens,0.856
2023-04-04,Merrimack,0.873
2023-04-02,High Point,0.748
2023-04-02,Harvard,0.762
2023-04-02,Boston U.,0.778
2023-04-02,North Carolina,0.78
2023-04-02,Army West Point,0.783
2023-04-02,Hobart,0.795
2023-04-02,UMBC,0.807
2023-04-02,Dartmouth,0.808
2023-04-02,Yale,0.809
2023-04-02,Villanova,0.81
2023-04-02,Bucknell,0.819
2023-04-02,Penn St.,0.822
2023-04-02,Fairfield,0.824
2023-04-02,Delaware,0.824
2023-04-02,Cornell,0.826
2023-04-02,Binghamton,0.829
2023-04-02,Air Force,0.829
2023-04-02,VMI,0.83
2023-04-02,Bellarmine,0.831
2023-04-02,Denver,0.831
2023-04-02,Jacksonville,0.832
2023-04-02,Cleveland St.,0.833
2023-04-02,Georgetown,0.836
2023-04-02,LIU,0.837
2023-04-02,Towson,0.837
2023-04-02,Navy,0.838
2023-04-02,Bryant,0.84
2023-04-02,Virginia,0.841
2023-04-02,St. John's,0.847
2023-04-02,Syracuse,0.848
2023-04-02,Hampton,0.848
2023-04-02,Johns Hopkins,0.85
2023-04-02,Lafayette,0.853
2023-04-02,Providence,0.854
2023-04-02,Brown,0.855
2023-04-02,St. Bonaventure,0.858
2023-04-02,Colgate,0.858
2023-04-02,Canisius,0.859
2023-04-02,Marquette,0.862
2023-04-02,Duke,0.863
2023-04-02,Saint Joseph's,0.864
2023-04-02,Notre Dame,0.864
2023-04-02,Vermont,0.865
2023-04-02,Robert Morris,0.866
2023-04-02,Stony Brook,0.867
2023-04-02,Loyola Maryland,0.867
2023-04-02,Richmond,0.869
2023-04-02,Princeton,0.869
2023-04-02,Rutgers,0.871
2023-04-02,Siena,0.871
2023-04-02,Mount St. Mary's,0.875
2023-04-02,Maryland,0.876
2023-04-02,Lehigh,0.877
2023-04-02,Wagner,0.884
2023-04-02,UAlbany,0.887
2023-04-02,Utah,0.887
2023-04-02,Hofstra,0.894
2023-04-02,Penn,0.894
2023-04-02,Holy Cross,0.896
2023-04-02,Manhattan,0.9
2023-04-02,Sacred Heart,0.9
2023-04-02,Massachusetts,0.906
2023-04-02,Monmouth,0.907
2023-04-02,Mercer,0.908
2023-04-02,Detroit Mercy,0.909
2023-04-02,Ohio St.,0.91
2023-04-02,NJIT,0.914
2023-04-02,Quinnipiac,0.917
2023-04-02,Michigan,0.918
2023-04-02,Marist,0.919
2023-04-02,UMass Lowell,0.927
2023-04-02,Drexel,0.94
2023-04-02,Hartford,0.685
2023-04-02,Lindenwood,0.821
2023-04-02,Queens,0.856
2023-04-02,Merrimack,0.873
2023-03-29,High Point,0.744
2023-03-29,Boston U.,0.762
2023-03-29,Harvard,0.763
2023-03-29,Army West Point,0.764
2023-03-29,North Carolina,0.78
2023-03-29,UMBC,0.785
2023-03-29,Hobart,0.802
2023-03-29,Penn St.,0.803
2023-03-29,Dartmouth,0.81
2023-03-29,Yale,0.811
2023-03-29,Bucknell,0.816
2023-03-29,Delaware,0.816
2023-03-29,Air Force,0.816
2023-03-29,Jacksonville,0.817
2023-03-29,Cornell,0.824
2023-03-29,VMI,0.827
2023-03-29,Hampton,0.828
2023-03-29,Denver,0.828
2023-03-29,Cleveland St.,0.828
2023-03-29,Fairfield,0.831
2023-03-29,Binghamton,0.831
2023-03-29,Villanova,0.832
2023-03-29,LIU,0.835
2023-03-29,Navy,0.835
2023-03-29,St. John's,0.836
2023-03-29,Bryant,0.84
2023-03-29,Georgetown,0.84
2023-03-29,Virginia,0.842
2023-03-29,Towson,0.843
2023-03-29,Johns Hopkins,0.843
2023-03-29,Lafayette,0.847
2023-03-29,Providence,0.848
2023-03-29,Marquette,0.848
2023-03-29,Bellarmine,0.849
2023-03-29,Robert Morris,0.849
2023-03-29,Brown,0.85
2023-03-29,Colgate,0.851
2023-03-29,Syracuse,0.852
2023-03-29,Stony Brook,0.86
2023-03-29,St. Bonaventure,0.86
2023-03-29,Canisius,0.861
2023-03-29,Siena,0.861
2023-03-29,Notre Dame,0.861
2023-03-29,Vermont,0.861
2023-03-29,Saint Joseph's,0.861
2023-03-29,Maryland,0.862
2023-03-29,Princeton,0.865
2023-03-29,Rutgers,0.867
2023-03-29,Mount St. Mary's,0.868
2023-03-29,Wagner,0.869
2023-03-29,Duke,0.869
2023-03-29,Richmond,0.871
2023-03-29,Utah,0.874
2023-03-29,Loyola Maryland,0.875
2023-03-29,Lehigh,0.882
2023-03-29,Holy Cross,0.886
2023-03-29,Hofstra,0.889
2023-03-29,Penn,0.891
2023-03-29,Sacred Heart,0.892
2023-03-29,Manhattan,0.9
2023-03-29,Monmouth,0.9
2023-03-29,Massachusetts,0.901
2023-03-29,Mercer,0.901
2023-03-29,UAlbany,0.903
2023-03-29,NJIT,0.905
2023-03-29,Michigan,0.909
2023-03-29,Marist,0.913
2023-03-29,Ohio St.,0.918
2023-03-29,Quinnipiac,0.919
2023-03-29,Detroit Mercy,0.923
2023-03-29,Drexel,0.933
2023-03-29,UMass Lowell,0.942
2023-03-29,Hartford,0.685
2023-03-29,Lindenwood,0.831
2023-03-29,Queens,0.842
2023-03-29,Merrimack,0.868
2023-03-26,High Point,0.744
2023-03-26,Army West Point,0.764
2023-03-26,Harvard,0.766
2023-03-26,Boston U.,0.768
2023-03-26,North Carolina,0.78
2023-03-26,UMBC,0.785
2023-03-26,Hobart,0.802
2023-03-26,Penn St.,0.803
2023-03-26,Yale,0.811
2023-03-26,Dartmouth,0.815
2023-03-26,Jacksonville,0.815
2023-03-26,Bucknell,0.816
2023-03-26,Delaware,0.816
2023-03-26,VMI,0.817
2023-03-26,Cleveland St.,0.818
2023-03-26,Air Force,0.818
2023-03-26,Cornell,0.824
2023-03-26,St. John's,0.827
2023-03-26,Hampton,0.828
2023-03-26,Denver,0.828
2023-03-26,Robert Morris,0.828
2023-03-26,Fairfield,0.831
2023-03-26,Binghamton,0.831
2023-03-26,Navy,0.835
2023-03-26,Bryant,0.84
2023-03-26,Georgetown,0.84
2023-03-26,Villanova,0.84
2023-03-26,Virginia,0.842
2023-03-26,Towson,0.843
2023-03-26,Johns Hopkins,0.843
2023-03-26,Bellarmine,0.844
2023-03-26,Brown,0.847
2023-03-26,Lafayette,0.847
2023-03-26,Providence,0.848
2023-03-26,Marquette,0.848
2023-03-26,Colgate,0.851
2023-03-26,Syracuse,0.852
2023-03-26,Notre Dame,0.854
2023-03-26,Wagner,0.859
2023-03-26,LIU,0.86
2023-03-26,Stony Brook,0.86
2023-03-26,St. Bonaventure,0.86
2023-03-26,Vermont,0.861
2023-03-26,Saint Joseph's,0.861
2023-03-26,Canisius,0.862
2023-03-26,Maryland,0.862
2023-03-26,Princeton,0.865
2023-03-26,Utah,0.866
2023-03-26,Rutgers,0.867
2023-03-26,Duke,0.869
2023-03-26,Loyola Maryland,0.875
2023-03-26,Siena,0.877
2023-03-26,Lehigh,0.882
2023-03-26,Mount St. Mary's,0.884
2023-03-26,Holy Cross,0.886
2023-03-26,Hofstra,0.889
2023-03-26,Penn,0.891
2023-03-26,Richmond,0.891
2023-03-26,Sacred Heart,0.893
2023-03-26,Manhattan,0.895
2023-03-26,Monmouth,0.9
2023-03-26,Massachusetts,0.901
2023-03-26,Mercer,0.902
2023-03-26,UAlbany,0.903
2023-03-26,NJIT,0.905
2023-03-26,Marist,0.907
2023-03-26,Michigan,0.909
2023-03-26,Quinnipiac,0.914
2023-03-26,Ohio St.,0.918
2023-03-26,Drexel,0.933
2023-03-26,Detroit Mercy,0.936
2023-03-26,UMass Lowell,0.942
2023-03-26,Hartford,0.686
2023-03-26,Lindenwood,0.854
2023-03-26,Queens,0.854
2023-03-26,Merrimack,0.868
2023-03-22,High Point,0.744
2023-03-22,Army West Point,0.75
2023-03-22,Boston U.,0.766
2023-03-22,North Carolina,0.775
2023-03-22,Penn St.,0.776
2023-03-22,UMBC,0.779
2023-03-22,Yale,0.789
2023-03-22,Harvard,0.792
2023-03-22,Hobart,0.792
2023-03-22,Cleveland St.,0.795
2023-03-22,Dartmouth,0.803
2023-03-22,Bucknell,0.807
2023-03-22,Jacksonville,0.808
2023-03-22,Cornell,0.812
2023-03-22,Binghamton,0.817
2023-03-22,Robert Morris,0.817
2023-03-22,VMI,0.818
2023-03-22,Hampton,0.819
2023-03-22,Fairfield,0.821
2023-03-22,St. John's,0.827
2023-03-22,Navy,0.827
2023-03-22,Denver,0.828
2023-03-22,Providence,0.831
2023-03-22,Virginia,0.836
2023-03-22,Delaware,0.84
2023-03-22,Villanova,0.84
2023-03-22,Wagner,0.843
2023-03-22,Air Force,0.845
2023-03-22,LIU,0.846
2023-03-22,Marquette,0.848
2023-03-22,Lafayette,0.85
2023-03-22,St. Bonaventure,0.85
2023-03-22,Notre Dame,0.851
2023-03-22,Bellarmine,0.853
2023-03-22,Saint Joseph's,0.853
2023-03-22,Colgate,0.853
2023-03-22,Maryland,0.854
2023-03-22,Stony Brook,0.856
2023-03-22,Brown,0.857
2023-03-22,Towson,0.857
2023-03-22,Rutgers,0.858
2023-03-22,Canisius,0.859
2023-03-22,Georgetown,0.86
2023-03-22,Vermont,0.861
2023-03-22,Syracuse,0.862
2023-03-22,Johns Hopkins,0.863
2023-03-22,Duke,0.866
2023-03-22,Bryant,0.872
2023-03-22,Siena,0.872
2023-03-22,Holy Cross,0.876
2023-03-22,Hofstra,0.881
2023-03-22,Lehigh,0.888
2023-03-22,Princeton,0.889
2023-03-22,Loyola Maryland,0.89
2023-03-22,Utah,0.89
2023-03-22,Richmond,0.891
2023-03-22,Mount St. Mary's,0.893
2023-03-22,Manhattan,0.893
2023-03-22,Massachusetts,0.894
2023-03-22,NJIT,0.901
2023-03-22,Marist,0.901
2023-03-22,UAlbany,0.904
2023-03-22,Monmouth,0.906
2023-03-22,Mercer,0.906
2023-03-22,Sacred Heart,0.906
2023-03-22,Penn,0.908
2023-03-22,Ohio St.,0.91
2023-03-22,Michigan,0.91
2023-03-22,Quinnipiac,0.917
2023-03-22,Detroit Mercy,0.933
2023-03-22,Drexel,0.934
2023-03-22,UMass Lowell,0.956
2023-03-22,Hartford,0.6
2023-03-22,Lindenwood,0.83
2023-03-22,Queens,0.857
2023-03-22,Merrimack,0.871
2023-03-21,High Point,0.746
2023-03-21,Army West Point,0.75
2023-03-21,Boston U.,0.766
2023-03-21,Penn St.,0.776
2023-03-21,UMBC,0.779
2023-03-21,North Carolina,0.784
2023-03-21,Yale,0.789
2023-03-21,Harvard,0.792
2023-03-21,Hobart,0.792
2023-03-21,Cleveland St.,0.795
2023-03-21,Dartmouth,0.803
2023-03-21,Bucknell,0.807
2023-03-21,Jacksonville,0.808
2023-03-21,Cornell,0.812
2023-03-21,Binghamton,0.817
2023-03-21,Robert Morris,0.817
2023-03-21,VMI,0.818
2023-03-21,Hampton,0.819
2023-03-21,Fairfield,0.821
2023-03-21,St. John's,0.827
2023-03-21,Navy,0.827
2023-03-21,Denver,0.828
2023-03-21,Providence,0.831
2023-03-21,Virginia,0.836
2023-03-21,Delaware,0.84
2023-03-21,Villanova,0.84
2023-03-21,Wagner,0.843
2023-03-21,Air Force,0.845
2023-03-21,LIU,0.846
2023-03-21,Marquette,0.848
2023-03-21,Lafayette,0.85
2023-03-21,St. Bonaventure,0.85
2023-03-21,Notre Dame,0.851
2023-03-21,Bellarmine,0.853
2023-03-21,Saint Joseph's,0.853
2023-03-21,Colgate,0.853
2023-03-21,Maryland,0.854
2023-03-21,Stony Brook,0.856
2023-03-21,Brown,0.857
2023-03-21,Towson,0.857
2023-03-21,Rutgers,0.858
2023-03-21,Canisius,0.859
2023-03-21,Georgetown,0.86
2023-03-21,Vermont,0.861
2023-03-21,Syracuse,0.862
2023-03-21,Johns Hopkins,0.863
2023-03-21,Duke,0.866
2023-03-21,Bryant,0.872
2023-03-21,Siena,0.872
2023-03-21,Holy Cross,0.876
2023-03-21,Hofstra,0.881
2023-03-21,Lehigh,0.888
2023-03-21,Princeton,0.889
2023-03-21,Loyola Maryland,0.89
2023-03-21,Utah,0.89
2023-03-21,Richmond,0.891
2023-03-21,Mount St. Mary's,0.893
2023-03-21,Manhattan,0.893
2023-03-21,Massachusetts,0.894
2023-03-21,NJIT,0.901
2023-03-21,Marist,0.901
2023-03-21,UAlbany,0.904
2023-03-21,Monmouth,0.906
2023-03-21,Mercer,0.906
2023-03-21,Sacred Heart,0.906
2023-03-21,Penn,0.908
2023-03-21,Ohio St.,0.91
2023-03-21,Michigan,0.91
2023-03-21,Quinnipiac,0.917
2023-03-21,Detroit Mercy,0.933
2023-03-21,Drexel,0.934
2023-03-21,UMass Lowell,0.956
2023-03-21,Hartford,0.6
2023-03-21,Lindenwood,0.83
2023-03-21,Queens,0.857
2023-03-21,Merrimack,0.871
2023-03-20,High Point,0.746
2023-03-20,Army West Point,0.75
2023-03-20,Boston U.,0.757
2023-03-20,Penn St.,0.776
2023-03-20,UMBC,0.779
2023-03-20,North Carolina,0.784
2023-03-20,Yale,0.789
2023-03-20,Harvard,0.79
2023-03-20,Hobart,0.792
2023-03-20,Cleveland St.,0.795
2023-03-20,Hampton,0.803
2023-03-20,Bucknell,0.807
2023-03-20,Jacksonville,0.808
2023-03-20,Cornell,0.812
2023-03-20,Binghamton,0.817
2023-03-20,Robert Morris,0.817
2023-03-20,VMI,0.818
2023-03-20,Fairfield,0.821
2023-03-20,Navy,0.825
2023-03-20,St. John's,0.827
2023-03-20,Denver,0.828
2023-03-20,Providence,0.831
2023-03-20,Virginia,0.836
2023-03-20,Delaware,0.84
2023-03-20,Dartmouth,0.841
2023-03-20,Wagner,0.843
2023-03-20,St. Bonaventure,0.845
2023-03-20,Air Force,0.845
2023-03-20,LIU,0.846
2023-03-20,Marquette,0.848
2023-03-20,Lafayette,0.85
2023-03-20,Notre Dame,0.851
2023-03-20,Bellarmine,0.853
2023-03-20,Saint Joseph's,0.853
2023-03-20,Colgate,0.853
2023-03-20,Maryland,0.854
2023-03-20,Stony Brook,0.856
2023-03-20,Brown,0.857
2023-03-20,Towson,0.857
2023-03-20,Rutgers,0.858
2023-03-20,Canisius,0.859
2023-03-20,Georgetown,0.86
2023-03-20,Vermont,0.861
2023-03-20,Johns Hopkins,0.863
2023-03-20,Villanova,0.864
2023-03-20,Duke,0.866
2023-03-20,Syracuse,0.868
2023-03-20,Bryant,0.872
2023-03-20,Siena,0.872
2023-03-20,Holy Cross,0.876
2023-03-20,Hofstra,0.881
2023-03-20,Lehigh,0.888
2023-03-20,Princeton,0.889
2023-03-20,Loyola Maryland,0.89
2023-03-20,Utah,0.89
2023-03-20,Richmond,0.891
2023-03-20,Mount St. Mary's,0.893
2023-03-20,Manhattan,0.893
2023-03-20,Massachusetts,0.894
2023-03-20,NJIT,0.901
2023-03-20,Marist,0.901
2023-03-20,UAlbany,0.904
2023-03-20,Monmouth,0.906
2023-03-20,Mercer,0.906
2023-03-20,Sacred Heart,0.906
2023-03-20,Penn,0.908
2023-03-20,Ohio St.,0.91
2023-03-20,Michigan,0.91
2023-03-20,Quinnipiac,0.917
2023-03-20,Detroit Mercy,0.933
2023-03-20,Drexel,0.934
2023-03-20,UMass Lowell,0.956
2023-03-20,Hartford,0.6
2023-03-20,Lindenwood,0.83
2023-03-20,Queens,0.857
2023-03-20,Merrimack,0.871
2023-03-19,High Point,0.746
2023-03-19,Army West Point,0.75
2023-03-19,Boston U.,0.757
2023-03-19,Penn St.,0.776
2023-03-19,UMBC,0.779
2023-03-19,North Carolina,0.784
2023-03-19,Yale,0.789
2023-03-19,Harvard,0.79
2023-03-19,Hobart,0.792
2023-03-19,Cleveland St.,0.795
2023-03-19,Hampton,0.803
2023-03-19,Bucknell,0.807
2023-03-19,Jacksonville,0.808
2023-03-19,Cornell,0.812
2023-03-19,Binghamton,0.817
2023-03-19,Robert Morris,0.817
2023-03-19,VMI,0.818
2023-03-19,Fairfield,0.821
2023-03-19,Navy,0.825
2023-03-19,St. John's,0.827
2023-03-19,Denver,0.828
2023-03-19,Providence,0.831
2023-03-19,Virginia,0.836
2023-03-19,Delaware,0.84
2023-03-19,Dartmouth,0.841
2023-03-19,Wagner,0.843
2023-03-19,St. Bonaventure,0.845
2023-03-19,Air Force,0.846
2023-03-19,LIU,0.846
2023-03-19,Marquette,0.848
2023-03-19,Lafayette,0.85
