Date,Team,Saves per Game
2015-04-25,Michigan,13.58
2015-04-25,Virginia,13.5
2015-04-25,Mercer,13.25
2015-04-25,Jacksonville,13.25
2015-04-25,Harvard,13.21
2015-04-25,High Point,13.0
2015-04-25,Hobart,12.69
2015-04-25,Brown,12.4
2015-04-25,Penn St.,12.17
2015-04-25,Monmouth,12.0
2015-04-25,UAlbany,11.93
2015-04-25,Furman,11.83
2015-04-25,Manhattan,11.67
2015-04-25,Quinnipiac,11.62
2015-04-25,Hartford,11.57
2015-04-25,Siena,11.57
2015-04-25,Delaware,11.53
2015-04-25,Boston U.,11.46
2015-04-25,VMI,11.36
2015-04-25,NJIT,11.33
2015-04-25,North Carolina,11.33
2015-04-25,UMBC,11.31
2015-04-25,Duke,11.2
2015-04-25,Sacred Heart,11.15
2015-04-25,Princeton,11.15
2015-04-25,Lafayette,11.07
2015-04-25,Bryant,11.0
2015-04-25,Marquette,11.0
2015-04-25,Mount St. Mary's,11.0
2015-04-25,Richmond,10.93
2015-04-25,Marist,10.86
2015-04-25,Penn,10.85
2015-04-25,Bellarmine,10.83
2015-04-25,Robert Morris,10.79
2015-04-25,Syracuse,10.75
2015-04-25,Massachusetts,10.69
2015-04-25,Fairfield,10.64
2015-04-25,Notre Dame,10.64
2015-04-25,Loyola Maryland,10.47
2015-04-25,Villanova,10.46
2015-04-25,St. John's,10.43
2015-04-25,Towson,10.21
2015-04-25,Dartmouth,10.15
2015-04-25,Maryland,10.14
2015-04-25,Canisius,10.13
2015-04-25,Lehigh,10.0
2015-04-25,Binghamton,9.92
2015-04-25,Bucknell,9.8
2015-04-25,Ohio St.,9.73
2015-04-25,Air Force,9.64
2015-04-25,Drexel,9.5
2015-04-25,Saint Joseph's,9.47
2015-04-25,Holy Cross,9.46
2015-04-25,Wagner,9.31
2015-04-25,Denver,9.25
2015-04-25,Navy,9.23
2015-04-25,Colgate,9.23
2015-04-25,Rutgers,9.0
2015-04-25,Army West Point,8.87
2015-04-25,Johns Hopkins,8.69
2015-04-25,Cornell,8.5
2015-04-25,Yale,8.23
2015-04-25,Hofstra,8.14
2015-04-25,Stony Brook,8.13
2015-04-25,UMass Lowell,12.92
2015-04-24,Detroit Mercy,15.25
2015-04-24,Georgetown,13.85
2015-04-24,Virginia,13.69
2015-04-24,Providence,13.62
2015-04-24,Michigan,13.58
2015-04-24,Vermont,13.57
2015-04-24,Mercer,13.55
2015-04-24,Harvard,13.23
2015-04-24,High Point,12.85
2015-04-24,Jacksonville,12.82
2015-04-24,Hobart,12.75
2015-04-24,Brown,12.21
2015-04-24,Penn St.,12.17
2015-04-24,UAlbany,12.14
2015-04-24,Monmouth,12.08
2015-04-24,Manhattan,12.0
2015-04-24,Furman,11.82
2015-04-24,Quinnipiac,11.62
2015-04-24,UMBC,11.58
2015-04-24,Hartford,11.57
2015-04-24,Delaware,11.53
2015-04-24,Boston U.,11.46
2015-04-24,Siena,11.46
2015-04-24,VMI,11.36
2015-04-24,Sacred Heart,11.33
2015-04-24,NJIT,11.33
2015-04-24,Princeton,11.33
2015-04-24,North Carolina,11.33
2015-04-24,Duke,11.2
2015-04-24,Mount St. Mary's,11.08
2015-04-24,Lafayette,11.07
2015-04-24,Bryant,11.0
2015-04-24,Marquette,11.0
2015-04-24,Richmond,10.92
2015-04-24,Marist,10.77
2015-04-24,Penn,10.75
2015-04-24,Syracuse,10.75
2015-04-24,Massachusetts,10.69
2015-04-24,Fairfield,10.64
2015-04-24,Bellarmine,10.64
2015-04-24,Notre Dame,10.64
2015-04-24,Robert Morris,10.62
2015-04-24,Villanova,10.5
2015-04-24,Loyola Maryland,10.47
2015-04-24,St. John's,10.46
2015-04-24,Dartmouth,10.33
2015-04-24,Maryland,10.31
2015-04-24,Towson,10.15
2015-04-24,Lehigh,10.0
2015-04-24,Ohio St.,9.86
2015-04-24,Bucknell,9.8
2015-04-24,Canisius,9.79
2015-04-24,Saint Joseph's,9.71
2015-04-24,Air Force,9.64
2015-04-24,Holy Cross,9.46
2015-04-24,Wagner,9.42
2015-04-24,Binghamton,9.42
2015-04-24,Drexel,9.31
2015-04-24,Denver,9.25
2015-04-24,Colgate,9.23
2015-04-24,Navy,9.23
2015-04-24,Rutgers,8.93
2015-04-24,Army West Point,8.87
2015-04-24,Johns Hopkins,8.83
2015-04-24,Cornell,8.54
2015-04-24,Hofstra,8.14
2015-04-24,Stony Brook,8.13
2015-04-24,Yale,8.0
2015-04-24,UMass Lowell,12.92
2015-04-23,Detroit Mercy,15.25
2015-04-23,Georgetown,13.85
2015-04-23,Virginia,13.69
2015-04-23,Providence,13.62
2015-04-23,Michigan,13.58
2015-04-23,Vermont,13.57
2015-04-23,Mercer,13.55
2015-04-23,Harvard,13.23
2015-04-23,High Point,12.85
2015-04-23,Jacksonville,12.82
2015-04-23,Hobart,12.75
2015-04-23,Brown,12.21
2015-04-23,Penn St.,12.17
2015-04-23,UAlbany,12.14
2015-04-23,Monmouth,12.08
2015-04-23,Manhattan,12.0
2015-04-23,Furman,11.82
2015-04-23,Quinnipiac,11.62
2015-04-23,UMBC,11.58
2015-04-23,Boston U.,11.46
2015-04-23,Siena,11.46
2015-04-23,VMI,11.36
2015-04-23,Sacred Heart,11.33
2015-04-23,Princeton,11.33
2015-04-23,NJIT,11.33
2015-04-23,Hartford,11.31
2015-04-23,North Carolina,11.21
2015-04-23,Duke,11.14
2015-04-23,Mount St. Mary's,11.08
2015-04-23,Delaware,11.07
2015-04-23,Lafayette,11.07
2015-04-23,Bryant,11.0
2015-04-23,Marquette,11.0
2015-04-23,Richmond,10.92
2015-04-23,Massachusetts,10.92
2015-04-23,Notre Dame,10.8
2015-04-23,Marist,10.77
2015-04-23,Penn,10.75
2015-04-23,Bellarmine,10.64
2015-04-23,Fairfield,10.62
2015-04-23,Robert Morris,10.62
2015-04-23,Villanova,10.5
2015-04-23,Loyola Maryland,10.47
2015-04-23,St. John's,10.46
2015-04-23,Syracuse,10.45
2015-04-23,Bucknell,10.36
2015-04-23,Dartmouth,10.33
2015-04-23,Maryland,10.31
2015-04-23,Towson,10.15
2015-04-23,Lehigh,10.0
2015-04-23,Ohio St.,9.86
2015-04-23,Canisius,9.79
2015-04-23,Saint Joseph's,9.71
2015-04-23,Navy,9.67
2015-04-23,Air Force,9.64
2015-04-23,Holy Cross,9.46
2015-04-23,Binghamton,9.42
2015-04-23,Wagner,9.42
2015-04-23,Drexel,9.31
2015-04-23,Denver,9.25
2015-04-23,Colgate,9.08
2015-04-23,Army West Point,9.07
2015-04-23,Rutgers,8.93
2015-04-23,Johns Hopkins,8.83
2015-04-23,Cornell,8.54
2015-04-23,Hofstra,8.54
2015-04-23,Stony Brook,8.33
2015-04-23,Yale,8.0
2015-04-23,UMass Lowell,12.92
2015-04-21,Detroit Mercy,15.25
2015-04-21,Georgetown,13.85
2015-04-21,Virginia,13.69
2015-04-21,Providence,13.62
2015-04-21,Michigan,13.58
2015-04-21,Vermont,13.57
2015-04-21,Mercer,13.55
2015-04-21,Harvard,13.23
2015-04-21,High Point,12.85
2015-04-21,Jacksonville,12.82
2015-04-21,Hobart,12.75
2015-04-21,Brown,12.21
2015-04-21,Penn St.,12.17
2015-04-21,UAlbany,12.14
2015-04-21,Monmouth,12.08
2015-04-21,Quinnipiac,12.0
2015-04-21,Manhattan,12.0
2015-04-21,Furman,11.82
2015-04-21,UMBC,11.58
2015-04-21,Boston U.,11.46
2015-04-21,Siena,11.46
2015-04-21,VMI,11.36
2015-04-21,Sacred Heart,11.33
2015-04-21,Princeton,11.33
2015-04-21,NJIT,11.33
2015-04-21,Hartford,11.31
2015-04-21,North Carolina,11.21
2015-04-21,Duke,11.14
2015-04-21,Mount St. Mary's,11.08
2015-04-21,Delaware,11.07
2015-04-21,Lafayette,11.07
2015-04-21,Bryant,11.0
2015-04-21,Marquette,11.0
2015-04-21,Richmond,10.92
2015-04-21,Massachusetts,10.92
2015-04-21,Notre Dame,10.8
2015-04-21,Marist,10.77
2015-04-21,Penn,10.75
2015-04-21,Bellarmine,10.64
2015-04-21,Fairfield,10.62
2015-04-21,Robert Morris,10.62
2015-04-21,Villanova,10.5
2015-04-21,Loyola Maryland,10.47
2015-04-21,St. John's,10.46
2015-04-21,Syracuse,10.45
2015-04-21,Bucknell,10.36
2015-04-21,Maryland,10.31
2015-04-21,Towson,10.15
2015-04-21,Dartmouth,10.08
2015-04-21,Lehigh,10.0
2015-04-21,Ohio St.,9.86
2015-04-21,Canisius,9.79
2015-04-21,Saint Joseph's,9.71
2015-04-21,Navy,9.67
2015-04-21,Air Force,9.62
2015-04-21,Holy Cross,9.46
2015-04-21,Binghamton,9.42
2015-04-21,Wagner,9.42
2015-04-21,Drexel,9.31
2015-04-21,Denver,9.25
2015-04-21,Colgate,9.08
2015-04-21,Army West Point,9.07
2015-04-21,Rutgers,8.93
2015-04-21,Johns Hopkins,8.83
2015-04-21,Cornell,8.54
2015-04-21,Hofstra,8.54
2015-04-21,Stony Brook,8.33
2015-04-21,Yale,8.0
2015-04-21,UMass Lowell,12.92
2015-04-19,Detroit Mercy,15.25
2015-04-19,Georgetown,13.85
2015-04-19,Virginia,13.69
2015-04-19,Providence,13.62
2015-04-19,Michigan,13.58
2015-04-19,Vermont,13.57
2015-04-19,Mercer,13.55
2015-04-19,Harvard,13.23
2015-04-19,UMass Lowell,13.17
2015-04-19,High Point,12.85
2015-04-19,Jacksonville,12.82
2015-04-19,Hobart,12.75
2015-04-19,UAlbany,12.38
2015-04-19,Brown,12.38
2015-04-19,Penn St.,12.17
2015-04-19,Monmouth,12.08
2015-04-19,Quinnipiac,12.0
2015-04-19,Manhattan,12.0
2015-04-19,Furman,11.82
2015-04-19,UMBC,11.58
2015-04-19,Boston U.,11.46
2015-04-19,VMI,11.36
2015-04-19,Sacred Heart,11.33
2015-04-19,Princeton,11.33
2015-04-19,NJIT,11.33
2015-04-19,Hartford,11.31
2015-04-19,North Carolina,11.21
2015-04-19,Siena,11.17
2015-04-19,Duke,11.14
2015-04-19,Mount St. Mary's,11.08
2015-04-19,Delaware,11.07
2015-04-19,Lafayette,11.07
2015-04-19,Marquette,11.0
2015-04-19,Richmond,10.92
2015-04-19,Massachusetts,10.92
2015-04-19,Notre Dame,10.8
2015-04-19,Marist,10.77
2015-04-19,Penn,10.75
2015-04-19,Bryant,10.71
2015-04-19,Loyola Maryland,10.71
2015-04-19,Bellarmine,10.64
2015-04-19,Robert Morris,10.62
2015-04-19,Fairfield,10.62
2015-04-19,Villanova,10.5
2015-04-19,St. John's,10.46
2015-04-19,Syracuse,10.45
2015-04-19,Maryland,10.31
2015-04-19,Lehigh,10.2
2015-04-19,Bucknell,10.15
2015-04-19,Towson,10.15
2015-04-19,Dartmouth,10.0
2015-04-19,Ohio St.,9.86
2015-04-19,Canisius,9.79
2015-04-19,Saint Joseph's,9.71
2015-04-19,Navy,9.67
2015-04-19,Air Force,9.62
2015-04-19,Holy Cross,9.46
2015-04-19,Binghamton,9.42
2015-04-19,Wagner,9.42
2015-04-19,Drexel,9.31
2015-04-19,Denver,9.25
2015-04-19,Colgate,9.08
2015-04-19,Rutgers,8.93
2015-04-19,Johns Hopkins,8.83
2015-04-19,Army West Point,8.77
2015-04-19,Hofstra,8.54
2015-04-19,Cornell,8.54
2015-04-19,Stony Brook,8.33
2015-04-19,Yale,8.0
2015-04-18,Detroit Mercy,15.73
2015-04-18,Georgetown,13.85
2015-04-18,Virginia,13.69
2015-04-18,Providence,13.62
2015-04-18,Michigan,13.58
2015-04-18,Vermont,13.57
2015-04-18,Mercer,13.55
2015-04-18,Harvard,13.23
2015-04-18,UMass Lowell,13.17
2015-04-18,High Point,12.85
2015-04-18,Jacksonville,12.82
2015-04-18,Hobart,12.75
2015-04-18,UAlbany,12.38
2015-04-18,Brown,12.38
2015-04-18,Penn St.,12.27
2015-04-18,Monmouth,12.08
2015-04-18,Manhattan,12.0
2015-04-18,Quinnipiac,12.0
2015-04-18,Furman,11.82
2015-04-18,UMBC,11.58
2015-04-18,Boston U.,11.46
2015-04-18,Sacred Heart,11.33
2015-04-18,Princeton,11.33
2015-04-18,NJIT,11.33
2015-04-18,VMI,11.31
2015-04-18,Hartford,11.31
2015-04-18,Mount St. Mary's,11.25
2015-04-18,North Carolina,11.21
2015-04-18,Duke,11.14
2015-04-18,Delaware,11.07
2015-04-18,Lafayette,11.07
2015-04-18,Marquette,11.0
2015-04-18,Richmond,10.92
2015-04-18,Massachusetts,10.92
2015-04-18,Robert Morris,10.83
2015-04-18,Notre Dame,10.8
2015-04-18,Marist,10.77
2015-04-18,Penn,10.75
2015-04-18,Loyola Maryland,10.71
2015-04-18,Siena,10.64
2015-04-18,Bellarmine,10.64
2015-04-18,Fairfield,10.62
2015-04-18,Bryant,10.62
2015-04-18,Villanova,10.5
2015-04-18,St. John's,10.46
2015-04-18,Syracuse,10.45
2015-04-18,Maryland,10.31
2015-04-18,Lehigh,10.2
2015-04-18,Bucknell,10.15
2015-04-18,Towson,10.15
2015-04-18,Dartmouth,10.0
2015-04-18,Canisius,9.92
2015-04-18,Ohio St.,9.86
2015-04-18,Saint Joseph's,9.71
2015-04-18,Navy,9.67
2015-04-18,Air Force,9.67
2015-04-18,Holy Cross,9.46
2015-04-18,Binghamton,9.45
2015-04-18,Wagner,9.42
2015-04-18,Drexel,9.31
2015-04-18,Denver,9.25
2015-04-18,Colgate,9.08
2015-04-18,Johns Hopkins,8.83
2015-04-18,Army West Point,8.77
2015-04-18,Rutgers,8.62
2015-04-18,Cornell,8.54
2015-04-18,Hofstra,8.54
2015-04-18,Stony Brook,8.21
2015-04-18,Yale,8.0
2015-04-17,Detroit Mercy,15.73
2015-04-17,Georgetown,14.0
2015-04-17,Virginia,13.92
2015-04-17,Michigan,13.82
2015-04-17,Vermont,13.77
2015-04-17,Mercer,13.7
2015-04-17,Providence,13.5
2015-04-17,Harvard,13.23
2015-04-17,UMass Lowell,13.09
2015-04-17,High Point,12.85
2015-04-17,Jacksonville,12.4
2015-04-17,Penn St.,12.27
2015-04-17,UAlbany,12.25
2015-04-17,Quinnipiac,12.18
2015-04-17,Monmouth,12.0
2015-04-17,Hobart,11.91
2015-04-17,Furman,11.82
2015-04-17,Sacred Heart,11.73
2015-04-17,Manhattan,11.69
2015-04-17,Brown,11.67
2015-04-17,Boston U.,11.46
2015-04-17,Hartford,11.42
2015-04-17,Princeton,11.33
2015-04-17,NJIT,11.33
2015-04-17,VMI,11.31
2015-04-17,Mount St. Mary's,11.25
2015-04-17,North Carolina,11.23
2015-04-17,UMBC,11.18
2015-04-17,Marist,11.17
2015-04-17,Richmond,11.17
2015-04-17,Duke,11.15
2015-04-17,Lafayette,11.07
2015-04-17,Notre Dame,11.0
2015-04-17,Penn,10.91
2015-04-17,Robert Morris,10.83
2015-04-17,Marquette,10.77
2015-04-17,Loyola Maryland,10.71
2015-04-17,Delaware,10.69
2015-04-17,Fairfield,10.67
2015-04-17,Massachusetts,10.64
2015-04-17,Siena,10.64
2015-04-17,Bryant,10.62
2015-04-17,Villanova,10.55
2015-04-17,Towson,10.5
2015-04-17,Maryland,10.5
2015-04-17,Syracuse,10.45
2015-04-17,St. John's,10.25
2015-04-17,Lehigh,10.2
2015-04-17,Bucknell,10.15
2015-04-17,Bellarmine,10.1
2015-04-17,Canisius,9.92
2015-04-17,Wagner,9.91
2015-04-17,Dartmouth,9.8
2015-04-17,Ohio St.,9.77
2015-04-17,Saint Joseph's,9.77
2015-04-17,Navy,9.67
2015-04-17,Air Force,9.67
2015-04-17,Denver,9.55
2015-04-17,Holy Cross,9.46
2015-04-17,Binghamton,9.45
2015-04-17,Drexel,9.25
2015-04-17,Colgate,9.08
2015-04-17,Army West Point,8.77
2015-04-17,Rutgers,8.62
2015-04-17,Cornell,8.42
2015-04-17,Johns Hopkins,8.36
2015-04-17,Stony Brook,8.21
2015-04-17,Hofstra,8.08
2015-04-17,Yale,7.82
2015-04-15,Detroit Mercy,15.73
2015-04-15,Georgetown,14.0
2015-04-15,Virginia,13.92
2015-04-15,Michigan,13.82
2015-04-15,Vermont,13.77
2015-04-15,Mercer,13.7
2015-04-15,Harvard,13.67
2015-04-15,Providence,13.5
2015-04-15,UMass Lowell,13.09
2015-04-15,High Point,12.83
2015-04-15,Jacksonville,12.4
2015-04-15,Penn St.,12.27
2015-04-15,UAlbany,12.25
2015-04-15,Quinnipiac,12.18
2015-04-15,Monmouth,12.0
2015-04-15,Hobart,11.91
2015-04-15,Furman,11.82
2015-04-15,Sacred Heart,11.73
2015-04-15,Manhattan,11.69
2015-04-15,Brown,11.67
2015-04-15,Boston U.,11.5
2015-04-15,VMI,11.5
2015-04-15,Hartford,11.42
2015-04-15,NJIT,11.33
2015-04-15,Mount St. Mary's,11.25
2015-04-15,North Carolina,11.23
2015-04-15,UMBC,11.18
2015-04-15,Marist,11.17
2015-04-15,Richmond,11.17
2015-04-15,Duke,11.15
2015-04-15,Princeton,11.0
2015-04-15,Lafayette,11.0
2015-04-15,Notre Dame,11.0
2015-04-15,Penn,10.91
2015-04-15,Robert Morris,10.83
2015-04-15,Marquette,10.77
2015-04-15,Delaware,10.69
2015-04-15,Fairfield,10.67
2015-04-15,Massachusetts,10.64
2015-04-15,Siena,10.64
2015-04-15,Bryant,10.62
2015-04-15,Villanova,10.55
2015-04-15,Loyola Maryland,10.54
2015-04-15,Maryland,10.5
2015-04-15,Towson,10.5
2015-04-15,Syracuse,10.45
2015-04-15,St. John's,10.25
2015-04-15,Bucknell,10.17
2015-04-15,Bellarmine,10.1
2015-04-15,Canisius,9.92
2015-04-15,Wagner,9.91
2015-04-15,Dartmouth,9.8
2015-04-15,Ohio St.,9.77
2015-04-15,Saint Joseph's,9.77
2015-04-15,Holy Cross,9.75
2015-04-15,Navy,9.67
2015-04-15,Air Force,9.67
2015-04-15,Lehigh,9.64
2015-04-15,Denver,9.55
2015-04-15,Binghamton,9.45
2015-04-15,Drexel,9.25
2015-04-15,Colgate,9.09
2015-04-15,Army West Point,8.83
2015-04-15,Rutgers,8.62
2015-04-15,Cornell,8.42
2015-04-15,Johns Hopkins,8.36
2015-04-15,Stony Brook,8.21
2015-04-15,Hofstra,8.08
2015-04-15,Yale,7.82
2015-04-14,Detroit Mercy,15.73
2015-04-14,Georgetown,14.0
2015-04-14,Virginia,13.92
2015-04-14,Michigan,13.82
2015-04-14,Vermont,13.77
2015-04-14,Mercer,13.7
2015-04-14,Harvard,13.67
2015-04-14,Providence,13.5
2015-04-14,UMass Lowell,13.09
2015-04-14,High Point,12.83
2015-04-14,Jacksonville,12.4
2015-04-14,Penn St.,12.27
2015-04-14,UAlbany,12.25
2015-04-14,Quinnipiac,12.18
2015-04-14,Monmouth,12.0
2015-04-14,Hobart,11.91
2015-04-14,Furman,11.82
2015-04-14,Sacred Heart,11.73
2015-04-14,Manhattan,11.69
2015-04-14,Brown,11.67
2015-04-14,Boston U.,11.5
2015-04-14,VMI,11.5
2015-04-14,Hartford,11.42
2015-04-14,NJIT,11.33
2015-04-14,Mount St. Mary's,11.25
2015-04-14,North Carolina,11.23
2015-04-14,UMBC,11.18
2015-04-14,Marist,11.17
2015-04-14,Richmond,11.17
2015-04-14,Duke,11.17
2015-04-14,Lafayette,11.0
2015-04-14,Princeton,11.0
2015-04-14,Notre Dame,11.0
2015-04-14,Penn,10.91
2015-04-14,Robert Morris,10.83
2015-04-14,Marquette,10.77
2015-04-14,Delaware,10.69
2015-04-14,Fairfield,10.67
2015-04-14,Massachusetts,10.64
2015-04-14,Siena,10.64
2015-04-14,Bryant,10.62
2015-04-14,Villanova,10.55
2015-04-14,Loyola Maryland,10.54
2015-04-14,Maryland,10.5
2015-04-14,Towson,10.5
2015-04-14,Syracuse,10.45
2015-04-14,St. John's,10.25
2015-04-14,Bucknell,10.17
2015-04-14,Bellarmine,10.1
2015-04-14,Canisius,9.92
2015-04-14,Wagner,9.91
2015-04-14,Dartmouth,9.8
2015-04-14,Ohio St.,9.77
2015-04-14,Saint Joseph's,9.77
2015-04-14,Holy Cross,9.75
2015-04-14,Navy,9.67
2015-04-14,Air Force,9.67
2015-04-14,Lehigh,9.64
2015-04-14,Denver,9.55
2015-04-14,Binghamton,9.45
2015-04-14,Drexel,9.25
2015-04-14,Colgate,9.09
2015-04-14,Army West Point,8.83
2015-04-14,Rutgers,8.62
2015-04-14,Cornell,8.42
2015-04-14,Johns Hopkins,8.36
2015-04-14,Stony Brook,8.31
2015-04-14,Hofstra,8.08
2015-04-14,Yale,7.82
2015-04-12,Detroit Mercy,15.73
2015-04-12,Georgetown,14.0
2015-04-12,Virginia,13.92
2015-04-12,Michigan,13.82
2015-04-12,Vermont,13.77
2015-04-12,Mercer,13.7
2015-04-12,Harvard,13.67
2015-04-12,UMass Lowell,13.09
2015-04-12,High Point,12.83
2015-04-12,Providence,12.82
2015-04-12,Jacksonville,12.4
2015-04-12,UAlbany,12.36
2015-04-12,Penn St.,12.27
2015-04-12,Quinnipiac,12.18
2015-04-12,Monmouth,12.0
2015-04-12,Furman,11.82
2015-04-12,Sacred Heart,11.8
2015-04-12,NJIT,11.73
2015-04-12,Hobart,11.7
2015-04-12,Manhattan,11.69
2015-04-12,Brown,11.55
2015-04-12,VMI,11.5
2015-04-12,Boston U.,11.5
2015-04-12,Mount St. Mary's,11.25
2015-04-12,North Carolina,11.23
2015-04-12,Hartford,11.18
2015-04-12,UMBC,11.18
2015-04-12,Duke,11.17
2015-04-12,Marist,11.17
2015-04-12,Richmond,11.17
2015-04-12,Princeton,11.0
2015-04-12,Notre Dame,11.0
2015-04-12,Lafayette,11.0
2015-04-12,Penn,10.91
2015-04-12,Robert Morris,10.83
2015-04-12,Marquette,10.77
2015-04-12,Delaware,10.69
2015-04-12,Fairfield,10.67
2015-04-12,Siena,10.64
2015-04-12,Massachusetts,10.64
2015-04-12,Villanova,10.55
2015-04-12,Loyola Maryland,10.54
2015-04-12,Towson,10.5
2015-04-12,Maryland,10.5
2015-04-12,Syracuse,10.4
2015-04-12,Canisius,10.33
2015-04-12,Bryant,10.25
2015-04-12,St. John's,10.25
2015-04-12,Bucknell,10.17
2015-04-12,Bellarmine,10.1
2015-04-12,Wagner,9.91
2015-04-12,Binghamton,9.8
2015-04-12,Saint Joseph's,9.77
2015-04-12,Ohio St.,9.77
2015-04-12,Holy Cross,9.75
2015-04-12,Navy,9.67
2015-04-12,Air Force,9.67
2015-04-12,Dartmouth,9.67
2015-04-12,Lehigh,9.64
2015-04-12,Denver,9.55
2015-04-12,Drexel,9.25
2015-04-12,Colgate,9.09
2015-04-12,Army West Point,8.83
2015-04-12,Rutgers,8.62
2015-04-12,Cornell,8.42
2015-04-12,Johns Hopkins,8.36
2015-04-12,Stony Brook,8.31
2015-04-12,Hofstra,8.08
2015-04-12,Yale,7.82
2015-04-10,Detroit Mercy,16.5
2015-04-10,Michigan,14.1
2015-04-10,Mercer,13.78
2015-04-10,Harvard,13.73
2015-04-10,Providence,13.7
2015-04-10,Virginia,13.64
2015-04-10,Georgetown,13.45
2015-04-10,Vermont,13.42
2015-04-10,UMass Lowell,13.09
2015-04-10,High Point,12.82
2015-04-10,Quinnipiac,12.8
2015-04-10,Jacksonville,12.44
2015-04-10,NJIT,12.2
2015-04-10,Penn St.,12.2
2015-04-10,Manhattan,12.17
2015-04-10,UAlbany,12.1
2015-04-10,VMI,11.82
2015-04-10,Sacred Heart,11.8
2015-04-10,Hobart,11.78
2015-04-10,Monmouth,11.7
2015-04-10,Brown,11.7
2015-04-10,Furman,11.6
2015-04-10,Mount St. Mary's,11.55
2015-04-10,Marist,11.55
2015-04-10,Richmond,11.36
2015-04-10,Boston U.,11.36
2015-04-10,Princeton,11.3
2015-04-10,UMBC,11.2
2015-04-10,Lafayette,11.17
2015-04-10,Hartford,11.0
2015-04-10,Massachusetts,11.0
2015-04-10,Notre Dame,11.0
2015-04-10,Robert Morris,10.91
2015-04-10,Penn,10.9
2015-04-10,Fairfield,10.82
2015-04-10,Marquette,10.75
2015-04-10,North Carolina,10.75
2015-04-10,Canisius,10.73
2015-04-10,St. John's,10.73
2015-04-10,Villanova,10.7
2015-04-10,Maryland,10.55
2015-04-10,Duke,10.55
2015-04-10,Siena,10.5
2015-04-10,Syracuse,10.44
2015-04-10,Towson,10.36
2015-04-10,Delaware,10.33
2015-04-10,Holy Cross,10.09
2015-04-10,Bryant,10.09
2015-04-10,Bellarmine,10.0
2015-04-10,Bucknell,10.0
2015-04-10,Loyola Maryland,10.0
2015-04-10,Binghamton,9.89
2015-04-10,Dartmouth,9.88
2015-04-10,Lehigh,9.85
2015-04-10,Navy,9.73
2015-04-10,Air Force,9.73
2015-04-10,Wagner,9.7
2015-04-10,Ohio St.,9.67
2015-04-10,Saint Joseph's,9.58
2015-04-10,Colgate,9.5
2015-04-10,Denver,9.4
2015-04-10,Cornell,9.0
2015-04-10,Army West Point,9.0
2015-04-10,Drexel,8.82
2015-04-10,Rutgers,8.58
2015-04-10,Stony Brook,8.33
2015-04-10,Johns Hopkins,8.3
2015-04-10,Hofstra,8.0
2015-04-10,Yale,7.8
2015-04-09,Detroit Mercy,16.5
2015-04-09,Michigan,14.1
2015-04-09,Mercer,13.78
2015-04-09,Harvard,13.73
2015-04-09,Providence,13.7
2015-04-09,Virginia,13.64
2015-04-09,Georgetown,13.45
2015-04-09,Vermont,13.42
2015-04-09,UMass Lowell,13.3
2015-04-09,High Point,12.82
2015-04-09,Quinnipiac,12.8
2015-04-09,Jacksonville,12.44
2015-04-09,NJIT,12.2
2015-04-09,Penn St.,12.2
2015-04-09,Manhattan,12.17
2015-04-09,UAlbany,12.1
2015-04-09,VMI,11.82
2015-04-09,Sacred Heart,11.8
2015-04-09,Hobart,11.78
2015-04-09,Monmouth,11.7
2015-04-09,Brown,11.7
2015-04-09,Furman,11.6
2015-04-09,Mount St. Mary's,11.55
2015-04-09,Marist,11.55
2015-04-09,Richmond,11.36
2015-04-09,Boston U.,11.36
2015-04-09,Princeton,11.3
2015-04-09,UMBC,11.2
2015-04-09,Lafayette,11.17
2015-04-09,Hartford,11.0
2015-04-09,Massachusetts,11.0
2015-04-09,Notre Dame,11.0
2015-04-09,Robert Morris,10.91
2015-04-09,Penn,10.9
2015-04-09,Fairfield,10.82
2015-04-09,Marquette,10.75
2015-04-09,North Carolina,10.75
2015-04-09,Canisius,10.73
2015-04-09,St. John's,10.73
2015-04-09,Villanova,10.7
2015-04-09,Maryland,10.55
2015-04-09,Duke,10.55
2015-04-09,Siena,10.5
2015-04-09,Syracuse,10.44
2015-04-09,Towson,10.36
2015-04-09,Delaware,10.33
2015-04-09,Holy Cross,10.09
2015-04-09,Bryant,10.09
2015-04-09,Bellarmine,10.0
2015-04-09,Bucknell,10.0
2015-04-09,Loyola Maryland,10.0
2015-04-09,Binghamton,9.89
2015-04-09,Dartmouth,9.88
2015-04-09,Lehigh,9.85
2015-04-09,Navy,9.73
2015-04-09,Air Force,9.73
2015-04-09,Wagner,9.7
2015-04-09,Ohio St.,9.67
2015-04-09,Saint Joseph's,9.58
2015-04-09,Colgate,9.5
2015-04-09,Denver,9.4
2015-04-09,Cornell,9.0
2015-04-09,Army West Point,9.0
2015-04-09,Drexel,8.82
2015-04-09,Stony Brook,8.73
2015-04-09,Rutgers,8.58
2015-04-09,Johns Hopkins,8.3
2015-04-09,Hofstra,8.0
2015-04-09,Yale,7.8
2015-04-08,Detroit Mercy,16.5
2015-04-08,Michigan,14.1
2015-04-08,Mercer,13.78
2015-04-08,Harvard,13.73
2015-04-08,Providence,13.7
2015-04-08,Virginia,13.64
2015-04-08,Georgetown,13.45
2015-04-08,Vermont,13.42
2015-04-08,UMass Lowell,13.3
2015-04-08,High Point,12.82
2015-04-08,Quinnipiac,12.8
