Date,Year,Team 1,Score 1,Team 2,Score 2,Winner
2023-03-08,2023,Drexel,7,Villanova,14,Villanova
2023-03-08,2023,UMass Lowell,7,Jacksonville,16,Jacksonville
2023-03-10,2023,Wabash,4,Hampton,16,Hampton
2023-03-10,2023,Lafayette,9,Army West Point,17,Army West Point
2023-03-10,2023,Loyola Maryland,9,Duke,17,Duke
2023-03-11,2023,VMI,13,LIU,14,LIU
2023-03-11,2023,Ohio St.,3,Notre Dame,16,Notre Dame
2023-03-11,2023,Maryland,16,UAlbany,9,Maryland
2023-03-11,2023,Bryant,6,Air Force,11,Air Force
2023-03-11,2023,Massachusetts,12,Vermont,4,Massachusetts
2023-03-11,2023,Binghamton,14,Fairfield,9,Binghamton
2023-03-11,2023,Princeton,13,Rutgers,14,Rutgers
2023-03-11,2023,Cleveland St.,13,St. Bonaventure,6,Cleveland St.
2023-03-11,2023,Monmouth,6,Delaware,18,Delaware
2023-03-11,2023,Bellarmine,11,Marquette,10,Bellarmine
2023-03-11,2023,Saint Joseph's,16,Drexel,18,Drexel
2023-03-11,2023,Villanova,9,Penn,8,Villanova
2023-03-11,2023,Penn St.,10,Cornell,6,Penn St.
2023-03-11,2023,Denver,9,Yale,11,Yale
2023-03-11,2023,Canisius,12,Quinnipiac,13,Quinnipiac
2023-03-11,2023,Boston U.,14,Bucknell,12,Boston U.
2023-03-11,2023,Manhattan,9,Mount St. Mary's,3,Manhattan
2023-03-11,2023,Lindenwood,13,NJIT,14,NJIT
2023-03-11,2023,Navy,8,Colgate,17,Colgate
2023-03-11,2023,Sacred Heart,8,Siena,11,Siena
2023-03-11,2023,Mercer,8,UMBC,13,UMBC
2023-03-11,2023,Stony Brook,9,Providence,10,Providence
2023-03-11,2023,Lehigh,18,Holy Cross,11,Lehigh
2023-03-11,2023,Johns Hopkins,11,Syracuse,9,Johns Hopkins
2023-03-11,2023,Brown,6,North Carolina,19,North Carolina
2023-03-11,2023,Jacksonville,17,St. John's (NY),9,Jacksonville
2023-03-11,2023,Michigan,19,Harvard,13,Michigan
2023-03-11,2023,Robert Morris,14,High Point,16,High Point
2023-03-11,2023,Richmond,12,Georgetown,13,Georgetown
2023-03-11,2023,Towson,12,Virginia,19,Virginia
2023-03-11,2023,Wagner,7,Marist,16,Marist
2023-03-14,2023,St. Bonaventure,5,Canisius,13,Canisius
2023-03-14,2023,Detroit Mercy,6,Ohio St.,19,Ohio St.
2023-03-14,2023,Lafayette,18,Hampton,9,Lafayette
2023-03-14,2023,Syracuse,16,Hofstra,8,Syracuse
2023-03-15,2023,St. John's (NY),8,Stony Brook,18,Stony Brook
2023-03-15,2023,Hartford,12,Randolph,0,Hartford
2023-03-17,2023,Johns Hopkins,12,Navy,9,Johns Hopkins
2023-03-17,2023,North Carolina,8,Duke,15,Duke
2023-03-18,2023,Drexel,12,Towson,11,Drexel
2023-03-18,2023,Marquette,12,Penn St.,11,Marquette
2023-03-18,2023,Loyola Maryland,14,Bucknell,13,Loyola Maryland
2023-03-18,2023,Providence,11,Hobart,13,Hobart
2023-03-18,2023,Jacksonville,12,Robert Morris,6,Jacksonville
2023-03-18,2023,Villanova,10,Monmouth,6,Villanova
2023-03-18,2023,Holy Cross,9,Boston U.,23,Boston U.
2023-03-18,2023,Rutgers,11,Massachusetts,5,Rutgers
2023-03-18,2023,Quinnipiac,11,Wagner,12,Wagner
2023-03-18,2023,Colgate,9,Lafayette,10,Lafayette
2023-03-18,2023,UMBC,13,Bryant,17,Bryant
2023-03-18,2023,Stony Brook,19,Hampton,3,Stony Brook
2023-03-18,2023,UMass Lowell,7,UAlbany,15,UAlbany
2023-03-18,2023,Air Force,18,Queens (NC),6,Air Force
2023-03-18,2023,Bellarmine,8,Utah,15,Utah
2023-03-18,2023,High Point,10,Georgetown,22,Georgetown
2023-03-18,2023,LIU,13,Mount St. Mary's,16,Mount St. Mary's
2023-03-18,2023,Princeton,8,Penn,9,Penn
2023-03-18,2023,Cornell,20,Yale,10,Cornell
2023-03-18,2023,Army West Point,12,Lehigh,10,Army West Point
2023-03-18,2023,Binghamton,14,Merrimack,7,Binghamton
2023-03-18,2023,Maryland,14,Virginia,13,Maryland
2023-03-18,2023,Vermont,16,NJIT,10,Vermont
2023-03-18,2023,Detroit Mercy,12,Mercer,16,Mercer
2023-03-18,2023,Harvard,16,Brown,15,Harvard
2023-03-18,2023,Sacred Heart,7,Manhattan,9,Manhattan
2023-03-18,2023,Saint Joseph's,16,St. John's (NY),10,Saint Joseph's
2023-03-18,2023,Lindenwood,12,Cleveland St.,14,Cleveland St.
2023-03-18,2023,Marist,16,Canisius,18,Canisius
2023-03-18,2023,Siena,10,VMI,14,VMI
2023-03-18,2023,Notre Dame,18,Michigan,8,Notre Dame
2023-03-18,2023,Fairfield,12,Hofstra,11,Fairfield
2023-03-19,2023,Delaware,10,Johns Hopkins,12,Johns Hopkins
2023-03-19,2023,Dartmouth,7,North Carolina,25,North Carolina
2023-03-19,2023,Ohio St.,12,Denver,17,Denver
2023-03-20,2023,Air Force,6,Duke,18,Duke
2023-03-21,2023,St. Bonaventure,6,Syracuse,22,Syracuse
2023-03-21,2023,Navy,6,Villanova,17,Villanova
2023-03-21,2023,Dartmouth,18,Hampton,9,Dartmouth
2023-03-21,2023,Harvard,11,Boston U.,15,Boston U.
2023-03-22,2023,High Point,9,North Carolina,16,North Carolina
2023-03-25,2023,Siena,11,LIU,13,LIU
2023-03-25,2023,UAlbany,7,Vermont,14,Vermont
2023-03-25,2023,Stony Brook,15,Monmouth,12,Stony Brook
2023-03-25,2023,Queens (NC),12,Bellarmine,24,Bellarmine
2023-03-25,2023,Hartford,10,Saint Joseph (CT),7,Hartford
2023-03-25,2023,VMI,4,Sacred Heart,16,Sacred Heart
2023-03-25,2023,Boston U.,12,Lafayette,10,Boston U.
2023-03-25,2023,Mount St. Mary's,10,Wagner,7,Mount St. Mary's
2023-03-25,2023,Loyola Maryland,5,Army West Point,10,Army West Point
2023-03-25,2023,Marist,12,Quinnipiac,14,Quinnipiac
2023-03-25,2023,NJIT,16,Binghamton,17,Binghamton
2023-03-25,2023,Brown,9,Massachusetts,10,Massachusetts
2023-03-25,2023,Cleveland St.,6,Robert Morris,11,Robert Morris
2023-03-25,2023,St. Bonaventure,5,Marquette,9,Marquette
2023-03-25,2023,Delaware,15,Hofstra,7,Delaware
2023-03-25,2023,Bryant,20,UMass Lowell,4,Bryant
2023-03-25,2023,Lindenwood,6,Air Force,15,Air Force
2023-03-25,2023,Virginia,15,Notre Dame,10,Virginia
2023-03-25,2023,Fairfield,7,Towson,11,Towson
2023-03-25,2023,Hobart,7,Syracuse,18,Syracuse
2023-03-25,2023,Johns Hopkins,15,Michigan,11,Johns Hopkins
2023-03-25,2023,Lehigh,15,Georgetown,17,Georgetown
2023-03-25,2023,Hampton,4,Drexel,18,Drexel
2023-03-25,2023,Richmond,11,St. John's (NY),8,Richmond
2023-03-25,2023,Canisius,9,Manhattan,14,Manhattan
2023-03-25,2023,Providence,8,North Carolina,25,North Carolina
2023-03-25,2023,Duke,12,Saint Joseph's,9,Duke
2023-03-25,2023,Mercer,15,Jacksonville,18,Jacksonville
2023-03-25,2023,Navy,13,Holy Cross,8,Navy
2023-03-25,2023,Merrimack,5,UMBC,15,UMBC
2023-03-25,2023,Bucknell,14,Colgate,10,Bucknell
2023-03-25,2023,Yale,10,Princeton,23,Princeton
2023-03-25,2023,Harvard,9,Dartmouth,10,Dartmouth
2023-03-25,2023,Penn St.,10,Maryland,13,Maryland
2023-03-25,2023,Utah,24,Detroit Mercy,11,Utah
2023-03-26,2023,Penn,12,Cornell,18,Cornell
2023-03-26,2023,Rutgers,7,Ohio St.,11,Ohio St.
2023-03-27,2023,Brown,13,Villanova,11,Brown
2023-03-29,2023,Queens (NC),6,Lindenwood,15,Lindenwood
2023-03-29,2023,Utah,18,Air Force,11,Utah
2023-03-29,2023,Sacred Heart,9,Marist,13,Marist
2023-03-29,2023,Hartford,9,Gordon,8,Hartford
2023-03-29,2023,Wagner,6,LIU,13,LIU
2023-03-29,2023,Mount St. Mary's,20,VMI,5,Mount St. Mary's
2023-03-29,2023,Siena,10,Canisius,9,Siena
2023-03-29,2023,Jacksonville,14,Cleveland St.,12,Jacksonville
2023-03-29,2023,Mercer,15,Bellarmine,12,Mercer
2023-03-29,2023,Manhattan,12,Quinnipiac,5,Manhattan
2023-03-29,2023,Robert Morris,8,Detroit Mercy,14,Detroit Mercy
2023-03-31,2023,Duke,16,Virginia,14,Duke
2023-03-31,2023,Boston U.,8,Navy,10,Navy
2023-03-31,2023,Jacksonville,15,Utah,18,Utah
2023-04-01,2023,Binghamton,21,UMass Lowell,10,Binghamton
2023-04-01,2023,Hofstra,12,Monmouth,6,Hofstra
2023-04-01,2023,Drexel,15,Fairfield,11,Drexel
2023-04-01,2023,High Point,10,Massachusetts,12,Massachusetts
2023-04-01,2023,St. Bonaventure,10,Hobart,24,Hobart
2023-04-01,2023,Detroit Mercy,5,Queens (NC),9,Queens (NC)
2023-04-01,2023,Bryant,16,NJIT,8,Bryant
2023-04-01,2023,Hampton,1,Delaware,19,Delaware
2023-04-01,2023,UMBC,6,UAlbany,12,UAlbany
2023-04-01,2023,Holy Cross,8,Loyola Maryland,15,Loyola Maryland
2023-04-01,2023,St. John's (NY),8,Villanova,18,Villanova
2023-04-01,2023,LIU,9,Sacred Heart,10,Sacred Heart
2023-04-01,2023,Bellarmine,18,Lindenwood,7,Bellarmine
2023-04-01,2023,Yale,16,Penn,17,Penn
2023-04-01,2023,Dartmouth,11,Cornell,22,Cornell
2023-04-01,2023,Bucknell,7,Army West Point,12,Army West Point
2023-04-01,2023,Quinnipiac,11,Mount St. Mary's,18,Mount St. Mary's
2023-04-01,2023,Denver,6,Georgetown,13,Georgetown
2023-04-01,2023,Vermont,13,Merrimack,8,Vermont
2023-04-01,2023,Michigan,16,Maryland,11,Michigan
2023-04-01,2023,Towson,12,Stony Brook,13,Stony Brook
2023-04-01,2023,Brown,12,Princeton,16,Princeton
2023-04-01,2023,Harvard,14,Colgate,10,Harvard
2023-04-01,2023,Robert Morris,8,Mercer,9,Mercer
2023-04-01,2023,Wagner,6,Siena,13,Siena
2023-04-01,2023,Marquette,14,Providence,16,Providence
2023-04-01,2023,Richmond,12,Saint Joseph's,14,Saint Joseph's
2023-04-01,2023,Notre Dame,20,Syracuse,12,Notre Dame
2023-04-01,2023,Marist,10,Manhattan,9,Marist
2023-04-01,2023,Air Force,12,Cleveland St.,9,Air Force
2023-04-01,2023,Rutgers,12,Johns Hopkins,16,Johns Hopkins
2023-04-01,2023,VMI,11,Canisius,10,VMI
2023-04-01,2023,Lafayette,9,Lehigh,15,Lehigh
2023-04-02,2023,Ohio St.,9,Penn St.,17,Penn St.
2023-04-04,2023,Saint Joseph's,13,Monmouth,3,Saint Joseph's
2023-04-04,2023,Boston U.,14,Yale,17,Yale
2023-04-05,2023,Hartford,20,Salem St.,4,Hartford
2023-04-07,2023,Virginia,19,North Carolina,12,Virginia
2023-04-07,2023,Michigan,12,Rutgers,13,Rutgers
2023-04-07,2023,Maryland,12,Ohio St.,11,Maryland
2023-04-07,2023,Navy,11,Loyola Maryland,10,Navy
2023-04-08,2023,Canisius,9,LIU,13,LIU
2023-04-08,2023,Siena,12,Quinnipiac,14,Quinnipiac
2023-04-08,2023,Towson,10,Hofstra,8,Towson
2023-04-08,2023,Lindenwood,16,Detroit Mercy,17,Detroit Mercy
2023-04-08,2023,Utah,26,Robert Morris,16,Utah
2023-04-08,2023,Saint Joseph's,18,St. Bonaventure,9,Saint Joseph's
2023-04-08,2023,Vermont,11,Binghamton,9,Vermont
2023-04-08,2023,Queens (NC),5,Jacksonville,25,Jacksonville
2023-04-08,2023,Fairfield,7,Delaware,17,Delaware
2023-04-08,2023,Sacred Heart,13,Wagner,9,Sacred Heart
2023-04-08,2023,Holy Cross,11,Lafayette,17,Lafayette
2023-04-08,2023,Monmouth,14,Hampton,6,Monmouth
2023-04-08,2023,Massachusetts,12,Richmond,13,Richmond
2023-04-08,2023,Villanova,6,Denver,12,Denver
2023-04-08,2023,St. John's (NY),10,Marquette,20,Marquette
2023-04-08,2023,Dartmouth,11,Yale,21,Yale
2023-04-08,2023,Duke,12,Notre Dame,17,Notre Dame
2023-04-08,2023,Johns Hopkins,11,Penn St.,12,Penn St.
2023-04-08,2023,Lehigh,11,Bucknell,8,Lehigh
2023-04-08,2023,NJIT,12,Merrimack,15,Merrimack
2023-04-08,2023,Mount St. Mary's,12,Marist,9,Mount St. Mary's
2023-04-08,2023,Syracuse,16,Princeton,13,Syracuse
2023-04-08,2023,Army West Point,10,Colgate,9,Army West Point
2023-04-08,2023,Cleveland St.,11,Mercer,8,Cleveland St.
2023-04-08,2023,UMass Lowell,8,UMBC,15,UMBC
2023-04-08,2023,Penn,11,Brown,12,Brown
2023-04-08,2023,Air Force,10,Bellarmine,11,Bellarmine
2023-04-08,2023,Stony Brook,14,Drexel,15,Drexel
2023-04-08,2023,Cornell,8,Harvard,10,Harvard
2023-04-08,2023,Hobart,13,High Point,14,High Point
2023-04-08,2023,Manhattan,8,VMI,6,Manhattan
2023-04-08,2023,Providence,11,Georgetown,13,Georgetown
2023-04-08,2023,UAlbany,16,Bryant,20,Bryant
2023-04-09,2023,Maryland,,Ohio St.,,Ohio St.
2023-04-11,2023,Marquette,11,Cornell,21,Cornell
2023-04-12,2023,Canisius,13,Mount St. Mary's,15,Mount St. Mary's
2023-04-12,2023,LIU,10,Manhattan,14,Manhattan
2023-04-12,2023,Marist,14,Siena,11,Marist
2023-04-12,2023,Detroit Mercy,7,Jacksonville,17,Jacksonville
2023-04-12,2023,Lindenwood,8,Utah,22,Utah
2023-04-12,2023,Quinnipiac,11,Sacred Heart,13,Sacred Heart
2023-04-12,2023,VMI,12,Wagner,11,VMI
2023-04-12,2023,Bellarmine,13,Robert Morris,21,Robert Morris
2023-04-12,2023,Cleveland St.,13,Queens (NC),12,Cleveland St.
2023-04-13,2023,Denver,12,Towson,10,Denver
2023-04-14,2023,Merrimack,13,UMass Lowell,10,Merrimack
2023-04-15,2023,Marist,16,LIU,10,Marist
2023-04-15,2023,Brown,10,Yale,16,Yale
2023-04-15,2023,Bryant,12,Vermont,13,Vermont
2023-04-15,2023,Monmouth,14,Fairfield,15,Fairfield
2023-04-15,2023,NJIT,7,UAlbany,13,UAlbany
2023-04-15,2023,St. Bonaventure,3,Massachusetts,14,Massachusetts
2023-04-15,2023,Hobart,10,Saint Joseph's,11,Saint Joseph's
2023-04-15,2023,Loyola Maryland,9,Boston U.,16,Boston U.
2023-04-15,2023,Mount St. Mary's,13,Sacred Heart,12,Mount St. Mary's
2023-04-15,2023,Hofstra,8,Drexel,7,Hofstra
2023-04-15,2023,Robert Morris,14,Queens (NC),10,Robert Morris
2023-04-15,2023,Mercer,12,Utah,22,Utah
2023-04-15,2023,Georgetown,15,Marquette,14,Georgetown
2023-04-15,2023,Jacksonville,15,Lindenwood,5,Jacksonville
2023-04-15,2023,Syracuse,15,North Carolina,14,Syracuse
2023-04-15,2023,High Point,9,Richmond,13,Richmond
2023-04-15,2023,Cornell,11,Army West Point,10,Cornell
2023-04-15,2023,Hampton,1,Towson,20,Towson
2023-04-15,2023,Colgate,8,Lehigh,15,Lehigh
2023-04-15,2023,Delaware,12,Stony Brook,9,Delaware
2023-04-15,2023,Princeton,17,Dartmouth,7,Princeton
2023-04-15,2023,Binghamton,16,UMBC,13,Binghamton
2023-04-15,2023,Virginia,14,Duke,15,Duke
2023-04-15,2023,Villanova,20,Providence,8,Villanova
2023-04-15,2023,Bucknell,18,Holy Cross,12,Bucknell
2023-04-15,2023,Lafayette,6,Navy,9,Navy
2023-04-15,2023,Siena,10,Manhattan,6,Siena
2023-04-15,2023,Ohio St.,8,Johns Hopkins,17,Johns Hopkins
2023-04-15,2023,Denver,12,St. John's (NY),10,Denver
2023-04-15,2023,Wagner,10,Canisius,8,Wagner
2023-04-15,2023,Penn,15,Harvard,9,Penn
2023-04-15,2023,Quinnipiac,14,VMI,13,Quinnipiac
2023-04-15,2023,Detroit Mercy,7,Air Force,22,Air Force
2023-04-16,2023,Penn St.,11,Michigan,9,Penn St.
2023-04-16,2023,Bellarmine,13,Cleveland St.,8,Bellarmine
2023-04-16,2023,Maryland,11,Rutgers,8,Maryland
2023-04-18,2023,UMass Lowell,9,Holy Cross,13,Holy Cross
2023-04-18,2023,Georgetown,23,Loyola Maryland,7,Georgetown
2023-04-19,2023,Hartford,16,Regis (MA),2,Hartford
2023-04-21,2023,Rutgers,5,Penn St.,14,Penn St.
2023-04-21,2023,Ohio St.,14,Michigan,19,Michigan
2023-04-21,2023,Providence,6,Denver,13,Denver
2023-04-21,2023,Yale,14,UAlbany,6,Yale
2023-04-21,2023,Bucknell,13,Lafayette,14,Lafayette
2023-04-22,2023,Syracuse,12,Virginia,19,Virginia
2023-04-22,2023,LIU,13,Quinnipiac,19,Quinnipiac
2023-04-22,2023,Bellarmine,18,Detroit Mercy,3,Bellarmine
2023-04-22,2023,Lindenwood,12,Robert Morris,18,Robert Morris
2023-04-22,2023,Binghamton,10,Bryant,14,Bryant
2023-04-22,2023,Hofstra,15,Hampton,4,Hofstra
2023-04-22,2023,High Point,17,St. Bonaventure,8,High Point
2023-04-22,2023,UMass Lowell,3,Vermont,21,Vermont
2023-04-22,2023,Fairfield,14,Stony Brook,17,Stony Brook
2023-04-22,2023,Queens (NC),5,Mercer,18,Mercer
2023-04-22,2023,Canisius,8,Sacred Heart,15,Sacred Heart
2023-04-22,2023,Richmond,20,Hobart,15,Richmond
2023-04-22,2023,Lehigh,11,Boston U.,14,Boston U.
2023-04-22,2023,Cleveland St.,12,Utah,19,Utah
2023-04-22,2023,Dartmouth,6,Penn,17,Penn
2023-04-22,2023,North Carolina,9,Notre Dame,16,Notre Dame
2023-04-22,2023,Colgate,11,Loyola Maryland,17,Loyola Maryland
2023-04-22,2023,Marquette,15,Villanova,16,Villanova
2023-04-22,2023,Air Force,15,Jacksonville,11,Air Force
2023-04-22,2023,UMBC,12,NJIT,10,UMBC
2023-04-22,2023,Johns Hopkins,12,Maryland,11,Johns Hopkins
2023-04-22,2023,Drexel,13,Delaware,18,Delaware
2023-04-22,2023,VMI,7,Marist,18,Marist
2023-04-22,2023,Harvard,11,Princeton,17,Princeton
2023-04-22,2023,Manhattan,6,Wagner,2,Manhattan
2023-04-22,2023,Mount St. Mary's,12,Siena,13,Siena
2023-04-22,2023,Cornell,16,Brown,9,Cornell
2023-04-22,2023,Massachusetts,10,Saint Joseph's,11,Saint Joseph's
2023-04-22,2023,Army West Point,11,Navy,6,Army West Point
2023-04-22,2023,Georgetown,18,St. John's (NY),12,Georgetown
2023-04-22,2023,Towson,15,Monmouth,11,Towson
2023-04-23,2023,Merrimack,11,UAlbany,13,UAlbany
2023-04-25,2023,Brown,12,Bryant,17,Bryant
2023-04-25,2023,Virginia,20,Lafayette,11,Virginia
2023-04-26,2023,Penn,14,UAlbany,11,Penn
2023-04-28,2023,Villanova,8,Georgetown,12,Georgetown
2023-04-28,2023,Monmouth,7,Drexel,16,Drexel
2023-04-28,2023,Holy Cross,9,Colgate,22,Colgate
2023-04-28,2023,Navy,12,Bucknell,9,Navy
2023-04-28,2023,Loyola Maryland,9,Lehigh,15,Lehigh
2023-04-28,2023,Denver,15,Marquette,14,Denver
2023-04-28,2023,Hobart,9,Massachusetts,13,Massachusetts
2023-04-28,2023,Boston U.,12,Army West Point,11,Boston U.
2023-04-29,2023,Delaware,10,Towson,15,Towson
2023-04-29,2023,Ohio St.,10,Michigan,14,Michigan
2023-04-29,2023,Bryant,9,Merrimack,12,Merrimack
2023-04-29,2023,UAlbany,14,Binghamton,15,Binghamton
2023-04-29,2023,Robert Morris,5,Air Force,13,Air Force
2023-04-29,2023,NJIT,11,UMass Lowell,10,NJIT
2023-04-29,2023,Hampton,6,Fairfield,22,Fairfield
2023-04-29,2023,Utah,18,Queens (NC),6,Utah
2023-04-29,2023,Mercer,12,Lindenwood,8,Mercer
2023-04-29,2023,Quinnipiac,19,Marist,29,Marist
2023-04-29,2023,Sacred Heart,11,Siena,13,Siena
2023-04-29,2023,Rutgers,11,Maryland,14,Maryland
2023-04-29,2023,Yale,14,Harvard,11,Yale
2023-04-29,2023,Saint Joseph's,17,High Point,11,Saint Joseph's
2023-04-29,2023,St. Bonaventure,10,Richmond,26,Richmond
2023-04-29,2023,Princeton,13,Cornell,14,Cornell
2023-04-29,2023,Brown,13,Dartmouth,11,Brown
2023-04-29,2023,Vermont,11,UMBC,7,Vermont
2023-04-29,2023,Syracuse,15,Duke,18,Duke
2023-04-29,2023,St. John's (NY),11,Providence,12,Providence
2023-04-29,2023,Jacksonville,13,Bellarmine,12,Jacksonville
2023-04-29,2023,Detroit Mercy,12,Cleveland St.,14,Cleveland St.
2023-04-29,2023,Stony Brook,11,Hofstra,10,Stony Brook
2023-04-30,2023,Notre Dame,8,Virginia,12,Virginia
2023-05-02,2023,Robert Morris,9,Jacksonville,8,Robert Morris
2023-05-02,2023,Bellarmine,14,Mercer,13,Bellarmine
2023-05-02,2023,Loyola Maryland,12,Navy,7,Loyola Maryland
2023-05-02,2023,Lafayette,8,Lehigh,12,Lehigh
2023-05-04,2023,Massachusetts,8,Richmond,15,Richmond
2023-05-04,2023,High Point,16,Saint Joseph's,14,High Point
2023-05-04,2023,Maryland,14,Johns Hopkins,9,Maryland
2023-05-04,2023,Michigan,17,Penn St.,15,Michigan
2023-05-04,2023,Binghamton,11,Bryant,12,Bryant
2023-05-04,2023,UAlbany,10,Vermont,4,UAlbany
2023-05-04,2023,Marist,19,Mount St. Mary's,7,Marist
2023-05-04,2023,Siena,11,Manhattan,8,Siena
2023-05-04,2023,Stony Brook,13,Drexel,10,Stony Brook
2023-05-04,2023,Towson,8,Delaware,11,Delaware
2023-05-04,2023,Villanova,9,Denver,16,Denver
2023-05-04,2023,Providence,8,Georgetown,19,Georgetown
2023-05-05,2023,Princeton,9,Penn,8,Princeton
2023-05-05,2023,Yale,22,Cornell,15,Yale
2023-05-05,2023,Robert Morris,4,Air Force,12,Air Force
2023-05-05,2023,Bellarmine,14,Utah,17,Utah
2023-05-05,2023,Lehigh,13,Army West Point,19,Army West Point
2023-05-05,2023,Loyola Maryland,12,Boston U.,11,Loyola Maryland
2023-05-06,2023,Notre Dame,18,North Carolina,9,Notre Dame
2023-05-06,2023,High Point,8,Richmond,15,Richmond
2023-05-06,2023,Michigan,14,Maryland,5,Michigan
2023-05-06,2023,UAlbany,11,Bryant,12,Bryant
2023-05-06,2023,Siena,7,Marist,12,Marist
2023-05-06,2023,Stony Brook,10,Delaware,13,Delaware
2023-05-06,2023,Denver,5,Georgetown,14,Georgetown
2023-05-07,2023,Merrimack,2,Duke,14,Duke
2023-05-07,2023,Yale,10,Princeton,19,Princeton
2023-05-07,2023,Air Force,9,Utah,11,Utah
2023-05-07,2023,Loyola Maryland,8,Army West Point,10,Army West Point
2023-05-10,2023,Marist,10,Delaware,25,Delaware
2023-05-13,2023,Richmond,8,Virginia,17,Virginia
2023-05-13,2023,Utah,7,Notre Dame,20,Notre Dame
2023-05-13,2023,Yale,17,Georgetown,19,Georgetown
2023-05-13,2023,Army West Point,16,Maryland,15,Army West Point
2023-05-14,2023,Bryant,8,Johns Hopkins,22,Johns Hopkins
2023-05-14,2023,Michigan,15,Cornell,14,Michigan
2023-05-14,2023,Delaware,11,Duke,12,Duke
2023-05-14,2023,Princeton,12,Penn St.,13,Penn St.
2023-05-20,2023,Georgetown,14,Virginia,17,Virginia
2023-05-20,2023,Michigan,8,Duke,15,Duke
2023-05-21,2023,Army West Point,9,Penn St.,10,Penn St.
2023-05-21,2023,Johns Hopkins,9,Notre Dame,12,Notre Dame
2023-05-27,2023,Penn St.,15,Duke,16,Duke
2023-05-27,2023,Notre Dame,13,Virginia,12,Notre Dame
2023-05-29,2023,Notre Dame,13,Duke,9,Notre Dame
2024-02-03,2024,Colgate,13,Penn St.,12,Colgate
2024-02-03,2024,Lehigh,12,Rutgers,14,Rutgers
2024-02-03,2024,Denver,13,Johns Hopkins,12,Denver
2024-02-03,2024,Utah,8,Ohio St.,11,Ohio St.
2024-02-03,2024,Maryland,12,Richmond,11,Maryland
2024-02-03,2024,Mount St. Mary's,6,Navy,19,Navy
2024-02-03,2024,Vermont,7,Syracuse,20,Syracuse
2024-02-03,2024,NJIT,10,St. John's (NY),8,NJIT
2024-02-03,2024,Mercer,7,High Point,14,High Point
2024-02-03,2024,Bellarmine,12,Duke,20,Duke
2024-02-03,2024,Cleveland St.,12,VMI,11,Cleveland St.
2024-02-03,2024,Bucknell,10,Merrimack,14,Merrimack
2024-02-03,2024,Wagner,9,Hofstra,21,Hofstra
2024-02-03,2024,Georgetown,10,Loyola Maryland,18,Loyola Maryland
2024-02-03,2024,Marquette,12,Air Force,6,Marquette
2024-02-04,2024,Providence,12,Holy Cross,6,Providence
2024-02-04,2024,Stony Brook,17,Sacred Heart,14,Stony Brook
2024-02-04,2024,Hampton,5,Mercer,20,Mercer
2024-02-05,2024,Colgate,10,Syracuse,18,Syracuse
2024-02-06,2024,Towson,5,Johns Hopkins,13,Johns Hopkins
2024-02-06,2024,Saint Joseph's,10,Boston U.,14,Boston U.
2024-02-09,2024,Manhattan,3,Syracuse,16,Syracuse
2024-02-09,2024,Lindenwood,5,Marquette,16,Marquette
2024-02-10,2024,Villanova,10,Penn St.,18,Penn St.
2024-02-10,2024,North Carolina,13,Mercer,5,North Carolina
2024-02-10,2024,Siena,15,NJIT,16,NJIT
2024-02-10,2024,Bryant,15,Providence,13,Bryant
2024-02-10,2024,Queens (NC),10,VMI,14,VMI
2024-02-10,2024,Lafayette,6,Delaware,14,Delaware
2024-02-10,2024,LIU,10,Monmouth,14,Monmouth
2024-02-10,2024,Lehigh,8,Fairfield,7,Lehigh
2024-02-10,2024,Hofstra,8,Navy,16,Navy
2024-02-10,2024,Jacksonville,9,Binghamton,8,Jacksonville
2024-02-10,2024,Robert Morris,7,Richmond,23,Richmond
2024-02-10,2024,Massachusetts,12,Army West Point,13,Army West Point
2024-02-10,2024,Quinnipiac,17,St. John's (NY),11,Quinnipiac
2024-02-10,2024,Rutgers,16,Stony Brook,12,Rutgers
2024-02-10,2024,Sacred Heart,10,Merrimack,11,Merrimack
2024-02-10,2024,Bucknell,10,Marist,17,Marist
2024-02-10,2024,Vermont,8,Boston U.,18,Boston U.
2024-02-10,2024,Duke,21,High Point,9,Duke
2024-02-10,2024,Holy Cross,16,UMass Lowell,9,Holy Cross
2024-02-10,2024,Mount St. Mary's,5,Towson,15,Towson
2024-02-10,2024,Loyola Maryland,4,Maryland,11,Maryland
2024-02-10,2024,Cleveland St.,6,Ohio St.,13,Ohio St.
2024-02-10,2024,Johns Hopkins,11,Georgetown,9,Johns Hopkins
2024-02-10,2024,Michigan,11,Virginia,19,Virginia
2024-02-10,2024,Air Force,9,Denver,11,Denver
2024-02-11,2024,Colgate,16,Hobart,11,Colgate
2024-02-11,2024,Bellarmine,13,St. Bonaventure,9,Bellarmine
2024-02-13,2024,Canisius,5,Michigan,21,Michigan
2024-02-13,2024,Bellarmine,6,Ohio St.,10,Ohio St.
2024-02-13,2024,Detroit Mercy,8,Marquette,22,Marquette
2024-02-13,2024,St. John's (NY),13,Hofstra,17,Hofstra
2024-02-14,2024,Cleveland St.,3,Notre Dame,25,Notre Dame
2024-02-15,2024,Georgetown,12,Penn,9,Georgetown
2024-02-16,2024,VMI,9,High Point,19,High Point
2024-02-16,2024,Drexel,11,UMBC,10,Drexel
2024-02-16,2024,Bryant,12,Boston U.,6,Bryant
2024-02-17,2024,Penn St.,14,Stony Brook,10,Penn St.
