Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game,Team 1 RPI,Team 2 RPI,Team 1 Save Percent,Team 2 Save Percent,Team 1 Games Played,Team 2 Games Played,Team 1 Assists per Game Total,Team 1 Caused Turnovers per Game Total,Team 1 Clearing Percent Total,Team 1 Faceoff Percent Total,Team 1 Groundballs per Game Total,Team 1 Man Down Defense Percent Total,Team 1 Man Up Offense Percent Total,Team 1 Opponent Clear Percent Total,Team 1 Goals per Game Total,Team 1 Goals Allowed per Game Total,Team 1 Average Margin Total,Team 1 Shot Percent Total,Team 1 Turnovers per Game Total,Team 1 Save Percent Total,Team 1 RPI Total,Team 2 Assists per Game Total,Team 2 Caused Turnovers per Game Total,Team 2 Clearing Percent Total,Team 2 Faceoff Percent Total,Team 2 Groundballs per Game Total,Team 2 Man Down Defense Percent Total,Team 2 Man Up Offense Percent Total,Team 2 Opponent Clear Percent Total,Team 2 Goals per Game Total,Team 2 Goals Allowed per Game Total,Team 2 Average Margin Total,Team 2 Shot Percent Total,Team 2 Turnovers per Game Total,Team 2 Save Percent Total,Team 2 RPI Total,Team 1 Assists per Game RollingAvg_3,Team 1 Caused Turnovers per Game RollingAvg_3,Team 1 Clearing Percent RollingAvg_3,Team 1 Faceoff Percent RollingAvg_3,Team 1 Groundballs per Game RollingAvg_3,Team 1 Man Down Defense Percent RollingAvg_3,Team 1 Man Up Offense Percent RollingAvg_3,Team 1 Opponent Clear Percent RollingAvg_3,Team 1 Goals per Game RollingAvg_3,Team 1 Goals Allowed per Game RollingAvg_3,Team 1 Average Margin RollingAvg_3,Team 1 Shot Percent RollingAvg_3,Team 1 Turnovers per Game RollingAvg_3,Team 1 Save Percent RollingAvg_3,Team 1 RPI RollingAvg_3,Team 2 Assists per Game RollingAvg_3,Team 2 Caused Turnovers per Game RollingAvg_3,Team 2 Clearing Percent RollingAvg_3,Team 2 Faceoff Percent RollingAvg_3,Team 2 Groundballs per Game RollingAvg_3,Team 2 Man Down Defense Percent RollingAvg_3,Team 2 Man Up Offense Percent RollingAvg_3,Team 2 Opponent Clear Percent RollingAvg_3,Team 2 Goals per Game RollingAvg_3,Team 2 Goals Allowed per Game RollingAvg_3,Team 2 Average Margin RollingAvg_3,Team 2 Shot Percent RollingAvg_3,Team 2 Turnovers per Game RollingAvg_3,Team 2 Save Percent RollingAvg_3,Team 2 RPI RollingAvg_3
2020-03-07,2020,umass lowell,8.0,merrimack,6.0,umass lowell,6.5,7.0,7.67,7.2,0.831,0.806,0.435,0.492,29.17,26.0,0.645,0.474,0.238,0.391,0.842,0.857,9.5,11.2,10.5,9.8,12.5,12.2,-3.0,-1.0,0.241,0.304,16.83,17.2,0.49211,0.51206,0.45652173913043476,0.4454545454545455,7,5,45.5,53.69,5.817,3.045,204.19,4.515000000000001,1.666,5.894,66.5,87.5,-21.0,1.6869999999999998,117.80999999999999,3.1956521739130435,3.44477,35.0,36.0,4.03,2.46,130.0,2.37,1.955,4.285,56.0,61.0,-5.0,1.52,86.0,2.2272727272727275,2.5603,8.06,4.123333333333332,0.8283333333333335,0.571,30.73,0.7330000000000002,0.06999999999999999,0.8540000000000001,10.166666666666666,13.606666666666667,-3.44,0.24899999999999997,17.496666666666666,0.41825370949284957,0.60775,5.666666666666667,6.666666666666667,0.7960000000000002,0.5293333333333333,26.666666666666668,0.4566666666666667,-0.014999999999999977,0.8410000000000001,11.0,11.666666666666666,-0.6666666666666666,0.294,17.666666666666668,0.4525691699604744,0.6450999999999999
2020-03-07,2020,binghamton,9.0,hobart,16.0,hobart,4.4,9.25,8.6,8.0,0.784,0.822,0.35,0.534,28.6,37.75,0.375,0.65,0.167,0.632,0.923,0.863,6.6,20.5,15.2,15.25,14.0,12.75,-7.4,7.75,0.228,0.369,21.8,16.0,0.48489,0.50526,0.5205479452054794,0.5446428571428571,5,4,22.0,43.0,3.92,1.75,143.0,1.875,0.8350000000000001,4.615,33.0,70.0,-37.0,1.1400000000000001,109.0,2.602739726027397,2.4244499999999998,37.0,32.0,3.288,2.136,151.0,2.6,2.528,3.452,82.0,51.0,31.0,1.476,64.0,2.1785714285714284,2.02104,6.333333333333333,10.333333333333334,0.7446666666666667,0.4746666666666666,30.666666666666668,0.18033333333333332,0.18733333333333335,0.953,8.333333333333334,13.666666666666666,-5.333333333333333,0.27133333333333337,22.0,0.5029965753424657,0.5164833333333333,10.333333333333334,8.333333333333334,0.846,0.5303333333333334,40.0,0.5890000000000001,0.6426666666666666,0.8543333333333333,20.0,14.333333333333334,5.666666666666667,0.35366666666666663,16.666666666666668,0.503968253968254,0.5903466666666667
2020-03-07,2020,army west point,16.0,lafayette,8.0,army west point,9.14,3.0,10.43,5.4,0.849,0.787,0.467,0.354,36.29,25.8,0.76,0.409,0.304,0.231,0.769,0.931,13.43,6.8,12.14,12.2,7.14,16.4,6.29,-9.6,0.339,0.268,17.29,22.2,0.60447,0.46772,0.6296680497925311,0.42657342657342656,7,5,63.980000000000004,73.00999999999999,5.943,3.269,254.03,5.32,2.128,5.383,94.00999999999999,49.98,44.03,2.373,121.03,4.407676348547717,4.2312899999999996,15.0,27.0,3.935,1.77,129.0,2.045,1.155,4.655,34.0,82.0,-48.0,1.34,111.0,2.132867132867133,2.3386,7.326666666666668,10.669999999999996,0.8143333333333332,0.38966666666666666,35.343333333333334,0.6893333333333335,0.35333333333333333,0.7623333333333333,11.336666666666664,7.993333333333332,3.3433333333333337,0.3230000000000001,17.676666666666666,0.5920324670597653,0.6444566666666666,3.6666666666666665,5.666666666666667,0.7623333333333333,0.38999999999999996,29.666666666666668,0.5863333333333333,0.25166666666666665,0.9143333333333334,7.333333333333333,16.333333333333332,-9.0,0.2926666666666667,22.666666666666668,0.4302539565697461,0.4462
2020-03-07,2020,rutgers,11.0,princeton,16.0,princeton,7.2,10.75,7.6,10.25,0.869,0.843,0.319,0.469,26.4,38.5,0.867,0.4,0.385,0.316,0.82,0.765,12.8,18.5,12.8,12.5,11.8,10.75,1.0,7.75,0.305,0.387,13.6,14.5,0.48707,0.65734,0.5203252032520325,0.5376344086021505,5,4,36.0,38.0,4.345,1.595,132.0,4.335,1.925,4.1,64.0,59.0,5.0,1.525,68.0,2.6016260162601625,2.43535,43.0,41.0,3.372,1.876,154.0,1.6,1.264,3.06,74.0,43.0,31.0,1.548,58.0,2.150537634408602,2.62936,5.666666666666667,6.0,0.8383333333333333,0.26099999999999995,22.666666666666668,0.9116666666666666,0.30833333333333335,0.8906666666666666,9.0,13.333333333333334,-4.333333333333333,0.27566666666666667,13.333333333333334,0.47590432426063384,0.47845000000000004,10.666666666666666,9.0,0.8210000000000001,0.4133333333333333,37.0,0.3666666666666667,0.338,0.7533333333333333,18.0,11.333333333333334,6.666666666666667,0.37400000000000005,13.0,0.550179211469534,0.5986766666666666
2020-03-07,2020,manhattan,8.0,njit,7.0,manhattan,5.4,4.67,5.0,8.67,0.86,0.837,0.345,0.418,24.2,26.67,0.692,0.733,0.2,0.286,0.843,0.826,8.6,7.83,13.8,13.33,9.8,13.17,-1.2,-5.33,0.316,0.255,16.8,21.17,0.313,0.35196,0.5847457627118644,0.5030188679245283,5,6,27.0,25.0,4.3,1.7249999999999999,121.0,3.46,1.0,4.215,43.0,49.0,-6.0,1.58,84.0,2.923728813559322,1.565,28.02,52.019999999999996,5.022,2.508,160.02,4.398,1.7159999999999997,4.9559999999999995,46.980000000000004,79.02,-31.98,1.53,127.02000000000001,3.01811320754717,2.11176,7.0,5.333333333333333,0.8966666666666665,0.25899999999999995,23.666666666666668,0.598,0.0,0.8789999999999999,9.666666666666666,10.666666666666666,-1.0,0.3506666666666667,15.666666666666666,0.5912429378531073,0.2786133333333333,3.0099999999999993,8.339999999999998,0.868,0.33,21.010000000000005,0.5909999999999999,0.27199999999999996,0.8729999999999998,4.660000000000001,14.009999999999998,-9.33,0.18000000000000002,20.340000000000003,0.5931805929919138,0.28724999999999995
2020-03-07,2020,hartford,18.0,wagner,9.0,hartford,5.6,2.2,9.8,4.0,0.843,0.871,0.537,0.385,29.6,20.6,0.5,0.6,0.105,0.214,0.904,0.901,9.8,7.6,11.8,10.4,10.6,14.8,-0.8,-7.2,0.223,0.232,16.6,15.2,0.3385,0.31962,0.5267857142857143,0.4126984126984127,5,5,28.0,49.0,4.215,2.685,148.0,2.5,0.525,4.5200000000000005,49.0,53.0,-4.0,1.115,83.0,2.6339285714285716,1.6925000000000001,11.0,20.0,4.355,1.925,103.0,3.0,1.07,4.505,38.0,74.0,-36.0,1.1600000000000001,76.0,2.0634920634920633,1.5981,5.333333333333333,7.333333333333333,0.8656666666666665,0.5736666666666667,29.666666666666668,0.6426666666666666,0.07966666666666668,0.8793333333333336,9.0,8.666666666666666,0.3333333333333333,0.209,16.0,0.620400432900433,0.49472000000000005,1.3333333333333333,3.6666666666666665,0.8930000000000001,0.34900000000000003,17.0,0.8333333333333334,0.24533333333333332,0.9236666666666666,6.0,15.0,-9.0,0.2086666666666667,14.333333333333334,0.3791887125220457,0.1993666666666667
2020-03-07,2020,mercer,10.0,monmouth,7.0,mercer,11.0,3.8,6.4,9.2,0.904,0.845,0.736,0.462,34.4,30.2,0.813,0.8,0.5,0.214,0.903,0.875,17.8,6.8,7.4,11.2,8.4,10.8,9.4,-4.0,0.363,0.214,13.0,19.0,0.46804,0.48972,0.46835443037974683,0.509090909090909,5,5,55.0,32.0,4.5200000000000005,3.6799999999999997,172.0,4.0649999999999995,2.5,4.515000000000001,89.0,42.0,47.0,1.815,65.0,2.3417721518987342,2.3402000000000003,19.0,46.0,4.225,2.31,151.0,4.0,1.07,4.375,34.0,54.0,-20.0,1.07,95.0,2.545454545454545,2.4486,13.0,4.666666666666667,0.9280000000000003,0.7866666666666665,34.666666666666664,1.0216666666666665,0.6666666666666666,0.9216666666666669,21.666666666666668,7.333333333333333,14.333333333333334,0.4523333333333333,10.666666666666666,0.4948764315852923,0.3356200000000001,2.6666666666666665,8.0,0.8909999999999999,0.4793333333333334,28.333333333333332,0.8146666666666667,0.09000000000000001,0.8703333333333333,4.666666666666667,8.666666666666666,-4.0,0.17133333333333334,17.666666666666668,0.5478312537136065,0.4446733333333333
2020-03-08,2020,penn st.,17.0,cornell,18.0,cornell,9.2,10.25,6.8,7.75,0.851,0.868,0.53,0.541,33.2,40.0,0.615,0.6,0.636,0.385,0.766,0.824,16.4,18.5,12.6,9.25,10.4,11.75,6.0,6.75,0.385,0.394,17.0,14.75,0.64894,0.61005,0.5478260869565217,0.44047619047619047,5,4,46.0,34.0,4.255,2.6500000000000004,166.0,3.075,3.18,3.83,82.0,52.0,30.0,1.925,85.0,2.7391304347826084,3.2447,41.0,31.0,3.472,2.164,160.0,2.4,1.54,3.296,74.0,47.0,27.0,1.576,59.0,1.7619047619047619,2.4402,8.333333333333334,9.0,0.8416666666666667,0.3973333333333335,33.0,0.4536666666666667,0.5266666666666667,0.6986666666666667,15.666666666666666,11.0,4.666666666666667,0.37366666666666665,18.333333333333332,0.5982286634460546,0.7482333333333333,11.333333333333334,8.0,0.8656666666666667,0.5026666666666667,37.0,0.5776666666666667,0.06933333333333332,0.8069999999999999,18.333333333333332,12.333333333333334,6.0,0.3986666666666667,14.0,0.42063492063492064,0.7300666666666666
2020-03-08,2020,virginia,13.0,brown,14.0,brown,9.4,8.0,10.0,9.0,0.888,0.884,0.566,0.634,44.2,37.75,0.667,0.533,0.5,0.353,0.739,0.835,13.8,13.25,12.6,12.25,10.6,9.5,3.2,3.75,0.291,0.243,15.8,14.5,0.6883,0.46302,0.5431034482758621,0.5632183908045977,5,4,47.0,50.0,4.44,2.8299999999999996,221.0,3.335,2.5,3.695,69.0,53.0,16.0,1.4549999999999998,79.0,2.7155172413793105,3.4415,32.0,36.0,3.536,2.536,151.0,2.132,1.412,3.34,53.0,38.0,15.0,0.972,58.0,2.2528735632183907,1.85208,10.0,8.0,0.9346666666666668,0.6453333333333332,44.0,0.6669999999999999,0.5,0.7016666666666665,15.0,12.0,3.0,0.31099999999999994,17.0,0.47964049889948646,0.5221666666666667,9.0,9.666666666666666,0.8886666666666666,0.6286666666666667,39.0,0.544,0.304,0.8233333333333333,14.0,10.333333333333334,3.6666666666666665,0.26299999999999996,15.333333333333334,0.5472541507024266,0.5131933333333333
2020-03-08,2020,drexel,15.0,villanova,12.0,drexel,8.75,6.83,6.75,7.5,0.808,0.858,0.478,0.391,38.25,27.67,0.474,0.476,0.412,0.263,0.85,0.847,16.25,12.67,12.5,12.5,13.25,12.83,3.0,-0.17,0.349,0.303,19.75,13.33,0.49213,0.64583,0.4854368932038835,0.4934859849980261,5,6,43.75,33.75,4.04,2.3899999999999997,191.25,2.37,2.06,4.25,81.25,66.25,15.0,1.7449999999999999,98.75,2.4271844660194173,2.4606500000000002,40.980000000000004,45.0,5.148,2.346,166.02,2.856,1.578,5.082,76.02,76.98,-1.02,1.818,79.98,2.960915909988157,3.87498,9.583333333333334,6.916666666666667,0.828,0.5179999999999999,37.083333333333336,0.54,0.35333333333333333,0.866,17.75,12.083333333333334,5.666666666666667,0.38099999999999995,20.916666666666668,0.49327201498892864,0.7403566666666667,7.660000000000001,6.669999999999999,0.835,0.43500000000000005,32.010000000000005,0.45199999999999996,0.276,0.906,13.67,9.330000000000004,4.33,0.328,16.990000000000002,0.5844838616901612,0.58333
2020-03-08,2020,penn,13.0,saint joseph's,12.0,penn,8.5,6.4,8.0,7.4,0.861,0.877,0.628,0.737,36.0,34.0,0.556,0.5,0.5,0.222,0.812,0.949,14.0,10.0,10.0,11.2,14.5,9.2,-0.5,0.8,0.29,0.276,17.5,19.2,0.55689,0.63142,0.40816326530612246,0.5490196078431373,4,6,34.0,32.0,3.444,2.512,144.0,2.224,2.0,3.248,56.0,58.0,-2.0,1.16,70.0,1.6326530612244898,2.22756,38.400000000000006,44.400000000000006,5.2620000000000005,4.422,204.0,3.0,1.332,5.694,60.0,55.199999999999996,4.800000000000001,1.6560000000000001,115.19999999999999,3.294117647058824,3.78852,8.0,8.333333333333334,0.8146666666666667,0.666,37.333333333333336,0.4913333333333334,0.5333333333333333,0.7770000000000001,13.666666666666666,13.666666666666666,0.0,0.2823333333333333,19.0,0.4288330716902145,0.5897433333333333,6.4700000000000015,8.800000000000002,0.9020000000000001,0.8029999999999999,36.0,0.5559999999999999,0.13600000000000004,0.9590000000000001,10.0,6.7299999999999995,3.27,0.279,18.729999999999993,0.5910683665101023,0.6390000000000001
2020-03-08,2020,canisius,11.0,air force,15.0,air force,3.75,6.17,3.5,5.17,0.783,0.805,0.354,0.4,28.75,25.83,0.5,0.72,0.158,0.385,0.882,0.882,7.5,9.5,18.75,13.5,17.5,11.0,-10.0,-1.5,0.252,0.295,17.0,16.0,0.35066,0.48935,0.5172413793103449,0.5510204081632653,5,7,18.75,17.5,3.915,1.77,143.75,2.5,0.79,4.41,37.5,87.5,-50.0,1.26,85.0,2.586206896551724,1.7533,43.19,36.19,5.635000000000001,2.8000000000000003,180.81,5.04,2.6950000000000003,6.174,66.5,77.0,-10.5,2.065,112.0,3.8571428571428568,3.42545,3.25,2.1666666666666665,0.809,0.3353333333333333,23.916666666666668,0.5373333333333333,0.16066666666666668,0.8966666666666668,6.5,14.5,-8.0,0.2353333333333333,16.0,0.566710315728212,0.20943333333333336,5.956666666666666,5.396666666666666,0.7636666666666669,0.49466666666666675,33.60333333333333,0.632,0.5650000000000001,0.8726666666666668,8.833333333333334,10.56,-1.7266666666666666,0.2763333333333333,18.666666666666668,0.4794802778054696,0.5212166666666668
2020-03-09,2020,cleveland st.,13.0,mercer,16.0,mercer,5.17,10.17,5.83,7.0,0.808,0.89,0.576,0.722,31.5,33.67,0.529,0.8,0.333,0.5,0.821,0.89,8.83,16.5,9.83,8.67,12.17,8.17,-3.33,8.33,0.233,0.359,20.0,13.5,0.42268,0.49013,0.44681818181818184,0.5148456057007126,6,6,31.02,34.980000000000004,4.848000000000001,3.4559999999999995,189.0,3.1740000000000004,1.9980000000000002,4.926,52.980000000000004,73.02,-19.98,1.3980000000000001,120.0,2.680909090909091,2.53608,61.019999999999996,42.0,5.34,4.332,202.02,4.800000000000001,3.0,5.34,99.0,49.019999999999996,49.980000000000004,2.154,81.0,3.0890736342042757,2.94078,5.34,5.990000000000002,0.7930000000000003,0.6329999999999999,33.0,0.7250000000000001,0.3800000000000001,0.864,8.990000000000002,9.67,-0.6600000000000001,0.23600000000000002,21.33,0.4882857353428898,0.55369,10.009999999999998,6.330000000000001,0.9049999999999999,0.7659999999999999,31.340000000000003,0.8000000000000002,0.5830000000000001,0.899,15.670000000000002,7.669999999999999,7.990000000000002,0.39899999999999997,14.0,0.5497871922052645,0.47609000000000007
2020-03-10,2020,notre dame,11.0,ohio st.,13.0,ohio st.,7.0,9.17,7.75,6.5,0.842,0.893,0.423,0.546,28.75,31.5,0.571,0.75,0.4,0.25,0.916,0.778,12.5,14.0,11.5,14.5,10.0,10.0,2.5,4.0,0.292,0.362,14.25,18.33,0.53866,0.62909,0.5348837209302325,0.5918367346938775,4,6,28.0,31.0,3.368,1.692,115.0,2.284,1.6,3.664,50.0,40.0,10.0,1.168,57.0,2.13953488372093,2.15464,55.019999999999996,39.0,5.3580000000000005,3.2760000000000002,189.0,4.5,1.5,4.668,84.0,60.0,24.0,2.1719999999999997,109.97999999999999,3.5510204081632653,3.77454,6.0,8.0,0.8466666666666667,0.433,27.666666666666668,0.42799999999999994,0.311,0.9406666666666667,11.0,11.0,0.0,0.26866666666666666,14.333333333333334,0.4909560723514212,0.5330266666666666,7.669999999999999,3.6699999999999995,0.8330000000000002,0.6550000000000001,31.67,0.722,0.25,0.7879999999999999,14.33,12.67,1.6699999999999993,0.37399999999999994,19.33,0.5384653377323824,0.6991499999999999
2020-03-10,2020,hofstra,19.0,st. john's,9.0,hofstra,7.0,7.0,6.0,7.67,0.928,0.89,0.601,0.585,32.67,34.33,0.739,0.684,0.444,0.652,0.794,0.856,12.67,13.17,8.83,10.0,10.33,13.5,2.33,-0.33,0.283,0.29,14.33,17.5,0.47278,0.42808,0.46085594989561585,0.425531914893617,6,6,42.0,36.0,5.5680000000000005,3.606,196.02,4.434,2.664,4.764,76.02,61.980000000000004,13.98,1.698,85.98,2.765135699373695,2.83668,42.0,46.019999999999996,5.34,3.51,205.98,4.104,3.912,5.136,79.02,81.0,-1.98,1.7399999999999998,105.0,2.5531914893617023,2.56848,6.330000000000001,6.0,0.9260000000000002,0.589,33.010000000000005,0.6600000000000001,0.38800000000000007,0.8260000000000001,11.67,10.660000000000002,0.9900000000000002,0.25099999999999995,13.990000000000002,0.46726563683433026,0.41430999999999996,8.67,6.339999999999999,0.8889999999999999,0.5219999999999999,31.659999999999997,0.641,0.6789999999999999,0.8340000000000001,14.67,13.33,1.3399999999999999,0.3249999999999999,16.33,0.44541165587419057,0.5945900000000001
2020-03-10,2020,fairfield,21.0,siena,12.0,fairfield,9.67,6.2,7.5,10.0,0.8,0.773,0.452,0.453,34.0,30.2,0.591,0.682,0.458,0.294,0.754,0.852,15.67,11.8,13.33,13.6,16.17,15.0,-0.5,-3.2,0.355,0.277,15.33,18.2,0.49591,0.35904,0.451864406779661,0.47552447552447547,6,6,58.019999999999996,45.0,4.800000000000001,2.712,204.0,3.546,2.748,4.524,94.02,97.02000000000001,-3.0,2.13,91.98,2.7111864406779658,2.97546,37.2,60.0,4.638,2.718,181.2,4.0920000000000005,1.7639999999999998,5.112,70.80000000000001,90.0,-19.200000000000003,1.6620000000000001,109.19999999999999,2.853146853146853,2.15424,10.009999999999998,8.33,0.8900000000000002,0.4750000000000001,34.0,0.582,0.33300000000000013,0.7280000000000001,16.669999999999998,15.010000000000005,1.67,0.35200000000000004,13.660000000000002,0.48801741774003665,0.26785999999999993,5.400000000000001,10.0,0.7320000000000001,0.465,32.4,0.7640000000000002,0.3379999999999999,0.8860000000000001,12.100000000000003,11.0,1.099999999999999,0.29600000000000004,20.399999999999995,0.5182131301534286,0.36739000000000005
2020-03-10,2020,jacksonville,8.0,duke,18.0,duke,7.8,8.86,12.0,8.0,0.932,0.896,0.474,0.554,35.2,34.29,0.682,0.625,0.154,0.267,0.711,0.854,13.8,14.86,10.6,9.29,9.6,11.43,4.2,3.43,0.308,0.366,16.6,16.43,0.4615,0.56181,0.5247524752475248,0.4483590733590733,5,7,39.0,60.0,4.66,2.37,176.0,3.41,0.77,3.5549999999999997,69.0,48.0,21.0,1.54,83.0,2.623762376237624,2.3075,62.019999999999996,56.0,6.272,3.878,240.03,4.375,1.8690000000000002,5.978,104.02,80.00999999999999,24.01,2.562,115.00999999999999,3.138513513513513,3.9326700000000003,7.666666666666667,12.0,0.9313333333333333,0.47400000000000003,36.666666666666664,0.7733333333333334,0.16133333333333336,0.7043333333333331,14.666666666666666,8.0,6.666666666666667,0.28200000000000003,16.333333333333332,0.5800138153350219,0.3775,9.673333333333332,6.666666666666667,0.904,0.5273333333333334,34.67666666666667,0.34766666666666673,0.13766666666666674,0.8846666666666666,16.006666666666664,10.336666666666664,5.670000000000001,0.3873333333333333,13.669999999999996,0.44692023484158305,0.6928366666666669
2020-03-10,2020,liu,10.0,massachusetts,14.0,massachusetts,7.67,6.67,6.0,9.67,0.843,0.829,0.341,0.565,23.67,29.17,0.692,0.778,0.346,0.208,0.935,0.786,11.5,10.5,14.83,11.67,13.67,10.83,-2.17,-0.33,0.337,0.281,17.67,17.33,0.27812,0.63855,0.5203508771929825,0.5186666666666666,6,6,46.019999999999996,36.0,5.058,2.0460000000000003,142.02,4.151999999999999,2.0759999999999996,5.61,69.0,82.02,-13.02,2.0220000000000002,106.02000000000001,3.122105263157895,1.66872,40.019999999999996,58.019999999999996,4.974,3.3899999999999997,175.02,4.668,1.248,4.716,63.0,64.98,-1.98,1.6860000000000002,103.97999999999999,3.1119999999999997,3.8312999999999997,7.009999999999998,6.0,0.831,0.2870000000000001,24.67,0.9219999999999997,0.4189999999999999,0.9830000000000001,11.33,14.009999999999998,-2.67,0.3440000000000001,20.01,0.5112276986146976,0.42314,9.339999999999998,11.67,0.8160000000000002,0.5519999999999999,30.67,0.9560000000000001,0.325,0.7580000000000001,13.67,10.33,3.34,0.34,16.659999999999997,0.5447224958949095,0.6833499999999999
2020-03-10,2020,bryant,16.0,north carolina,18.0,north carolina,6.5,12.33,7.0,7.5,0.87,0.858,0.526,0.549,28.83,37.33,0.722,0.5,0.318,0.762,0.856,0.738,12.0,17.83,10.5,9.0,10.67,9.0,1.33,8.83,0.277,0.388,14.83,14.83,0.57866,0.58448,0.4959848842701936,0.5,6,6,39.0,42.0,5.22,3.156,172.98,4.332,1.908,5.136,72.0,64.02,7.98,1.6620000000000001,88.98,2.975909305621162,3.4719599999999997,73.98,45.0,5.148,3.2940000000000005,223.98,3.0,4.572,4.428,106.97999999999999,54.0,52.980000000000004,2.3280000000000003,88.98,3.0,3.5068799999999998,7.330000000000001,6.330000000000001,0.915,0.558,28.659999999999997,0.694,0.422,0.8550000000000001,13.0,9.009999999999998,3.99,0.29600000000000004,12.660000000000002,0.5280567250621264,0.5473699999999999,11.660000000000002,5.669999999999999,0.898,0.553,35.66,0.27299999999999996,0.7060000000000001,0.739,16.659999999999997,11.33,5.330000000000001,0.37200000000000005,14.33,0.4082007343941248,0.5022899999999999
2020-03-10,2020,penn st.,22.0,furman,7.0,penn st.,9.0,5.83,6.17,7.0,0.85,0.767,0.526,0.3,35.0,25.0,0.571,0.588,0.588,0.5,0.788,0.792,16.5,9.5,12.0,14.67,11.67,15.5,4.83,-6.0,0.402,0.295,16.83,21.67,0.62359,0.41003,0.5069708491761723,0.48624461385482265,6,6,54.0,37.019999999999996,5.1,3.156,210.0,3.4259999999999997,3.5279999999999996,4.728,99.0,70.02,28.98,2.412,100.97999999999999,3.0418250950570336,3.7415399999999996,34.980000000000004,42.0,4.602,1.7999999999999998,150.0,3.5279999999999996,3.0,4.752000000000001,57.0,93.0,-36.0,1.77,130.02,2.917467683128936,2.4601800000000003,6.669999999999999,7.669999999999999,0.7939999999999999,0.389,35.67,0.324,0.34299999999999997,0.758,15.0,15.67,-0.6700000000000005,0.385,17.99,0.4562715714780654,0.52496,5.660000000000001,5.669999999999999,0.7880000000000001,0.2909999999999999,23.33,0.6759999999999998,0.6,0.8780000000000002,8.67,18.0,-9.33,0.311,19.340000000000003,0.48571465210759235,0.38256000000000007
2020-03-10,2020,mount st. mary's,12.0,johns hopkins,13.0,johns hopkins,4.14,5.8,8.0,4.2,0.862,0.765,0.556,0.562,30.0,28.4,0.619,0.56,0.346,0.389,0.887,0.897,8.29,10.4,10.43,12.2,11.43,13.4,-3.14,-3.0,0.209,0.243,16.43,14.2,0.47477,0.51699,0.47712717291857276,0.47656249999999994,7,5,28.979999999999997,56.0,6.034,3.8920000000000003,210.0,4.333,2.4219999999999997,6.209,58.029999999999994,80.00999999999999,-21.98,1.4629999999999999,115.00999999999999,3.3398902104300094,3.3233900000000003,29.0,21.0,3.825,2.8100000000000005,142.0,2.8000000000000003,1.945,4.485,52.0,67.0,-15.0,1.2149999999999999,71.0,2.3828124999999996,2.5849499999999996,5.326666666666665,9.666666666666666,0.8126666666666665,0.6080000000000001,34.333333333333336,0.39633333333333337,0.18466666666666653,0.8763333333333332,9.343333333333332,11.00333333333333,-1.6600000000000001,0.22633333333333328,18.669999999999998,0.45379852892469846,0.5678633333333335,6.0,4.0,0.7416666666666667,0.5306666666666668,26.0,0.3780000000000001,0.515,0.9216666666666669,10.0,16.666666666666668,-6.666666666666667,0.22833333333333328,13.666666666666666,0.4109374999999999,0.6672033333333331
2020-03-11,2020,hampton,11.0,greensboro,15.0,greensboro,2.6,,6.6,,0.574,,0.456,,24.8,,0.467,,0.056,,0.881,,4.6,,13.6,,22.0,,-17.4,,0.219,,27.0,,0.24076,,0.38202247191011235,,5,0,13.0,33.0,2.8699999999999997,2.2800000000000002,124.0,2.335,0.28,4.405,23.0,110.0,-87.0,1.095,135.0,1.9101123595505618,1.2038,,,,,,,,,,,,,,,,2.6666666666666665,5.0,0.5946666666666666,0.4380000000000001,23.666666666666668,0.445,-0.04,0.9076666666666667,4.0,22.333333333333332,-18.333333333333332,0.18166666666666664,24.666666666666668,0.40438088752695495,0.31793333333333335,,,,,,,,,,,,,,,
